Model:	LI-7810
SN:	TG10-01449
Software Version:	2.3.3
Timestamp:	2022-12-05 08:00:00
Timezone:	Europe/Copenhagen
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1670229629	832199096	10793	0	""	2022-12-05	09:40:29	6405.9287	475.31122	2035.0417	39.7487	55.0003	27.9514	37.0429	0.00123871	11.8602	54.4998	5.75	-0.346409	14.8825	151
DATA	1670229630	832199096	10797	0	""	2022-12-05	09:40:30	6407.8232	474.23126	2034.3361	39.7475	55.0003	27.9514	37.0429	0.00124421	11.8595	54.4998	63.5	-0.346409	14.8829	135
DATA	1670229631	831897020	10801	0	""	2022-12-05	09:40:31	6411.0884	474.56934	2033.9611	39.7479	55.0003	27.9534	37.0427	0.00124464	11.86	54.4998	-54.5	-0.346409	14.8825	 73
DATA	1670229632	831897020	10805	0	""	2022-12-05	09:40:32	6414.1191	475.30832	2033.751	39.7471	55.0003	27.9506	37.0429	0.00124675	11.8596	54.4998	-20.5	-0.346409	14.8814	110
DATA	1670229633	831897020	10809	0	""	2022-12-05	09:40:33	6417.8643	474.9588	2033.3824	39.7475	55.0003	27.9481	37.0429	0.00123902	11.8594	54.4998	6.75	-0.346409	14.8814	107
DATA	1670229634	831897020	10813	0	""	2022-12-05	09:40:34	6419.8579	474.08768	2032.6552	39.7483	55.0003	27.9477	37.0427	0.00123339	11.8606	54.4998	-34.75	-0.346409	14.881	203
DATA	1670229635	831897020	10817	0	""	2022-12-05	09:40:35	6424.6812	475.68427	2032.4108	39.7475	55.0003	27.9477	37.0431	0.00124574	11.86	54.4998	123.75	-0.346409	14.881	 85
DATA	1670229636	831897020	10821	0	""	2022-12-05	09:40:36	6430.2803	475.0899	2032.2413	39.7483	55.0003	27.9489	37.0429	0.00124423	11.8596	54.4998	13.25	-0.346409	14.8821	130
DATA	1670229637	831897020	10825	0	""	2022-12-05	09:40:37	6434.3027	476.28867	2031.9663	39.7491	55.0003	27.9477	37.0431	0.00125108	11.8593	54.4998	91.25	-0.346409	14.881	149
DATA	1670229638	831897020	10829	0	""	2022-12-05	09:40:38	6439.5645	475.10345	2031.6309	39.7487	55.0003	27.9502	37.0429	0.00124972	11.8597	54.4998	-30	-0.346409	14.8802	 94
DATA	1670229639	831603050	10833	0	""	2022-12-05	09:40:39	6443.6167	475.8429	2031.2288	39.7483	55.0003	27.9493	37.0427	0.0012474	11.8596	54.4998	-24.75	-0.346409	14.8814	145
DATA	1670229640	831603050	10837	0	""	2022-12-05	09:40:40	6447.5884	475.69791	2030.8177	39.7483	55.0003	27.951	37.0427	0.00124975	11.859	54.4998	-17.25	-0.346409	14.8798	155
DATA	1670229641	831603050	10841	0	""	2022-12-05	09:40:41	6450.5503	475.85587	2030.6116	39.7475	55.0003	27.9506	37.0427	0.00124414	11.8602	54.4998	100.5	-0.346409	14.8798	156
DATA	1670229642	831603050	10845	0	""	2022-12-05	09:40:42	6452.0107	476.15195	2029.9093	39.7483	55.0003	27.9522	37.0427	0.00124805	11.8595	54.4998	-65.5	-0.346409	14.8802	168
DATA	1670229643	831603050	10849	0	""	2022-12-05	09:40:43	6454.7505	476.51367	2029.4352	39.7479	55.0003	27.9522	37.0427	0.00125004	11.8595	54.4998	22.25	-0.346409	14.8806	178
DATA	1670229644	831603050	10853	0	""	2022-12-05	09:40:44	6456.2915	477.46008	2028.8628	39.7475	55.0003	27.9493	37.0429	0.00125297	11.8598	54.4998	21.5	-0.346409	14.8794	160
DATA	1670229645	831603050	10857	0	""	2022-12-05	09:40:45	6457.5977	477.20413	2028.1951	39.7487	55.0003	27.9489	37.0431	0.00125292	11.8596	54.4998	-20	-0.346409	14.8814	 94
DATA	1670229646	831305980	10861	0	""	2022-12-05	09:40:46	6460.0508	476.10538	2027.4597	39.7491	55.0003	27.9481	37.0429	0.00124788	11.859	54.4998	29.5	-0.346409	14.8806	108
DATA	1670229647	831305980	10865	0	""	2022-12-05	09:40:47	6461.271	477.34503	2027.3203	39.7495	55.0003	27.9498	37.0427	0.00124791	11.859	54.4998	-13	-0.346409	14.8798	255
DATA	1670229648	831305980	10869	0	""	2022-12-05	09:40:48	6462.6709	478.65771	2027.005	39.7491	55.0003	27.9493	37.0427	0.00125767	11.8594	54.4998	-26.25	-0.346409	14.8802	213
DATA	1670229649	831305980	10873	0	""	2022-12-05	09:40:49	6463.1577	478.39349	2026.6946	39.7487	55.0003	27.9485	37.0427	0.00124689	11.8594	54.4998	-11.5	-0.346409	14.8798	244
DATA	1670229650	831305980	10877	0	""	2022-12-05	09:40:50	6464.9741	477.63812	2026.4058	39.7491	55.0003	27.9477	37.0427	0.0012559	11.8593	54.4998	-1.5	-0.346409	14.8782	100
DATA	1670229651	831305980	10881	0	""	2022-12-05	09:40:51	6467.4316	478.0105	2026.149	39.7495	55.0003	27.9493	37.0427	0.00125143	11.8595	54.4998	-59.75	-0.346409	14.8782	143
DATA	1670229652	831305980	10885	0	""	2022-12-05	09:40:52	6469.2642	477.39682	2025.8665	39.7475	55.0003	27.9489	37.0427	0.00125644	11.8585	54.4998	-55.5	-0.346409	14.8782	227
DATA	1670229653	831305980	10889	0	""	2022-12-05	09:40:53	6472.1069	477.81198	2025.7061	39.7516	55.0003	27.9485	37.0427	0.0012428	11.8593	54.4998	58.75	-0.346409	14.8774	169
DATA	1670229654	831017971	10893	0	""	2022-12-05	09:40:54	6474.3921	477.99872	2025.326	39.7508	55.0003	27.9502	37.0427	0.00123982	11.8596	54.4998	79	-0.346409	14.8774	 23
DATA	1670229655	831017971	10897	0	""	2022-12-05	09:40:55	6477.6743	478.90625	2024.8702	39.7467	55.0003	27.9526	37.0429	0.00126008	11.8601	54.4998	-202.75	-0.346409	14.8774	 48
DATA	1670229656	831017971	10901	0	""	2022-12-05	09:40:56	6480.1797	479.24707	2024.403	39.7483	55.0003	27.9485	37.0427	0.00125736	11.8599	54.4998	-61.5	-0.346409	14.877	102
DATA	1670229657	831017971	10905	0	""	2022-12-05	09:40:57	6486.2983	477.72275	2024.0428	39.7487	55.0003	27.9469	37.0427	0.00125644	11.8594	54.4992	1.25	-0.346409	14.877	112
DATA	1670229658	831017971	10909	0	""	2022-12-05	09:40:58	6488.7988	478.53723	2023.7242	39.7491	55.0003	27.9485	37.0427	0.00125639	11.8595	54.4992	-11.25	-0.346409	14.877	220
DATA	1670229659	831017971	10913	0	""	2022-12-05	09:40:59	6494.937	478.28015	2022.8467	39.7487	55.0003	27.9469	37.0427	0.00125157	11.8593	54.499	71.5	-0.346409	14.8778	 75
DATA	1670229660	831017971	10917	0	""	2022-12-05	09:41:00	6498.9375	478.79755	2022.4026	39.7495	55.0003	27.9506	37.0429	0.00124743	11.8592	54.4992	-55.25	-0.346409	14.8767	  0
DATA	1670229661	830713033	10921	0	""	2022-12-05	09:41:01	6502.6641	479.18155	2022.2035	39.7483	55.0003	27.9498	37.0429	0.0012571	11.859	54.4992	35.5	-0.346409	14.8747	 14
DATA	1670229662	830713033	10925	0	""	2022-12-05	09:41:02	6505.4595	479.39853	2022.0486	39.7487	55.0003	27.9485	37.0427	0.00125695	11.859	54.4996	-71.75	-0.346409	14.8759	210
DATA	1670229663	830713033	10929	0	""	2022-12-05	09:41:03	6509.6455	479.13931	2022.0837	39.7491	55.0003	27.9481	37.0429	0.0012628	11.8592	54.499	0	-0.346409	14.8751	131
DATA	1670229664	830713033	10933	0	""	2022-12-05	09:41:04	6511.7183	480.17371	2021.8372	39.7491	55.0003	27.9498	37.0427	0.00125525	11.8596	54.4998	101.75	-0.346409	14.8751	226
DATA	1670229665	830713033	10937	0	""	2022-12-05	09:41:05	6514.5996	480.3811	2021.2682	39.7491	55.0003	27.9485	37.0427	0.00126252	11.8589	54.4998	-22.5	-0.346409	14.8767	136
DATA	1670229666	830713033	10941	0	""	2022-12-05	09:41:06	6516.6797	479.81934	2020.4694	39.75	55.0003	27.9473	37.0427	0.0012545	11.8593	54.4998	-81.75	-0.346409	14.8767	105
DATA	1670229667	830713033	10945	0	""	2022-12-05	09:41:07	6520.3037	480.72086	2020.3207	39.7504	55.0003	27.9485	37.0427	0.00124774	11.8597	54.4998	144	-0.346409	14.8767	 81
DATA	1670229668	830713033	10949	0	""	2022-12-05	09:41:08	6521.4849	480.90433	2019.8171	39.7495	55.0003	27.9477	37.0427	0.00126442	11.8595	54.4998	-133.5	-0.346409	14.8763	249
DATA	1670229669	830416917	10953	0	""	2022-12-05	09:41:09	6525.8228	479.80804	2019.3759	39.7495	55.0003	27.9457	37.0429	0.00125492	11.8594	54.4998	27.5	-0.346409	14.8763	184
DATA	1670229670	830416917	10957	0	""	2022-12-05	09:41:10	6528.1694	480.21097	2019.447	39.75	55.0003	27.9465	37.0429	0.00125689	11.8594	54.4998	-51.75	-0.346409	14.8763	104
DATA	1670229671	830416917	10961	0	""	2022-12-05	09:41:11	6530.104	480.92081	2019.0389	39.7495	55.0003	27.944	37.0431	0.00125884	11.8594	54.4998	222	-0.346409	14.8759	239
DATA	1670229672	830416917	10965	0	""	2022-12-05	09:41:12	6532.0933	481.05167	2018.6729	39.7487	55.0003	27.9465	37.0427	0.00126464	11.8589	54.4998	-78.75	-0.346409	14.8751	  8
DATA	1670229673	830416917	10969	0	""	2022-12-05	09:41:13	6534.5366	481.31805	2018.2397	39.75	55.0003	27.9432	37.0427	0.00125498	11.8594	54.4998	5.5	-0.346409	14.8747	  5
DATA	1670229674	830416917	10973	0	""	2022-12-05	09:41:14	6536.2681	480.79797	2017.7812	39.7495	55.0003	27.9448	37.0427	0.00125878	11.8589	54.4998	100	-0.346409	14.8755	132
DATA	1670229675	830416917	10977	0	""	2022-12-05	09:41:15	6537.4014	481.59644	2017.7061	39.7487	55.0003	27.9473	37.0427	0.00126125	11.8587	54.4998	-80	-0.346409	14.8755	104
DATA	1670229676	830122947	10981	0	""	2022-12-05	09:41:16	6538.1191	480.86365	2017.4587	39.7491	55.0003	27.9436	37.0427	0.00126232	11.8595	54.4998	-46.25	-0.346409	14.8739	  0
DATA	1670229677	830122947	10985	0	""	2022-12-05	09:41:17	6539.4531	481.3768	2016.7268	39.7491	55.0003	27.9444	37.0427	0.00125765	11.8598	54.4998	56.25	-0.346409	14.8743	174
DATA	1670229678	830122947	10989	0	""	2022-12-05	09:41:18	6541.7397	482.13919	2016.7319	39.7491	55.0003	27.9457	37.0427	0.00126358	11.8597	54.4998	6	-0.346409	14.8743	 31
DATA	1670229679	830122947	10993	0	""	2022-12-05	09:41:19	6542.5322	481.58945	2016.2277	39.7495	55.0003	27.9448	37.0425	0.00125866	11.8594	54.4998	-101.25	-0.346409	14.8759	 59
DATA	1670229680	830122947	10997	0	""	2022-12-05	09:41:20	6543.1021	482.66107	2016.1246	39.7504	55.0003	27.9436	37.0429	0.00125749	11.8589	54.4998	97.5	-0.346409	14.8747	145
DATA	1670229681	830122947	11001	0	""	2022-12-05	09:41:21	6543.8247	481.7934	2015.5837	39.7495	55.0003	27.9465	37.0427	0.00126037	11.8598	54.4998	51.5	-0.346409	14.8743	 90
DATA	1670229682	830122947	11005	0	""	2022-12-05	09:41:22	6543.6001	481.85767	2015.0577	39.7495	55.0003	27.9469	37.0427	0.00125349	11.8593	54.4998	-31.25	-0.346409	14.8735	234
DATA	1670229683	830122947	11009	0	""	2022-12-05	09:41:23	6544.333	483.26108	2014.8124	39.7491	55.0003	27.9465	37.0427	0.00126	11.8592	54.4998	-14.5	-0.346409	14.8743	214
DATA	1670229684	829826116	11013	0	""	2022-12-05	09:41:24	6544.2607	482.9545	2014.4801	39.7491	55.0003	27.9448	37.0427	0.00127068	11.8592	54.4998	-43.5	-0.346409	14.8747	137
DATA	1670229685	829826116	11017	0	""	2022-12-05	09:41:25	6545.4785	482.70468	2014.4988	39.7495	55.0003	27.9469	37.0427	0.0012504	11.8588	54.4998	-8.25	-0.346409	14.8747	174
DATA	1670229686	829826116	11021	0	""	2022-12-05	09:41:26	6545.3486	482.72812	2014.0083	39.75	55.0003	27.944	37.0427	0.00125866	11.8592	54.4998	-16	-0.346409	14.8743	186
DATA	1670229687	829826116	11025	0	""	2022-12-05	09:41:27	6545.6123	483.83936	2013.3015	39.7495	55.0003	27.9448	37.0427	0.00126684	11.8592	54.4998	13.25	-0.346409	14.8743	199
DATA	1670229688	829826116	11029	0	""	2022-12-05	09:41:28	6546.918	483.78909	2013.1624	39.75	55.0003	27.9457	37.0423	0.0012587	11.8591	54.4998	-15.5	-0.346409	14.8735	  4
DATA	1670229689	829826116	11033	0	""	2022-12-05	09:41:29	6547.4033	483.31503	2012.6696	39.75	55.0003	27.9469	37.0425	0.00125838	11.8586	54.4998	-9.25	-0.346409	14.8731	 96
DATA	1670229690	829826116	11037	0	""	2022-12-05	09:41:30	6548.2061	483.89786	2012.3008	39.7495	55.0003	27.944	37.0427	0.00126537	11.8591	54.4998	-48	-0.346409	14.8731	 41
DATA	1670229691	829530000	11041	0	""	2022-12-05	09:41:31	6551.3027	483.21808	2011.7013	39.7495	55.0003	27.944	37.0427	0.00125462	11.8592	54.4998	-31.25	-0.346409	14.8723	138
DATA	1670229692	829530000	11045	0	""	2022-12-05	09:41:32	6552.312	482.96799	2011.3794	39.7495	55.0003	27.9424	37.0427	0.00125127	11.859	54.4998	13.75	-0.346409	14.8723	 81
DATA	1670229693	829530000	11049	0	""	2022-12-05	09:41:33	6554.4971	483.6416	2011.3792	39.7504	55.0003	27.9436	37.0427	0.00125238	11.8591	54.4998	202.5	-0.346409	14.8719	124
DATA	1670229694	829530000	11053	0	""	2022-12-05	09:41:34	6556.5649	483.57437	2011.066	39.7508	55.0003	27.9461	37.0427	0.00125285	11.8591	54.4998	-1	-0.346409	14.8727	232
DATA	1670229695	829530000	11057	0	""	2022-12-05	09:41:35	6559.3052	483.85217	2010.8728	39.7495	55.0003	27.944	37.0427	0.00125663	11.8593	54.4998	-69.25	-0.346409	14.8716	193
DATA	1670229696	829530000	11061	0	""	2022-12-05	09:41:36	6561.7544	484.35257	2010.4521	39.7495	55.0003	27.9416	37.0425	0.00126204	11.8592	54.4998	-79.5	-0.346409	14.8723	169
DATA	1670229697	829530000	11065	0	""	2022-12-05	09:41:37	6563.5024	484.56198	2010.2155	39.7508	55.0003	27.9416	37.0425	0.0012665	11.8593	54.4998	164.5	-0.346409	14.8719	132
DATA	1670229698	829530000	11069	0	""	2022-12-05	09:41:38	6566.4253	485.44131	2009.9099	39.7495	55.0003	27.9424	37.0427	0.00127366	11.859	54.4998	-17.75	-0.346409	14.8716	205
DATA	1670229699	829240083	11073	0	""	2022-12-05	09:41:39	6569.6055	483.96472	2009.3822	39.7504	55.0003	27.9424	37.0427	0.00125896	11.8591	54.4998	-3.5	-0.346409	14.8719	158
DATA	1670229700	829240083	11077	0	""	2022-12-05	09:41:40	6570.146	484.52344	2009.1221	39.7504	55.0003	27.9444	37.0427	0.00126361	11.8592	54.4998	-14.25	-0.346409	14.8727	148
DATA	1670229701	829240083	11081	0	""	2022-12-05	09:41:41	6572.3901	483.92444	2009.0249	39.7512	55.0003	27.9428	37.0427	0.00125558	11.8588	54.4998	-3.5	-0.346409	14.8719	124
DATA	1670229702	829240083	11085	0	""	2022-12-05	09:41:42	6573.3721	484.61996	2008.3774	39.75	55.0005	27.9444	37.0427	0.00126125	11.8589	54.4998	-13.25	-0.346409	14.8712	130
DATA	1670229703	829240083	11089	0	""	2022-12-05	09:41:43	6573.7798	485.55844	2008.3553	39.7504	55.0006	27.9444	37.0429	0.00125605	11.8588	54.4998	-14.5	-0.346409	14.8704	201
DATA	1670229704	829240083	11093	0	""	2022-12-05	09:41:44	6573.6357	485.29147	2007.9406	39.7491	55.0003	27.942	37.0429	0.00126593	11.8594	54.4998	42.25	-0.346409	14.8704	145
DATA	1670229705	829240083	11097	0	""	2022-12-05	09:41:45	6575.4102	485.48065	2007.5994	39.7495	55.0005	27.942	37.0429	0.0012684	11.8599	54.4998	-19.75	-0.346409	14.8696	169
DATA	1670229706	828942060	11101	0	""	2022-12-05	09:41:46	6575.4419	484.50885	2007.335	39.7508	55.0003	27.944	37.0429	0.00125528	11.8589	54.4998	113	-0.346409	14.8692	249
DATA	1670229707	828942060	11105	0	""	2022-12-05	09:41:47	6575.0527	485.25745	2007.041	39.7504	55.0005	27.9432	37.0427	0.00126014	11.8587	54.4998	28.75	-0.346409	14.8708	130
DATA	1670229708	828942060	11109	0	""	2022-12-05	09:41:48	6577.2422	485.52841	2006.5365	39.7508	55.0006	27.9436	37.0427	0.00126213	11.859	54.4998	-10.75	-0.346409	14.8692	186
DATA	1670229709	828942060	11113	0	""	2022-12-05	09:41:49	6577.123	485.46927	2006.4694	39.75	55.0008	27.9444	37.0427	0.00126243	11.8586	54.4998	33.25	-0.346409	14.8704	 45
DATA	1670229710	828942060	11117	0	""	2022-12-05	09:41:50	6579.606	486.40259	2006.1049	39.7504	55.0006	27.9453	37.0427	0.00125883	11.859	54.4998	-36.75	-0.346409	14.87	 32
DATA	1670229711	828942060	11121	0	""	2022-12-05	09:41:51	6580.5449	485.88391	2005.5692	39.7495	55.0006	27.9436	37.0427	0.00125377	11.8589	54.4998	85.75	-0.346409	14.87	117
DATA	1670229712	828942060	11125	0	""	2022-12-05	09:41:52	6582.5674	485.56937	2005.3669	39.752	55.0008	27.9465	37.0425	0.00126284	11.8594	54.4998	123.25	-0.346409	14.8712	200
DATA	1670229713	828942060	11129	0	""	2022-12-05	09:41:53	6582.5566	485.31403	2004.7606	39.75	55.001	27.9469	37.0423	0.0012642	11.8592	54.4998	-42.5	-0.346409	14.87	124
DATA	1670229714	828645944	11133	0	""	2022-12-05	09:41:54	6582.1968	486.53839	2004.6635	39.7504	55.0006	27.9465	37.0425	0.00126028	11.8589	54.4998	-49	-0.346409	14.8696	124
DATA	1670229715	828645944	11137	0	""	2022-12-05	09:41:55	6581.8105	486.63467	2003.9176	39.75	55.001	27.9457	37.0427	0.00126877	11.8588	54.4998	-82.75	-0.346409	14.8704	121
DATA	1670229716	828645944	11141	0	""	2022-12-05	09:41:56	6582.6743	487.23486	2003.839	39.7495	55.001	27.9416	37.0427	0.00126617	11.8587	54.4998	-43.5	-0.346409	14.87	  9
DATA	1670229717	828645944	11145	0	""	2022-12-05	09:41:57	6583.001	487.41611	2003.4379	39.7508	55.0008	27.9424	37.0427	0.00126765	11.8589	54.4998	149.75	-0.346409	14.8688	221
DATA	1670229718	828645944	11149	0	""	2022-12-05	09:41:58	6583.4683	486.89566	2003.0948	39.75	55.0008	27.9432	37.0427	0.00126592	11.859	54.4998	19.25	-0.346409	14.8684	 89
DATA	1670229719	828645944	11153	0	""	2022-12-05	09:41:59	6584.7349	487.13828	2002.7679	39.7508	55.001	27.9444	37.0427	0.00125439	11.8587	54.4998	27.25	-0.346409	14.8692	188
DATA	1670229720	828645944	11157	0	""	2022-12-05	09:42:00	6583.9873	486.8949	2002.1066	39.7504	55.001	27.9465	37.0427	0.00125977	11.8588	54.4998	-76.5	-0.346409	14.8696	127
DATA	1670229721	828350067	11161	0	""	2022-12-05	09:42:01	6586.0718	487.87805	2002.1766	39.7508	55.0006	27.9432	37.0423	0.0012567	11.8589	54.4998	24.75	-0.346409	14.868	 97
DATA	1670229722	828350067	11165	0	""	2022-12-05	09:42:02	6586.6621	487.37561	2001.9702	39.7516	55.0006	27.9444	37.0425	0.00126246	11.8592	54.4998	-66	-0.346409	14.8684	 88
DATA	1670229723	828350067	11169	0	""	2022-12-05	09:42:03	6587.8047	487.13239	2001.5398	39.7504	55.0006	27.9436	37.0427	0.0012628	11.8596	54.4998	171.5	-0.346409	14.8676	156
DATA	1670229724	828350067	11173	0	""	2022-12-05	09:42:04	6588.5215	488.40604	2001.4598	39.7508	55.0008	27.9436	37.0427	0.00126469	11.8591	54.4998	45.75	-0.346409	14.8668	212
DATA	1670229725	828350067	11177	0	""	2022-12-05	09:42:05	6589.4561	488.11285	2001.2207	39.7508	55.001	27.9453	37.0427	0.00126347	11.8591	54.4998	-21.25	-0.346409	14.8676	182
DATA	1670229726	828350067	11181	0	""	2022-12-05	09:42:06	6591.5957	488.12961	2000.6018	39.7508	55.001	27.9424	37.0427	0.00126459	11.8591	54.4998	-28.75	-0.346409	14.868	148
DATA	1670229727	828350067	11185	0	""	2022-12-05	09:42:07	6594.7837	488.05951	2000.2614	39.7516	55.0008	27.9432	37.0427	0.00125471	11.8585	54.4998	133.25	-0.346409	14.8676	252
DATA	1670229728	828350067	11189	0	""	2022-12-05	09:42:08	6595.7236	488.64426	1999.8154	39.7508	55.0008	27.9477	37.0427	0.00125626	11.8587	54.4998	19	-0.346409	14.8668	106
DATA	1670229729	828052043	11193	0	""	2022-12-05	09:42:09	6597.0513	489.2648	1999.5212	39.7508	55.0008	27.9473	37.0427	0.00126608	11.8588	54.4998	-47.25	-0.346409	14.8684	223
DATA	1670229730	828052043	11197	0	""	2022-12-05	09:42:10	6597.5928	487.86664	1999.4092	39.7504	55.001	27.9453	37.0425	0.00126068	11.8588	54.4998	-89.25	-0.346409	14.8684	230
DATA	1670229731	828052043	11201	0	""	2022-12-05	09:42:11	6599.7393	489.54819	1999.2725	39.7512	55.0005	27.9432	37.0425	0.00127142	11.8592	54.4998	-27.25	-0.346409	14.868	195
DATA	1670229732	828052043	11205	0	""	2022-12-05	09:42:12	6600.9346	489.71564	1998.6136	39.7504	55.0008	27.9428	37.0427	0.00126736	11.8586	54.4998	27	-0.346409	14.8672	 56
DATA	1670229733	828052043	11209	0	""	2022-12-05	09:42:13	6602.2852	489.33755	1998.3167	39.7512	55.0008	27.9408	37.0427	0.00126116	11.8589	54.4998	1	-0.346409	14.8661	250
DATA	1670229734	828052043	11213	0	""	2022-12-05	09:42:14	6604.9297	489.22302	1998.2466	39.7512	55.001	27.942	37.0427	0.00126259	11.8593	54.4998	19.75	-0.346409	14.8657	100
DATA	1670229735	828052043	11217	0	""	2022-12-05	09:42:15	6606.8145	489.71658	1997.9564	39.7504	55.001	27.9424	37.0427	0.00127627	11.8591	54.4998	74.25	-0.346409	14.8665	168
DATA	1670229736	827761888	11221	0	""	2022-12-05	09:42:16	6608.2808	490.29788	1997.6487	39.752	55.0008	27.9432	37.0427	0.00125928	11.8591	54.4998	140.75	-0.346409	14.8657	244
DATA	1670229737	827761888	11225	0	""	2022-12-05	09:42:17	6610.1724	489.59402	1997.1779	39.7508	55.0008	27.9461	37.0427	0.00126843	11.8591	54.4998	108	-0.346409	14.8668	137
DATA	1670229738	827761888	11229	0	""	2022-12-05	09:42:18	6612.9854	489.99628	1996.7212	39.7504	55.0006	27.9469	37.0431	0.0012643	11.8594	54.4998	82.25	-0.346409	14.8665	201
DATA	1670229739	827761888	11233	0	""	2022-12-05	09:42:19	6614.1699	490.43338	1996.3315	39.7512	55.001	27.9477	37.0431	0.0012662	11.8592	54.4998	-107	-0.346409	14.8665	 64
DATA	1670229740	827761888	11237	0	""	2022-12-05	09:42:20	6616.249	489.68857	1996.3206	39.7508	55.001	27.9448	37.0427	0.00126185	11.859	54.4998	-77	-0.346409	14.8661	238
DATA	1670229741	827761888	11241	0	""	2022-12-05	09:42:21	6617.707	489.76083	1995.8904	39.7512	55.001	27.9416	37.0427	0.00126849	11.8586	54.4998	31.25	-0.346409	14.8645	124
DATA	1670229742	827761888	11245	0	""	2022-12-05	09:42:22	6616.875	490.29803	1995.3431	39.7504	55.001	27.9428	37.0427	0.00127442	11.8594	54.4998	12.25	-0.346409	14.8645	107
DATA	1670229743	827761888	11249	0	""	2022-12-05	09:42:23	6617.9146	491.31125	1995.473	39.7512	55.001	27.942	37.0427	0.00127439	11.8585	54.4998	-2.5	-0.346409	14.8641	255
DATA	1670229744	827461957	11253	0	""	2022-12-05	09:42:24	6616.9258	490.54495	1995.2495	39.7524	55.001	27.942	37.0427	0.00126031	11.8592	54.4998	130.75	-0.346409	14.8649	165
DATA	1670229745	827461957	11257	0	""	2022-12-05	09:42:25	6616.2974	491.46298	1994.4919	39.752	55.001	27.9432	37.0427	0.00126305	11.8593	54.4998	0.75	-0.346409	14.8653	 73
DATA	1670229746	827461957	11261	0	""	2022-12-05	09:42:26	6617.4761	490.64816	1994.3215	39.7516	55.001	27.9436	37.0427	0.00126077	11.859	54.4998	21.75	-0.346409	14.8657	117
DATA	1670229747	827461957	11265	0	""	2022-12-05	09:42:27	6617.4453	491.24591	1994.1272	39.7512	55.001	27.9453	37.0427	0.00125872	11.8588	54.4998	-45	-0.346409	14.8657	 68
DATA	1670229748	827461957	11269	0	""	2022-12-05	09:42:28	6617.1812	490.83337	1994.0536	39.7512	55.001	27.9457	37.0425	0.00126009	11.8588	54.4998	149.75	-0.346409	14.8645	228
DATA	1670229749	827461957	11273	0	""	2022-12-05	09:42:29	6616.2261	491.29507	1993.3743	39.7512	55.001	27.9444	37.0427	0.00126761	11.8592	54.4998	-82.75	-0.346409	14.8653	215
DATA	1670229750	827461957	11277	0	""	2022-12-05	09:42:30	6616.5869	491.92712	1993.3594	39.7516	55.001	27.9444	37.0427	0.00127074	11.8592	54.4998	0.5	-0.346409	14.8649	 71
DATA	1670229751	827166080	11281	0	""	2022-12-05	09:42:31	6616.1636	491.50342	1993.1073	39.7508	55.001	27.9432	37.0427	0.00126643	11.8587	54.4998	67.25	-0.346409	14.8645	138
DATA	1670229752	827166080	11285	0	""	2022-12-05	09:42:32	6615.8916	491.89664	1992.7496	39.7516	55.001	27.9432	37.0427	0.00126051	11.8589	54.4998	-18.5	-0.346409	14.8645	169
DATA	1670229753	827166080	11289	0	""	2022-12-05	09:42:33	6615.4663	492.17484	1992.1821	39.7504	55.001	27.9424	37.0427	0.00126715	11.8587	54.4998	72	-0.346409	14.8633	  4
DATA	1670229754	827166080	11293	0	""	2022-12-05	09:42:34	6616.9404	491.69049	1991.7429	39.7524	55.001	27.944	37.0425	0.00126039	11.8588	54.4998	22.5	-0.346409	14.8629	 61
DATA	1670229755	827166080	11297	0	""	2022-12-05	09:42:35	6615.6787	491.91891	1991.72	39.7516	55.001	27.9436	37.0423	0.0012648	11.859	54.4998	18.25	-0.346409	14.8633	223
DATA	1670229756	827166080	11301	0	""	2022-12-05	09:42:36	6618.6519	491.30814	1991.6367	39.7524	55.0008	27.9457	37.0427	0.00125712	11.8586	54.4998	30	-0.346409	14.8617	 54
DATA	1670229757	827166080	11305	0	""	2022-12-05	09:42:37	6619.314	492.13657	1990.7635	39.7532	55.001	27.9457	37.0427	0.00126047	11.859	54.4998	156	-0.346409	14.8621	206
DATA	1670229758	827166080	11309	0	""	2022-12-05	09:42:38	6620.2407	492.18839	1990.5134	39.752	55.001	27.9457	37.0427	0.0012628	11.8597	54.4998	30.75	-0.346409	14.8614	 54
DATA	1670229759	826875925	11313	0	""	2022-12-05	09:42:39	6622.4956	491.8009	1990.3147	39.7512	55.0006	27.9473	37.0427	0.00126064	11.8589	54.4998	198.25	-0.346409	14.8629	232
DATA	1670229760	826875925	11317	0	""	2022-12-05	09:42:40	6624.1523	492.39511	1990.2869	39.7516	55.001	27.9481	37.0427	0.00127125	11.8588	54.4998	60.25	-0.346409	14.8614	152
DATA	1670229761	826875925	11321	0	""	2022-12-05	09:42:41	6625.6836	492.21854	1989.9479	39.7516	55.001	27.9469	37.0427	0.00126352	11.8593	54.4998	-185	-0.346409	14.8614	130
