Model:	LI-7810
SN:	TG10-01449
Software Version:	2.3.3
Timestamp:	2022-12-05 08:00:00
Timezone:	Europe/Copenhagen
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1670229762	826875925	11325	0	""	2022-12-05	09:42:42	6628.3467	491.42871	1990.6346	39.752	55.001	27.9436	37.0429	0.0012624	11.8591	54.4998	46.5	-0.346409	14.8621	  8
DATA	1670229763	826875925	11329	0	""	2022-12-05	09:42:43	6631.7681	489.651	1994.9905	39.7508	55.001	27.9432	37.0429	0.00126681	11.859	54.4998	-79.25	-0.346409	14.8637	 85
DATA	1670229764	826875925	11333	0	""	2022-12-05	09:42:44	6633.4243	487.67966	2001.8905	39.752	55.001	27.944	37.0431	0.00126925	11.8592	54.4998	111.5	-0.346409	14.8629	 52
DATA	1670229765	826875925	11337	0	""	2022-12-05	09:42:45	6634.7729	481.12695	2013.9486	39.7512	55.001	27.9465	37.0429	0.00126075	11.8588	54.4998	42.75	-0.346409	14.8625	180
DATA	1670229766	826575994	11341	0	""	2022-12-05	09:42:46	6636.7451	476.22348	2025.9299	39.7504	55.001	27.944	37.0427	0.00126408	11.8587	54.4998	52.75	-0.346409	14.8625	123
DATA	1670229767	826575994	11345	0	""	2022-12-05	09:42:47	6637.1445	477.9418	2023.3041	39.7532	55.001	27.944	37.0427	0.00127208	11.8588	54.4998	33.25	-0.346409	14.861	  1
DATA	1670229768	826575994	11349	0	""	2022-12-05	09:42:48	6637.9302	475.427	2029.0585	39.7524	55.001	27.9453	37.0427	0.00125855	11.859	54.4998	18	-0.346409	14.8606	131
DATA	1670229769	826575994	11353	0	""	2022-12-05	09:42:49	6647.7197	472.46051	2035.6294	39.7516	55.001	27.9432	37.0427	0.00126787	11.8594	54.4998	-42	-0.346409	14.8614	 75
DATA	1670229770	826575994	11357	0	""	2022-12-05	09:42:50	6652.3408	472.50519	2036.2535	39.7528	55.001	27.9428	37.0429	0.00126925	11.8588	54.4998	-12.5	-0.346409	14.8617	155
DATA	1670229771	826575994	11361	0	""	2022-12-05	09:42:51	6655.769	472.21664	2036.4882	39.752	55.001	27.9424	37.0429	0.00126944	11.8592	54.4998	-14.75	-0.346409	14.8606	111
DATA	1670229772	826575994	11365	0	""	2022-12-05	09:42:52	6655.9082	471.49185	2038.7734	39.7516	55.001	27.9428	37.0427	0.00127372	11.8591	54.4998	35	-0.346409	14.8606	 24
DATA	1670229773	826575994	11369	0	""	2022-12-05	09:42:53	6656.1919	472.44464	2039.1005	39.7516	55.001	27.9428	37.0425	0.00127627	11.8597	54.4998	-62.75	-0.346409	14.8598	230
DATA	1670229774	826277971	11373	0	""	2022-12-05	09:42:54	6655.1895	471.46414	2040.0947	39.752	55.001	27.9428	37.0427	0.0012705	11.8593	54.4998	-31	-0.346409	14.859	154
DATA	1670229775	826277971	11377	0	""	2022-12-05	09:42:55	6653.9038	471.07617	2042.3748	39.7524	55.001	27.9412	37.0427	0.00126318	11.8587	54.4998	61.75	-0.346409	14.8586	172
DATA	1670229776	826277971	11381	0	""	2022-12-05	09:42:56	6652.062	470.24411	2043.6168	39.7532	55.001	27.9448	37.0427	0.00126017	11.8587	54.4998	38.75	-0.346409	14.8578	107
DATA	1670229777	826277971	11385	0	""	2022-12-05	09:42:57	6650.5781	469.28647	2045.0083	39.7528	55.001	27.9453	37.0429	0.00125529	11.8593	54.4998	-51.75	-0.346409	14.8586	233
DATA	1670229778	826277971	11389	0	""	2022-12-05	09:42:58	6650.1743	467.39661	2046.5521	39.7528	55.001	27.9432	37.0429	0.00125461	11.8587	54.4998	-27.5	-0.346409	14.8586	175
DATA	1670229779	826277971	11393	0	""	2022-12-05	09:42:59	6648.417	468.18631	2046.7751	39.7532	55.001	27.9432	37.0427	0.0012621	11.8593	54.4998	-32.25	-0.346409	14.8594	110
DATA	1670229780	826277971	11397	0	""	2022-12-05	09:43:00	6646.4248	468.28513	2048.4458	39.7524	55.001	27.9416	37.0427	0.00127108	11.8587	54.4998	-83.25	-0.346409	14.861	156
DATA	1670229781	825990915	11401	0	""	2022-12-05	09:43:01	6642.354	466.92496	2054.6321	39.7528	55.001	27.9399	37.0429	0.00126868	11.8588	54.4998	121	-0.346409	14.8594	 17
DATA	1670229782	825990915	11405	0	""	2022-12-05	09:43:02	6640.1216	465.65875	2057.8411	39.7524	55.001	27.9412	37.0429	0.00126489	11.8592	54.4998	29.75	-0.346409	14.8594	161
DATA	1670229783	825990915	11409	0	""	2022-12-05	09:43:03	6637.1465	464.59711	2059.4463	39.7524	55.001	27.9399	37.0427	0.00126356	11.8594	54.4998	129.75	-0.346409	14.8598	235
DATA	1670229784	825990915	11413	0	""	2022-12-05	09:43:04	6634.7559	465.63199	2060.0935	39.7528	55.001	27.942	37.0427	0.00127244	11.859	54.4998	75.5	-0.346409	14.8594	 16
DATA	1670229785	825990915	11417	0	""	2022-12-05	09:43:05	6631.9346	465.24384	2058.8328	39.752	55.001	27.9432	37.0427	0.00126902	11.859	54.4998	-71.25	-0.346409	14.8594	105
DATA	1670229786	825990915	11421	0	""	2022-12-05	09:43:06	6626.9238	465.82443	2057.5063	39.7536	55.001	27.9408	37.0427	0.00126853	11.8595	54.4998	48.5	-0.346409	14.8578	125
DATA	1670229787	825990915	11425	0	""	2022-12-05	09:43:07	6624.6216	467.58606	2056.8643	39.7528	55.001	27.9428	37.0429	0.0012629	11.8592	54.4998	-24.25	-0.346409	14.8586	171
DATA	1670229788	825990915	11429	0	""	2022-12-05	09:43:08	6620.4985	469.01273	2057.4797	39.7516	55.001	27.9408	37.0429	0.0012702	11.8593	54.4998	14.75	-0.346409	14.8586	128
DATA	1670229789	825685977	11433	0	""	2022-12-05	09:43:09	6617.3325	467.06653	2058.9734	39.7528	55.001	27.942	37.0431	0.00126427	11.8592	54.4998	-14.5	-0.346409	14.8586	118
DATA	1670229790	825685977	11437	0	""	2022-12-05	09:43:10	6612.6348	466.29276	2059.5571	39.7536	55.001	27.9412	37.0425	0.00125889	11.8593	54.4998	1.5	-0.346409	14.8582	 72
DATA	1670229791	825685977	11441	0	""	2022-12-05	09:43:11	6610.4434	466.64438	2059.2649	39.7532	55.001	27.9424	37.0427	0.00126181	11.8589	54.4998	99.25	-0.346409	14.8582	170
DATA	1670229792	825685977	11445	0	""	2022-12-05	09:43:12	6605.5068	466.05069	2058.5566	39.7524	55.001	27.9432	37.0427	0.0012618	11.8593	54.4998	27	-0.346409	14.8566	225
DATA	1670229793	825685977	11449	0	""	2022-12-05	09:43:13	6603.3511	466.43399	2059.9275	39.752	55.001	27.9493	37.0427	0.00127881	11.8592	54.4998	836.75	-0.346409	14.8566	195
DATA	1670229794	825685977	11453	0	""	2022-12-05	09:43:14	6597.583	469.60217	2059.9834	39.7536	55.001	27.9559	37.0427	0.00128497	11.8596	54.4998	992.75	-0.346409	14.8559	225
DATA	1670229795	825685977	11457	0	""	2022-12-05	09:43:15	6595.1484	470.39084	2060.3469	39.7544	55.001	27.9694	37.0427	0.00127201	11.8596	54.4998	1076.75	-0.346409	14.8551	 27
DATA	1670229796	825397014	11461	0	""	2022-12-05	09:43:16	6588.626	471.42603	2060.6045	39.754	55.001	27.98	37.0427	0.00126349	11.8595	54.4998	490	-0.346409	14.8551	103
DATA	1670229797	825397014	11465	0	""	2022-12-05	09:43:17	6583.6763	470.58087	2060.8921	39.7536	55.001	27.9861	37.0425	0.00126769	11.8591	54.4998	438	-0.346409	14.8555	 83
DATA	1670229798	825397014	11469	0	""	2022-12-05	09:43:18	6577.4897	468.82883	2061.0085	39.7544	55.001	27.991	37.0425	0.00125939	11.8587	54.499	7	-0.346409	14.8551	141
DATA	1670229799	825397014	11473	0	""	2022-12-05	09:43:19	6563.7769	469.54547	2062.1836	39.7524	55.001	27.9931	37.0427	0.00130486	11.8596	54.499	-231.75	-0.346409	14.8504	217
DATA	1670229800	825397014	11477	0	""	2022-12-05	09:43:20	6562.9902	467.13281	2062.5896	39.7532	55.001	27.9923	37.0425	0.00128123	11.8595	54.499	248	-0.346409	14.85	141
DATA	1670229801	825397014	11481	0	""	2022-12-05	09:43:21	6552.9604	466.19772	2063.3772	39.7561	55.001	27.9935	37.0427	0.00126556	11.8596	54.499	-224	-0.346409	14.8512	 36
DATA	1670229802	825397014	11485	0	""	2022-12-05	09:43:22	6543.5771	464.03244	2064.1494	39.7561	55.001	27.9894	37.0427	0.00124802	11.8591	54.499	128.5	-0.346409	14.8519	 83
DATA	1670229803	825397014	11489	0	""	2022-12-05	09:43:23	6537.0586	465.20334	2064.4294	39.7585	55.001	27.9906	37.0427	0.00129685	11.8592	54.499	-335.75	-0.346409	14.8508	205
DATA	1670229804	825103044	11493	0	""	2022-12-05	09:43:24	6527.917	462.91595	2064.9265	39.7544	55.001	27.989	37.0429	0.00125397	11.8598	54.499	236.5	-0.346409	14.8519	 11
DATA	1670229805	825103044	11497	0	""	2022-12-05	09:43:25	6518.6162	462.13818	2065.0525	39.7544	55.001	27.9943	37.0425	0.00125737	11.8594	54.499	-16.5	-0.346409	14.8515	 72
DATA	1670229806	825103044	11501	0	""	2022-12-05	09:43:26	6513.6396	461.99948	2065.7527	39.7549	55.001	27.9959	37.0427	0.00130611	11.8603	54.499	-140.75	-0.346409	14.8515	183
DATA	1670229807	825103044	11505	0	""	2022-12-05	09:43:27	6497.6543	462.09103	2065.645	39.7557	55.001	27.9939	37.0425	0.00124774	11.8593	54.499	-37.75	-0.346409	14.8539	 94
DATA	1670229808	825103044	11509	0	""	2022-12-05	09:43:28	6490.7993	460.64554	2066.2153	39.7557	55.001	27.991	37.0425	0.00124628	11.8603	54.499	-69	-0.346409	14.8535	191
DATA	1670229809	825103044	11513	0	""	2022-12-05	09:43:29	6482.3711	460.44363	2066.2651	39.7536	55.001	27.991	37.0427	0.00125524	11.8603	54.499	58.25	-0.346409	14.8531	  9
DATA	1670229810	825103044	11517	0	""	2022-12-05	09:43:30	6474.1025	461.05389	2066.5364	39.7549	55.001	27.9886	37.0427	0.00125238	11.8594	54.499	218.25	-0.346409	14.8535	129
DATA	1670229811	824800968	11521	0	""	2022-12-05	09:43:31	6467.3242	459.38736	2066.97	39.7561	55.001	27.9902	37.0427	0.00124751	11.8601	54.499	-10.25	-0.346409	14.8535	 18
DATA	1670229812	824800968	11525	0	""	2022-12-05	09:43:32	6459.8223	458.90756	2065.6389	39.7557	55.001	27.991	37.0427	0.00124441	11.8599	54.499	-323.25	-0.346409	14.8535	156
DATA	1670229813	824800968	11529	0	""	2022-12-05	09:43:33	6451.165	458.26324	2066.5259	39.7544	55.001	27.9886	37.0427	0.00123557	11.8603	54.499	140	-0.346409	14.8531	193
DATA	1670229814	824800968	11533	0	""	2022-12-05	09:43:34	6446.7373	456.36102	2065.7061	39.7553	55.001	27.9878	37.0423	0.00122227	11.8597	54.499	-325.5	-0.346409	14.8539	138
DATA	1670229815	824800968	11537	0	""	2022-12-05	09:43:35	6429.6616	458.89969	2067.4001	39.7561	55.001	27.9857	37.0423	0.00125125	11.8598	54.499	-384.25	-0.346409	14.8539	220
DATA	1670229816	824800968	11541	0	""	2022-12-05	09:43:36	6423.9092	459.039	2067.9355	39.7553	55.001	27.9816	37.0427	0.00126264	11.8599	54.499	37.25	-0.346409	14.8531	  5
DATA	1670229817	824800968	11545	0	""	2022-12-05	09:43:37	6411.3779	457.76373	2067.5425	39.7553	55.001	27.9808	37.0427	0.00123168	11.86	54.499	-416.25	-0.346409	14.8543	101
DATA	1670229818	824800968	11549	0	""	2022-12-05	09:43:38	6406.769	459.42218	2067.6367	39.7557	55.001	27.9812	37.0427	0.00123687	11.8599	54.499	-164	-0.346409	14.8535	 28
DATA	1670229819	824507951	11553	0	""	2022-12-05	09:43:39	6400.1587	458.57104	2067.3997	39.7561	55.001	27.98	37.0429	0.0012313	11.8599	54.499	-84.75	-0.346409	14.8531	  3
DATA	1670229820	824507951	11557	0	""	2022-12-05	09:43:40	6391.8379	459.7832	2068.8044	39.7544	55.001	27.9743	37.0427	0.00123788	11.8604	54.499	-332.5	-0.346409	14.8523	 96
DATA	1670229821	824507951	11561	0	""	2022-12-05	09:43:41	6382.6646	458.76688	2068.4731	39.7544	55.001	27.9726	37.0427	0.00121166	11.8605	54.499	-135	-0.346409	14.8519	 46
DATA	1670229822	824507951	11565	0	""	2022-12-05	09:43:42	6375.5693	459.37991	2068.7776	39.7553	55.001	27.9726	37.0429	0.00124008	11.8599	54.4992	-60.5	-0.346409	14.8519	172
DATA	1670229823	824507951	11569	0	""	2022-12-05	09:43:43	6369.8589	459.7442	2067.7451	39.7544	55.001	27.9735	37.0429	0.0012399	11.8604	54.4998	221.75	-0.346409	14.8551	124
DATA	1670229824	824507951	11573	0	""	2022-12-05	09:43:44	6360.9302	459.66599	2067.3252	39.7557	55.001	27.9771	37.0423	0.00124009	11.8605	54.4998	-86	-0.346409	14.8543	 49
DATA	1670229825	824507951	11577	0	""	2022-12-05	09:43:45	6359.978	460.1073	2067.6794	39.7549	55.001	27.9751	37.0427	0.00123196	11.8601	54.4998	-171.75	-0.346409	14.8543	161
DATA	1670229826	824208021	11581	0	""	2022-12-05	09:43:46	6350.04	459.40381	2067.9158	39.7536	55.001	27.9743	37.0427	0.00123225	11.8605	54.4998	-230	-0.346409	14.8539	222
DATA	1670229827	824208021	11585	0	""	2022-12-05	09:43:47	6341.3042	459.51102	2068.1904	39.7536	55.001	27.9718	37.0427	0.00123925	11.8609	54.4998	-195.75	-0.346409	14.8551	229
DATA	1670229828	824208021	11589	0	""	2022-12-05	09:43:48	6336.3975	464.33792	2069.7703	39.754	55.001	27.9714	37.0427	0.00126706	11.8604	54.4998	-4	-0.346409	14.8531	200
DATA	1670229829	824208021	11593	0	""	2022-12-05	09:43:49	6332.8418	458.7511	2069.0769	39.7553	55.001	27.9698	37.0427	0.00123457	11.8601	54.4998	-186.75	-0.346409	14.8531	205
DATA	1670229830	824208021	11597	0	""	2022-12-05	09:43:50	6325.4302	459.46426	2068.1125	39.7544	55.001	27.9685	37.0427	0.00122202	11.8598	54.4998	149.5	-0.346409	14.8523	124
DATA	1670229831	824208021	11601	0	""	2022-12-05	09:43:51	6319.7363	459.70529	2067.8423	39.754	55.001	27.9677	37.0427	0.0012306	11.8602	54.4998	50	-0.346409	14.8531	122
DATA	1670229832	824208021	11605	0	""	2022-12-05	09:43:52	6314.4277	458.4689	2068.0586	39.754	55.001	27.9665	37.0423	0.00123356	11.8603	54.4998	-210.25	-0.346409	14.8543	119
DATA	1670229833	824208021	11609	0	""	2022-12-05	09:43:53	6310.5918	460.04514	2068.2043	39.754	55.001	27.9645	37.0425	0.00123321	11.8604	54.4998	-264.75	-0.346409	14.8535	150
DATA	1670229834	823914051	11613	0	""	2022-12-05	09:43:54	6305.8608	458.02563	2069.4697	39.7532	55.001	27.9632	37.0427	0.00121756	11.8604	54.4998	243	-0.346409	14.8531	 34
DATA	1670229835	823914051	11617	0	""	2022-12-05	09:43:55	6297.9253	458.01785	2069.2075	39.7549	55.001	27.9665	37.0427	0.00123045	11.8606	54.4998	97.5	-0.346409	14.8531	107
DATA	1670229836	823914051	11621	0	""	2022-12-05	09:43:56	6293.3716	460.36609	2069.2229	39.7544	55.001	27.9669	37.0427	0.00122227	11.8602	54.4998	-54	-0.346409	14.8531	 30
DATA	1670229837	823914051	11625	0	""	2022-12-05	09:43:57	6289.6382	460.9147	2068.9834	39.7532	55.001	27.9685	37.0427	0.00122814	11.8605	54.4998	63.25	-0.346409	14.8531	104
DATA	1670229838	823914051	11629	0	""	2022-12-05	09:43:58	6285.5586	458.58331	2068.658	39.754	55.001	27.9677	37.0427	0.00121333	11.8602	54.4998	-92.75	-0.346409	14.8527	113
DATA	1670229839	823914051	11633	0	""	2022-12-05	09:43:59	6281.4888	458.28149	2069.3325	39.754	55.001	27.9677	37.0427	0.00121401	11.8602	54.4998	164.25	-0.346409	14.8531	146
