Model:	LI-7820
SN:	TG20-01079
Software Version:	2.1.41
Timestamp:	2022-09-28 10:34:19
Timezone:	Europe/Copenhagen
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	N2O	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1664361600	555083036	75425	0	""	2022-09-28	12:40:00	12136.601	344.60059	39.8277	55.0003	31.6007	34.8853	0.00220066	38.4324	54.4998	1.7	-0.10586	14.2615	 34
DATA	1664361601	554951190	75435	0	""	2022-09-28	12:40:01	12138.886	344.69901	39.8272	55.0003	31.6012	34.8853	0.00220958	38.4307	54.4998	-35.1	-0.10586	14.2613	157
DATA	1664361602	554951190	75445	0	""	2022-09-28	12:40:02	12140.911	344.8479	39.8273	55.0003	31.6004	34.8853	0.00220538	38.4332	54.4998	21.9	-0.10586	14.2615	 51
DATA	1664361603	554951190	75455	0	""	2022-09-28	12:40:03	12142.679	344.36908	39.8278	55.0003	31.6023	34.8853	0.0022018	38.4292	54.4998	-9.1	-0.10586	14.2612	 61
DATA	1664361604	554825067	75465	0	""	2022-09-28	12:40:04	12144.239	344.97299	39.8267	55.0003	31.6012	34.8853	0.00220741	38.4333	54.4998	-25.9	-0.10586	14.2613	169
DATA	1664361605	554825067	75475	0	""	2022-09-28	12:40:05	12146.93	344.87109	39.8272	55.0003	31.6005	34.8853	0.00221048	38.4317	54.4998	17.7	-0.10586	14.2608	 72
DATA	1664361606	554825067	75485	0	""	2022-09-28	12:40:06	12148.189	345.17319	39.8273	55.0003	31.6009	34.8853	0.00221081	38.4329	54.4998	30.1	-0.10586	14.2607	121
DATA	1664361607	554701089	75495	0	""	2022-09-28	12:40:07	12152.17	345.05261	39.8272	55.0003	31.6022	34.8853	0.00220635	38.4305	54.4998	-0.6	-0.10586	14.2608	 43
DATA	1664361608	554701089	75505	0	""	2022-09-28	12:40:08	12154.143	344.80066	39.8273	55.0003	31.6012	34.8853	0.00220608	38.4307	54.4998	-10	-0.10586	14.2608	 43
DATA	1664361609	554701089	75515	0	""	2022-09-28	12:40:09	12155.885	345.21619	39.827	55.0001	31.5997	34.8853	0.00221359	38.4334	54.4998	-12.6	-0.10586	14.2605	131
DATA	1664361610	554572105	75525	0	""	2022-09-28	12:40:10	12156.702	344.70139	39.827	55.0002	31.5999	34.8853	0.00221136	38.4319	54.4998	-28.9	-0.10586	14.2597	119
DATA	1664361611	554572105	75535	0	""	2022-09-28	12:40:11	12157.179	344.69742	39.8275	55	31.5996	34.8853	0.0022152	38.4314	54.4998	-9.8	-0.10586	14.2604	 88
DATA	1664361612	554572105	75545	0	""	2022-09-28	12:40:12	12159.957	344.7981	39.8273	54.9999	31.5981	34.8853	0.00221172	38.4315	54.4998	6	-0.10586	14.2601	210
DATA	1664361613	554445981	75555	0	""	2022-09-28	12:40:13	12165.107	344.73929	39.8277	54.9998	31.5991	34.8853	0.00221197	38.433	54.4998	26.8	-0.10586	14.2601	117
DATA	1664361614	554445981	75565	0	""	2022-09-28	12:40:14	12165.465	344.82599	39.8273	55.0002	31.6009	34.8853	0.00220598	38.4309	54.4998	-6	-0.10586	14.2602	 37
DATA	1664361615	554445981	75575	0	""	2022-09-28	12:40:15	12167.302	344.54254	39.8282	55.0001	31.6002	34.8853	0.00220339	38.4314	54.4998	-16.2	-0.10586	14.2599	160
DATA	1664361616	554327011	75585	0	""	2022-09-28	12:40:16	12169.824	344.5134	39.8278	55.0001	31.6032	34.8853	0.00220537	38.43	54.4998	-4.3	-0.10586	14.2599	215
DATA	1664361617	554327011	75595	0	""	2022-09-28	12:40:17	12171.583	345.31	39.8278	55.0003	31.6038	34.8853	0.00220539	38.4281	54.4998	-68.4	-0.10586	14.2599	 26
DATA	1664361618	554327011	75605	0	""	2022-09-28	12:40:18	12172.17	344.90009	39.8273	55.0003	31.6014	34.8853	0.00220936	38.4283	54.4998	8.8	-0.10586	14.2601	  3
DATA	1664361619	554196119	75615	0	""	2022-09-28	12:40:19	12175.005	345.62088	39.828	55.0003	31.604	34.8853	0.00220899	38.4266	54.4998	-60	-0.10586	14.2596	242
DATA	1664361620	554196119	75625	0	""	2022-09-28	12:40:20	12173.49	345.64026	39.827	55.0003	31.6002	34.8853	0.00221101	38.4299	54.4998	1.7	-0.10586	14.2596	210
DATA	1664361621	554196119	75635	0	""	2022-09-28	12:40:21	12173.522	344.86865	39.8277	55.0003	31.6002	34.8853	0.00221366	38.4303	54.4998	-4.1	-0.10586	14.2591	106
DATA	1664361622	554066181	75645	0	""	2022-09-28	12:40:22	12175.779	344.99536	39.8273	55.0003	31.5997	34.8853	0.00221652	38.4321	54.4998	7.8	-0.10586	14.2591	100
DATA	1664361623	554066181	75655	0	""	2022-09-28	12:40:23	12179.827	344.72635	39.8272	55.0003	31.5997	34.8853	0.00221309	38.4306	54.4998	-8	-0.10586	14.259	244
DATA	1664361624	554066181	75665	0	""	2022-09-28	12:40:24	12183.33	344.72485	39.8285	55.0003	31.5991	34.8853	0.00221072	38.4305	54.4998	-3.8	-0.10586	14.259	 21
DATA	1664361625	553942918	75675	0	""	2022-09-28	12:40:25	12182.818	344.79425	39.8275	55.0003	31.5997	34.8853	0.00220993	38.4307	54.4998	1.5	-0.10586	14.259	 61
DATA	1664361626	553942918	75685	0	""	2022-09-28	12:40:26	12184.086	344.48303	39.8273	55.0003	31.6001	34.8853	0.00221386	38.4308	54.4998	19.1	-0.10586	14.2583	130
DATA	1664361627	553942918	75695	0	""	2022-09-28	12:40:27	12187.08	344.47647	39.8277	55.0003	31.6007	34.8853	0.00221153	38.4285	54.4998	5.3	-0.10586	14.2582	 46
DATA	1664361628	553812026	75705	0	""	2022-09-28	12:40:28	12185.825	345.11249	39.8278	55.0003	31.5996	34.8853	0.00221568	38.429	54.4998	-28	-0.10586	14.2585	 48
DATA	1664361629	553812026	75715	0	""	2022-09-28	12:40:29	12186.471	345.18152	39.828	55.0003	31.5989	34.8853	0.00221056	38.4299	54.4998	18.8	-0.10586	14.2585	101
DATA	1664361630	553812026	75725	0	""	2022-09-28	12:40:30	12189.694	345.20395	39.8285	55.0003	31.6004	34.8853	0.00221074	38.4312	54.4998	11.2	-0.10586	14.2583	101
DATA	1664361631	553689956	75735	0	""	2022-09-28	12:40:31	12192.031	344.5332	39.8285	55.0003	31.6012	34.8853	0.00220743	38.4294	54.4998	-1.3	-0.10586	14.2582	 58
DATA	1664361632	553689956	75745	0	""	2022-09-28	12:40:32	12190.737	344.89893	39.828	55.0003	31.6017	34.8853	0.00221463	38.4283	54.4998	11.7	-0.10586	14.2585	105
DATA	1664361633	553689956	75755	0	""	2022-09-28	12:40:33	12191.904	344.99414	39.8291	55.0003	31.6049	34.8853	0.00221284	38.4275	54.4998	-8.3	-0.10586	14.258	 98
DATA	1664361634	553560018	75765	0	""	2022-09-28	12:40:34	12194.923	344.56168	39.8291	55.0003	31.6033	34.8853	0.00221	38.43	54.4998	10.9	-0.10586	14.2583	118
DATA	1664361635	553560018	75775	0	""	2022-09-28	12:40:35	12197.793	344.8345	39.8295	55.0003	31.6035	34.8853	0.0022193	38.4308	54.4998	16.7	-0.10586	14.2579	 46
DATA	1664361636	553560018	75785	0	""	2022-09-28	12:40:36	12198.709	345.43936	39.8296	55.0003	31.6027	34.8853	0.00221815	38.4306	54.4998	-26.3	-0.10586	14.2579	193
DATA	1664361637	553436040	75795	0	""	2022-09-28	12:40:37	12199.672	344.90311	39.83	55.0003	31.601	34.8853	0.00221644	38.4296	54.4998	12.7	-0.10586	14.2574	228
DATA	1664361638	553436040	75805	0	""	2022-09-28	12:40:38	12203.033	345.12271	39.8286	55.0003	31.6018	34.8853	0.00221075	38.4296	54.4998	-4.1	-0.10586	14.2575	 99
DATA	1664361639	553436040	75815	0	""	2022-09-28	12:40:39	12201.834	345.0954	39.8291	55.0003	31.6022	34.8853	0.00221856	38.4283	54.4998	-1.1	-0.10586	14.2574	 56
DATA	1664361640	553313016	75825	0	""	2022-09-28	12:40:40	12206.792	344.92505	39.829	55.0003	31.6012	34.8853	0.00221874	38.4267	54.4998	2.4	-0.10586	14.2574	  7
DATA	1664361641	553313016	75835	0	""	2022-09-28	12:40:41	12209.141	344.93887	39.8286	55.0003	31.6007	34.8853	0.00222081	38.4273	54.4998	-5	-0.10586	14.2571	  7
DATA	1664361642	553313016	75845	0	""	2022-09-28	12:40:42	12210.286	344.79227	39.829	55.0003	31.6007	34.8853	0.00221688	38.4286	54.4998	5.9	-0.10586	14.2571	 25
DATA	1664361643	553182125	75855	0	""	2022-09-28	12:40:43	12211.168	344.45749	39.829	55.0003	31.6004	34.8853	0.00221285	38.4292	54.4998	11.2	-0.10586	14.2568	 66
DATA	1664361644	553182125	75865	0	""	2022-09-28	12:40:44	12213.875	344.52307	39.8283	55.0003	31.6018	34.8853	0.0022179	38.4257	54.4998	-16.6	-0.10586	14.2568	127
DATA	1664361645	553182125	75875	0	""	2022-09-28	12:40:45	12213.628	344.96793	39.8288	55.0003	31.6002	34.8853	0.00221548	38.4297	54.4998	18.5	-0.10586	14.2569	151
DATA	1664361646	553058147	75885	0	""	2022-09-28	12:40:46	12215.515	345.10413	39.8296	55.0003	31.5999	34.8853	0.00221052	38.4306	54.4998	25.6	-0.10586	14.2566	133
DATA	1664361647	553058147	75895	0	""	2022-09-28	12:40:47	12218.075	344.68393	39.8283	55.0003	31.6004	34.8853	0.00220777	38.4296	54.4998	-25.8	-0.10586	14.2564	199
DATA	1664361648	553058147	75905	0	""	2022-09-28	12:40:48	12220.698	344.91568	39.829	55.0003	31.6009	34.8853	0.00221053	38.4281	54.4998	13	-0.10586	14.2568	244
DATA	1664361649	552929162	75915	0	""	2022-09-28	12:40:49	12225.744	344.91284	39.8288	55.0003	31.6012	34.8853	0.00220674	38.4275	54.4998	-15.9	-0.10586	14.2566	194
DATA	1664361650	552929162	75925	0	""	2022-09-28	12:40:50	12226.157	345.14691	39.8285	55.0003	31.5994	34.8853	0.00220729	38.4283	54.4998	18.3	-0.10586	14.2561	138
DATA	1664361651	552929162	75935	0	""	2022-09-28	12:40:51	12227.995	345.08417	39.8291	55.0003	31.6002	34.8853	0.00221024	38.4308	54.4998	-1.1	-0.10586	14.2561	103
DATA	1664361652	552809000	75945	0	""	2022-09-28	12:40:52	12228.851	345.43893	39.8293	55.0003	31.6014	34.8853	0.00221521	38.4267	54.4998	-20.3	-0.10586	14.2563	157
DATA	1664361653	552809000	75955	0	""	2022-09-28	12:40:53	12230.647	345.10413	39.829	55.0003	31.6009	34.8853	0.00221601	38.4279	54.4998	-16.6	-0.10586	14.2557	104
DATA	1664361654	552809000	75965	0	""	2022-09-28	12:40:54	12231.959	345.55698	39.8286	55.0003	31.601	34.8853	0.00221097	38.427	54.4998	-13.2	-0.10586	14.255	 25
DATA	1664361655	552679061	75975	0	""	2022-09-28	12:40:55	12232.175	345.27628	39.8282	55.0003	31.5997	34.8853	0.00221216	38.4295	54.4998	12.1	-0.10586	14.2555	144
DATA	1664361656	552679061	75985	0	""	2022-09-28	12:40:56	12234.014	345.70865	39.828	55.0003	31.603	34.8853	0.00221495	38.4245	54.4998	-24	-0.10586	14.2558	239
DATA	1664361657	552679061	75995	0	""	2022-09-28	12:40:57	12236.031	344.90738	39.8288	55.0002	31.6009	34.8853	0.00221035	38.4281	54.4998	0.3	-0.10586	14.2555	 81
DATA	1664361658	552550077	76005	0	""	2022-09-28	12:40:58	12238.231	345.32974	39.8288	55.0003	31.6001	34.8853	0.00221161	38.4263	54.4998	-22.6	-0.10586	14.2555	157
DATA	1664361659	552550077	76015	0	""	2022-09-28	12:40:59	12239.287	345.16367	39.8286	55.0003	31.6002	34.8853	0.00221706	38.4275	54.4998	-1.5	-0.10586	14.2555	125
DATA	1664361660	552550077	76025	0	""	2022-09-28	12:41:00	12241.613	345.09024	39.829	55.0003	31.5994	34.8853	0.00222106	38.428	54.4998	21.4	-0.10586	14.2552	249
DATA	1664361661	552428007	76035	0	""	2022-09-28	12:41:01	12244.472	345.18304	39.8296	55.0002	31.5999	34.8853	0.00221367	38.4281	54.4998	5.1	-0.10586	14.2547	 70
DATA	1664361662	552428007	76045	0	""	2022-09-28	12:41:02	12246.265	345.40305	39.8291	55.0002	31.5999	34.8853	0.00221488	38.4287	54.4998	24	-0.10586	14.255	232
DATA	1664361663	552428007	76055	0	""	2022-09-28	12:41:03	12249.742	344.93021	39.8286	55.0003	31.6007	34.8853	0.00222166	38.4274	54.4998	23.8	-0.10586	14.2544	112
DATA	1664361664	552303075	76065	0	""	2022-09-28	12:41:04	12252.104	345.17783	39.8283	55.0003	31.601	34.8853	0.00222185	38.4251	54.4998	-36.9	-0.10586	14.2547	102
DATA	1664361665	552303075	76075	0	""	2022-09-28	12:41:05	12250.89	344.59097	39.8291	55.0003	31.6007	34.8853	0.00222286	38.4266	54.4998	-6	-0.10586	14.255	179
DATA	1664361666	552303075	76085	0	""	2022-09-28	12:41:06	12252.671	345.19922	39.8288	55.0003	31.6014	34.8853	0.0022181	38.4254	54.4998	-19.1	-0.10586	14.2544	110
DATA	1664361667	552175045	76095	0	""	2022-09-28	12:41:07	12256.21	345.23215	39.8293	55.0003	31.6007	34.8853	0.00221105	38.4275	54.4998	-14.6	-0.10586	14.2541	 95
DATA	1664361668	552175045	76105	0	""	2022-09-28	12:41:08	12254.648	345.53268	39.8288	55.0003	31.6015	34.8853	0.00221692	38.4265	54.4998	-15	-0.10586	14.2541	 75
DATA	1664361669	552175045	76115	0	""	2022-09-28	12:41:09	12255.783	345.09695	39.8291	55.0003	31.6009	34.8853	0.00222315	38.4255	54.4998	-11.5	-0.10586	14.2542	169
DATA	1664361670	552050113	76125	0	""	2022-09-28	12:41:10	12261.314	344.94482	39.8293	55.0003	31.5997	34.8853	0.00222242	38.4276	54.4998	21.3	-0.10586	14.2538	104
DATA	1664361671	552050113	76135	0	""	2022-09-28	12:41:11	12263.477	345.54758	39.8288	55.0003	31.5994	34.8853	0.00222229	38.4249	54.4998	26.5	-0.10586	14.2533	130
DATA	1664361672	552050113	76145	0	""	2022-09-28	12:41:12	12264.254	345.50452	39.8295	55.0003	31.6007	34.8853	0.00222542	38.4258	54.4998	-5.2	-0.10586	14.2539	 93
DATA	1664361673	551923036	76155	0	""	2022-09-28	12:41:13	12267.387	345.60425	39.8291	55.0003	31.6018	34.8853	0.00221871	38.4247	54.4998	-23.7	-0.10586	14.2539	172
DATA	1664361674	551923036	76165	0	""	2022-09-28	12:41:14	12269.152	345.06873	39.8282	55.0003	31.6004	34.8853	0.00221692	38.4254	54.4998	-9.6	-0.10586	14.2536	120
DATA	1664361675	551923036	76175	0	""	2022-09-28	12:41:15	12265.75	345.38483	39.828	55.0003	31.5983	34.8853	0.00222163	38.4257	54.4998	-35	-0.10586	14.2536	242
DATA	1664361676	551795959	76185	0	""	2022-09-28	12:41:16	12270.352	345.13297	39.829	55.0003	31.6002	34.8853	0.00221542	38.4272	54.4998	-11.3	-0.10586	14.2536	120
DATA	1664361677	551795959	76195	0	""	2022-09-28	12:41:17	12273.512	345.18762	39.83	55.0003	31.5996	34.8853	0.00221237	38.4259	54.4998	10.7	-0.10586	14.2536	 55
DATA	1664361678	551795959	76205	0	""	2022-09-28	12:41:18	12275.194	345.39783	39.8286	55.0003	31.6007	34.8853	0.0022157	38.4238	54.4998	-27.5	-0.10586	14.2535	155
DATA	1664361679	551664113	76215	0	""	2022-09-28	12:41:19	12275.104	345.11185	39.8285	55.0003	31.6002	34.8853	0.00221656	38.4257	54.4998	-15.8	-0.10586	14.2528	162
DATA	1664361680	551664113	76225	0	""	2022-09-28	12:41:20	12275.085	345.44577	39.828	55.0003	31.5991	34.8853	0.00222297	38.4252	54.4998	-4.8	-0.10586	14.2527	 75
DATA	1664361681	551664113	76235	0	""	2022-09-28	12:41:21	12277.043	345.54916	39.8285	55.0003	31.6002	34.8853	0.00221858	38.4255	54.4998	-18.7	-0.10586	14.2524	163
DATA	1664361682	551540136	76245	0	""	2022-09-28	12:41:22	12277.178	345.04584	39.8288	55.0003	31.5999	34.8853	0.00223014	38.4244	54.4998	4.5	-0.10586	14.2524	 80
DATA	1664361683	551540136	76255	0	""	2022-09-28	12:41:23	12279.139	345.46902	39.8285	55.0003	31.6005	34.8853	0.00222728	38.4241	54.4998	-46.1	-0.10586	14.2528	165
DATA	1664361684	551540136	76265	0	""	2022-09-28	12:41:24	12279.537	344.99365	39.8291	55.0003	31.5984	34.8853	0.0022228	38.4259	54.4998	27	-0.10586	14.2527	  4
DATA	1664361685	551418066	76275	0	""	2022-09-28	12:41:25	12280.061	345.45053	39.8291	55.0003	31.5983	34.8853	0.00221586	38.4247	54.4998	15.4	-0.10586	14.2521	124
DATA	1664361686	551418066	76285	0	""	2022-09-28	12:41:26	12278.053	345.30045	39.8277	55.0003	31.5983	34.8853	0.00222272	38.4252	54.4998	0.6	-0.10586	14.2522	 72
DATA	1664361687	551418066	76295	0	""	2022-09-28	12:41:27	12281.726	345.68097	39.8283	55.0003	31.5987	34.8853	0.00222092	38.4245	54.4998	-36.4	-0.10586	14.2519	203
DATA	1664361688	551287174	76305	0	""	2022-09-28	12:41:28	12281.374	345.67282	39.8283	55.0003	31.5983	34.8853	0.0022212	38.423	54.4998	-13.7	-0.10586	14.2516	 76
DATA	1664361689	551287174	76315	0	""	2022-09-28	12:41:29	12283.485	345.81052	39.8291	55.0003	31.5984	34.8853	0.00221663	38.4273	54.4998	32.8	-0.10586	14.2521	142
DATA	1664361690	551287174	76325	0	""	2022-09-28	12:41:30	12281.517	345.57721	39.8304	55.0003	31.5996	34.8853	0.00221513	38.4286	54.4998	12.3	-0.10586	14.2521	116
DATA	1664361691	551161050	76335	0	""	2022-09-28	12:41:31	12283.072	346.04733	39.8288	55.0003	31.5997	34.8853	0.00222271	38.425	54.4998	-41.9	-0.10586	14.2519	114
DATA	1664361692	551161050	76345	0	""	2022-09-28	12:41:32	12285.627	345.42831	39.8293	55.0003	31.5971	34.8853	0.00222394	38.4274	54.4998	32.7	-0.10586	14.2519	126
DATA	1664361693	551161050	76355	0	""	2022-09-28	12:41:33	12285.814	345.28818	39.8288	55.0003	31.5974	34.8853	0.00222598	38.4261	54.4998	12.7	-0.10586	14.2519	143
DATA	1664361694	551031112	76365	0	""	2022-09-28	12:41:34	12285.93	345.91455	39.8286	55.0003	31.5989	34.8853	0.00222327	38.4255	54.4998	19.6	-0.10586	14.2511	 84
DATA	1664361695	551031112	76375	0	""	2022-09-28	12:41:35	12288.283	345.26483	39.8291	55.0003	31.5989	34.8853	0.00221828	38.4254	54.4998	-10.7	-0.10586	14.2511	175
DATA	1664361696	551031112	76385	0	""	2022-09-28	12:41:36	12289.383	345.57227	39.8291	55.0003	31.6009	34.8853	0.00222452	38.4233	54.4998	-16.8	-0.10586	14.2511	162
DATA	1664361697	550904989	76395	0	""	2022-09-28	12:41:37	12290.665	345.36276	39.829	55.0003	31.5981	34.8853	0.002226	38.425	54.4999	-42.6	-0.10586	14.2511	254
DATA	1664361698	550904989	76405	0	""	2022-09-28	12:41:38	12290.099	345.14139	39.8282	55.0003	31.5963	34.8853	0.00222377	38.4262	54.4999	-21.7	-0.10586	14.2508	198
DATA	1664361699	550904989	76415	0	""	2022-09-28	12:41:39	12292.009	345.5834	39.8286	55.0003	31.5973	34.8853	0.00222791	38.4277	54.4998	3.4	-0.10586	14.2508	 62
DATA	1664361700	550779104	76425	0	""	2022-09-28	12:41:40	12293.067	345.43988	39.829	55.0003	31.5965	34.8853	0.00222139	38.4275	54.4998	10.9	-0.10586	14.2508	 85
DATA	1664361701	550779104	76435	0	""	2022-09-28	12:41:41	12295.937	345.06732	39.829	55.0003	31.5945	34.8853	0.00221964	38.4296	54.4998	22.4	-0.10586	14.2505	 83
DATA	1664361702	550779104	76445	0	""	2022-09-28	12:41:42	12295.93	344.74747	39.8293	55.0003	31.597	34.8853	0.00221951	38.4278	54.4998	-39.5	-0.10586	14.2505	 92
DATA	1664361703	550652027	76455	0	""	2022-09-28	12:41:43	12297.136	344.73398	39.8286	55.0003	31.595	34.8853	0.00221561	38.429	54.4999	-17.6	-0.10586	14.2505	 79
DATA	1664361704	550652027	76465	0	""	2022-09-28	12:41:44	12298.236	344.88727	39.8286	55.0003	31.5961	34.8853	0.00221352	38.4311	54.4998	15.9	-0.10586	14.2505	131
DATA	1664361705	550652027	76475	0	""	2022-09-28	12:41:45	12297.734	344.93716	39.8286	55.0003	31.5966	34.8853	0.00222032	38.4291	54.4998	9.8	-0.10586	14.2499	104
DATA	1664361706	550529003	76485	0	""	2022-09-28	12:41:46	12299.633	345.10159	39.8295	55.0003	31.5935	34.8853	0.00222152	38.4312	54.5	1.2	-0.10586	14.2502	146
DATA	1664361707	550529003	76495	0	""	2022-09-28	12:41:47	12303.399	345.08386	39.8283	55.0003	31.5934	34.8853	0.00222322	38.431	54.4998	16.6	-0.10586	14.2499	 84
DATA	1664361708	550529003	76505	0	""	2022-09-28	12:41:48	12302.765	344.68317	39.8298	55.0003	31.5939	34.8853	0.00221865	38.4304	54.5002	46.7	-0.10586	14.2499	127
DATA	1664361709	550401210	76515	0	""	2022-09-28	12:41:49	12239.092	344.75323	39.829	55.0003	31.596	34.8853	0.0022082	38.4335	54.5002	23.3	-0.10586	14.2499	199
DATA	1664361710	550401210	76525	0	""	2022-09-28	12:41:50	12218.566	344.65891	39.8278	55.0003	31.5953	34.8853	0.00221182	38.4322	54.5002	13.6	-0.10586	14.25	235
DATA	1664361711	550401210	76535	0	""	2022-09-28	12:41:51	12214.45	344.75235	39.8285	55.0003	31.5957	34.8853	0.00220795	38.4307	54.5005	-14	-0.10586	14.2495	243
DATA	1664361712	550276994	76545	0	""	2022-09-28	12:41:52	12210.241	344.50912	39.8288	55.0003	31.5943	34.8853	0.00221111	38.4315	54.5005	32.5	-0.10586	14.2495	 90
DATA	1664361713	550276994	76555	0	""	2022-09-28	12:41:53	12208.504	344.86819	39.8288	55.0003	31.5957	34.8853	0.00221169	38.432	54.5005	-10.8	-0.10586	14.2494	126
DATA	1664361714	550276994	76565	0	""	2022-09-28	12:41:54	12209.898	344.76407	39.8285	55.0003	31.5965	34.8853	0.00220805	38.4304	54.5005	16.5	-0.10586	14.2492	136
DATA	1664361715	550155162	76575	0	""	2022-09-28	12:41:55	12210.976	344.65384	39.829	55.0003	31.596	34.8853	0.00221088	38.4336	54.5005	5.5	-0.10586	14.2489	229
DATA	1664361716	550155162	76585	0	""	2022-09-28	12:41:56	12212.84	344.28973	39.828	55.0003	31.5957	34.8853	0.00220687	38.4337	54.5005	-8.1	-0.10586	14.2492	 19
DATA	1664361717	550155162	76595	0	""	2022-09-28	12:41:57	12213.277	344.85519	39.829	55.0003	31.5942	34.8853	0.00221137	38.4345	54.5005	26.6	-0.10586	14.2489	 73
DATA	1664361718	550026178	76605	0	""	2022-09-28	12:41:58	12216.292	345.10791	39.8282	55.0003	31.5961	34.8853	0.0022099	38.4314	54.5005	-33.8	-0.10586	14.2489	111
DATA	1664361719	550026178	76615	0	""	2022-09-28	12:41:59	12215.48	344.98822	39.8285	55.0003	31.5953	34.8853	0.00221497	38.4317	54.5005	-21.6	-0.10586	14.2486	124
DATA	1664361720	550026178	76625	0	""	2022-09-28	12:42:00	12218.891	345.08063	39.8286	55.0003	31.5935	34.8853	0.00221213	38.433	54.5005	-4.4	-0.10586	14.2489	 38
DATA	1664361721	549898147	76635	0	""	2022-09-28	12:42:01	12220.821	345.11084	39.8286	55.0003	31.5921	34.8853	0.00221562	38.4338	54.5005	16.7	-0.10586	14.2488	111
DATA	1664361722	549898147	76645	0	""	2022-09-28	12:42:02	12222.413	344.87289	39.8286	55.0003	31.595	34.8853	0.00222126	38.4312	54.5005	11.7	-0.10586	14.248	 14
DATA	1664361723	549898147	76655	0	""	2022-09-28	12:42:03	12225.415	345.30688	39.8282	55.0003	31.5965	34.8853	0.00221901	38.4307	54.5005	-45.1	-0.10586	14.2481	163
DATA	1664361724	549772024	76665	0	""	2022-09-28	12:42:04	12227.065	344.92645	39.8282	55.0003	31.5937	34.8853	0.0022177	38.4319	54.5005	24.5	-0.10586	14.2481	 68
DATA	1664361725	549772024	76675	0	""	2022-09-28	12:42:05	12227.797	345.44485	39.829	55.0003	31.5945	34.8853	0.00221454	38.4306	54.5005	4.1	-0.10586	14.248	229
DATA	1664361726	549772024	76685	0	""	2022-09-28	12:42:06	12230.619	345.25076	39.8288	55.0003	31.594	34.8853	0.00221795	38.4304	54.5005	8	-0.10586	14.248	131
DATA	1664361727	549650907	76695	0	""	2022-09-28	12:42:07	12230.336	345.01154	39.828	55.0003	31.5955	34.8853	0.00221215	38.4298	54.5005	-3.4	-0.10586	14.2477	 59
DATA	1664361728	549650907	76705	0	""	2022-09-28	12:42:08	12232.884	344.59723	39.8285	55.0003	31.595	34.8853	0.00220964	38.4312	54.5005	-9.9	-0.10586	14.2477	 85
DATA	1664361729	549650907	76715	0	""	2022-09-28	12:42:09	12233.342	345.17258	39.8288	55.0003	31.5937	34.8853	0.00221868	38.431	54.5005	-4.8	-0.10586	14.2478	 81
DATA	1664361730	549521923	76725	0	""	2022-09-28	12:42:10	12237.122	344.81863	39.8286	54.9999	31.5948	34.8853	0.00222147	38.4303	54.5005	-11.4	-0.10586	14.248	123
DATA	1664361731	549521923	76735	0	""	2022-09-28	12:42:11	12240.17	345.10602	39.8293	55	31.5955	34.8853	0.00222225	38.4307	54.5005	-6.3	-0.10586	14.247	249
DATA	1664361732	549521923	76745	0	""	2022-09-28	12:42:12	12241.173	344.75122	39.8283	55.0003	31.595	34.8853	0.00221994	38.4306	54.5005	-25.2	-0.10586	14.247	 45
DATA	1664361733	549399852	76755	0	""	2022-09-28	12:42:13	12243.189	345.17697	39.8293	55.0001	31.5948	34.8853	0.00221249	38.4306	54.5005	-5.2	-0.10586	14.2473	133
DATA	1664361734	549399852	76765	0	""	2022-09-28	12:42:14	12256.005	344.55197	39.8303	55.0003	31.5981	34.8853	0.00219299	38.4298	54.5005	-32	-0.10586	14.2472	 87
DATA	1664361735	549399852	76775	0	""	2022-09-28	12:42:15	12242.716	345.17868	39.83	55.0003	31.5943	34.8853	0.00221508	38.4318	54.5005	9.8	-0.10586	14.247	195
DATA	1664361736	549269914	76785	0	""	2022-09-28	12:42:16	12243.181	345.29285	39.8296	55.0003	31.5945	34.8853	0.00221945	38.4311	54.5005	11.7	-0.10586	14.247	 80
DATA	1664361737	549269914	76795	0	""	2022-09-28	12:42:17	12246.853	345.21228	39.8298	55.0003	31.5952	34.8853	0.00222401	38.4303	54.5005	-25.5	-0.10586	14.2464	169
DATA	1664361738	549269914	76805	0	""	2022-09-28	12:42:18	12248.172	345.117	39.8303	55.0003	31.5935	34.8853	0.00222252	38.4307	54.5005	9.7	-0.10586	14.2464	220
DATA	1664361739	549139976	76815	0	""	2022-09-28	12:42:19	12248.189	344.63962	39.8301	55.0003	31.5927	34.8853	0.00222478	38.4337	54.5005	-1.8	-0.10586	14.247	 90
DATA	1664361740	549139976	76825	0	""	2022-09-28	12:42:20	12250.689	344.96527	39.8303	55.0003	31.594	34.8853	0.00222741	38.4327	54.5005	15.6	-0.10586	14.2461	 71
DATA	1664361741	549139976	76835	0	""	2022-09-28	12:42:21	12255.212	345.27396	39.8304	55.0003	31.593	34.8853	0.00222235	38.4341	54.5005	-8.7	-0.10586	14.2464	 57
