Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CH4 (ppm),H2O (ppm),C2H6 (ppb),R,C2/C1,Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code,Latitude,Longitude
01/26/2024 11:19:29.064,1,240.009,28.7198,40.9171,15.5328,48.7592,28.7198,1.9405,9631.05,-7.86183,-0.594396,-1,11590,14720,3351,5,20.144,1023,No Data,No Data
01/26/2024 11:19:30.057,1,239.997,28.7630,40.9165,15.5863,48.7787,28.7630,1.94202,9622.94,-7.53183,-0.633443,-1,11648,14784,3563,5,20.150,1023,No Data,No Data
01/26/2024 11:19:31.051,1,240.002,28.7709,40.9167,15.6566,48.7787,28.7709,1.94205,9617.89,-7.82203,-0.668142,-1,11657,14720,3321,5,20.158,1023,No Data,No Data
01/26/2024 11:19:32.044,1,240.001,28.7994,40.9161,15.6743,48.7787,28.7994,1.9426,9615.48,-7.67356,-0.662679,-1,11622,14720,3496,5,20.164,1023,No Data,No Data
01/26/2024 11:19:33.037,1,239.987,28.8414,40.9166,15.6786,48.7787,28.8414,1.94194,9609.92,-7.86345,-0.690128,-1,11656,14720,3502,5,20.170,1023,No Data,No Data
01/26/2024 11:19:34.030,1,239.997,28.8011,40.9159,15.7241,48.7885,28.8011,1.94222,9602.43,-7.40316,-0.717774,-1,11648,14720,3316,5,20.175,1023,No Data,No Data
01/26/2024 11:19:35.024,1,240.004,28.8141,40.9159,15.7768,48.8373,28.8141,1.94129,9598.02,-7.55118,-0.718168,-1,11649,14720,3567,5,20.179,1023,No Data,No Data
01/26/2024 11:19:36.017,1,239.999,28.7776,40.9154,15.8014,48.8764,28.7776,1.9419,9591.48,-7.59931,-0.687746,-1,11649,14720,3567,5,20.183,1023,No Data,No Data
01/26/2024 11:19:37.010,1,239.989,28.8554,40.9161,15.7756,48.8764,28.8554,1.94154,9586.39,-7.54388,-0.662888,-1,11636,14720,3412,5,20.189,1023,No Data,No Data
01/26/2024 11:19:38.004,1,240.011,28.7438,40.9153,15.7588,48.8764,28.7438,1.94245,9576.51,-7.66628,-0.682171,-1,11622,14720,3397,5,20.189,1023,No Data,No Data
01/26/2024 11:19:38.997,1,239.993,28.8344,40.9153,15.6572,48.8764,28.8344,1.94066,9579.58,-7.61346,-0.664619,-1,11653,14720,3561,5,20.197,1023,No Data,No Data
01/26/2024 11:19:39.990,1,240.002,28.8061,40.9153,15.5038,48.8764,28.8061,1.9414,9575.38,-7.42409,-0.758623,-1,11594,14784,3518,5,20.206,1023,No Data,No Data
01/26/2024 11:19:40.983,1,239.999,28.8360,40.9147,15.4148,48.9253,28.8360,1.94177,9571.09,-7.43079,-0.775352,-1,11642,14784,3497,5,20.217,1023,No Data,No Data
01/26/2024 11:19:41.977,1,239.99,29.1893,40.9154,15.3616,48.9643,29.1893,1.94556,9584.62,-7.3541,-0.625015,-1,11595,14720,3342,5,20.227,1023,No Data,No Data
01/26/2024 11:19:42.970,1,240.001,29.1866,40.9153,15.2837,48.9741,29.1866,1.94318,9585.04,-7.39697,-0.506979,-1,11583,14720,3590,5,20.234,1023,No Data,No Data
01/26/2024 11:19:43.963,1,239.996,28.8598,40.9153,15.2828,48.9741,28.8598,1.94123,9585.8,-7.09874,-0.499934,-1,11640,14784,3408,5,20.241,1023,No Data,No Data
01/26/2024 11:19:44.957,1,240.01,28.6471,40.9149,15.3514,48.9741,28.6471,1.93789,9587.84,-7.29495,-0.515388,-1,11595,14784,3410,5,20.248,1023,No Data,No Data
01/26/2024 11:19:45.950,1,239.988,28.8544,40.9147,15.4102,48.9741,28.8544,1.94025,9591.63,-7.30796,-0.526299,-1,11592,14784,3585,5,20.256,1023,No Data,No Data
01/26/2024 11:19:46.943,1,240.002,28.7410,40.9151,15.4298,49.0230,28.7410,1.94081,9587.63,-7.18607,-0.54185,-1,11607,14784,3350,5,20.263,1023,No Data,No Data
01/26/2024 11:19:48.135,1,239.997,28.8043,40.9147,15.4391,49.0718,28.8043,1.93968,9585.53,-7.24387,-0.565192,-1,11609,14784,3460,5,20.268,1023,No Data,No Data
01/26/2024 11:19:49.128,1,239.99,28.8367,40.9150,15.4680,49.0718,28.8367,1.93966,9589.74,-6.61089,-0.556369,-1,11607,14784,3285,5,20.274,1023,No Data,No Data
01/26/2024 11:19:50.122,1,240.014,28.8289,40.9153,15.5128,49.0718,28.8289,1.94013,9575.67,-6.78567,-0.582042,-1,11599,14784,3547,5,20.281,1023,No Data,No Data
01/26/2024 11:19:51.115,1,239.994,28.8772,40.9143,15.6459,49.0718,28.8772,1.94062,9583.91,-6.88008,-0.56403,-1,11615,14784,3555,5,20.286,1023,No Data,No Data
01/26/2024 11:19:52.108,1,239.989,28.8149,40.9141,15.8370,49.0718,28.8149,1.93833,9583.88,-6.48389,-0.652956,-1,11592,14784,3293,5,20.289,1023,No Data,No Data
01/26/2024 11:19:53.101,1,239.999,28.8624,40.9143,15.8838,49.0718,28.8624,1.94067,9571.98,-6.66707,-0.624185,-1,11595,14784,3592,5,20.293,1023,No Data,No Data
01/26/2024 11:19:54.095,1,240.017,28.8532,40.9136,15.9021,49.0718,28.8532,1.94058,9567.2,-6.833,-0.624331,-1,11632,14784,3569,5,20.299,1023,No Data,No Data
01/26/2024 11:19:55.088,1,239.988,28.8917,40.9138,15.8892,49.0914,28.8917,1.93905,9573.69,-6.37122,-0.626692,-1,11632,14784,3296,5,20.304,1023,No Data,No Data
01/26/2024 11:19:56.081,1,240.006,28.9895,40.9131,15.8807,49.1597,28.9895,1.93868,9571.84,-6.77383,-0.602515,-1,11598,14784,3634,5,20.306,1023,No Data,No Data
01/26/2024 11:19:57.075,1,240.014,28.9065,40.9137,15.8844,49.1695,28.9065,1.94031,9575.98,-6.55679,-0.59082,-1,11644,14784,3424,5,20.309,1023,No Data,No Data
01/26/2024 11:19:58.068,1,240.003,28.9211,40.9137,15.9163,49.1695,28.9211,1.93928,9577.02,-6.4717,-0.590797,-1,11640,14720,3353,5,20.315,1023,No Data,No Data
01/26/2024 11:19:59.061,1,239.992,28.8593,40.9136,15.8995,49.1695,28.8593,1.93922,9573.28,-6.35403,-0.64797,-1,11640,14720,3353,5,20.323,1023,No Data,No Data
01/26/2024 11:20:00.054,1,239.989,28.8690,40.9137,15.8386,49.1793,28.8690,1.9387,9576.04,-5.90452,-0.664455,-1,11596,14784,3598,5,20.329,1023,No Data,No Data
01/26/2024 11:20:01.048,1,240.011,28.8240,40.9139,15.8540,49.2184,28.8240,1.93869,9566.33,-6.56184,-0.67025,-1,11650,14784,3377,5,20.329,1023,No Data,No Data
01/26/2024 11:20:02.041,1,239.997,28.8739,40.9134,15.9353,49.2672,28.8739,1.93813,9567,-6.54742,-0.667281,-1,11653,14784,3411,5,20.337,1023,No Data,No Data
01/26/2024 11:20:03.034,1,240.021,28.9918,40.9141,15.9962,49.2672,28.9918,1.93835,9567.69,-6.01606,-0.680561,-1,11666,14720,3311,5,20.344,1023,No Data,No Data
01/26/2024 11:20:04.027,1,240.033,28.9411,40.9142,16.1399,49.2672,28.9411,1.9386,9569.23,-5.75637,-0.678049,-1,11658,14784,3388,5,20.346,1023,No Data,No Data
01/26/2024 11:20:05.021,1,240.012,28.7778,40.9141,16.1413,49.2672,28.7778,1.93772,9561.29,-6.0042,-0.699073,-1,11622,14784,3621,5,20.347,1023,No Data,No Data
01/26/2024 11:20:06.014,1,239.996,28.8376,40.9139,16.0467,49.2672,28.8376,1.93736,9568.93,-5.98111,-0.710391,-1,11667,14784,3308,5,20.349,1023,No Data,No Data
01/26/2024 11:20:07.007,1,240.035,28.6165,40.9140,15.9270,49.2868,28.6165,1.93704,9569.79,-6.00208,-0.722831,-1,11666,14784,3428,5,20.352,1023,No Data,No Data
01/26/2024 11:20:08.001,1,239.986,28.8543,40.9137,15.8610,49.3454,28.8543,1.93763,9580.63,-5.3086,-0.707896,-1,11619,14784,3666,5,20.358,1023,No Data,No Data
01/26/2024 11:20:09.193,1,240.014,28.9627,40.9138,15.8636,49.3649,28.9627,1.93737,9583.43,-5.25669,-0.727321,-1,11661,14784,3426,5,20.364,1023,No Data,No Data
01/26/2024 11:20:10.186,1,240.022,28.9866,40.9142,15.8895,49.3649,28.9866,1.93824,9568.03,-5.66183,-0.718451,-1,11657,14784,3405,5,20.371,1023,No Data,No Data
01/26/2024 11:20:11.179,1,239.99,28.9615,40.9139,15.9097,49.3649,28.9615,1.93907,9565.97,-5.44207,-0.675777,-1,11613,14784,3660,5,20.378,1023,No Data,No Data
01/26/2024 11:20:12.172,1,239.997,28.7784,40.9140,15.8303,49.3649,28.7784,1.93613,9566.22,-5.3755,-0.718994,-1,11661,14784,3395,5,20.387,1023,No Data,No Data
01/26/2024 11:20:13.166,1,240.003,28.9254,40.9146,15.7667,49.3649,28.9254,1.93633,9559.56,-5.52286,-0.715446,-1,11650,14784,3362,5,20.392,1023,No Data,No Data
01/26/2024 11:20:14.159,1,240.009,28.9173,40.9142,15.7431,49.3747,28.9173,1.93917,9551.27,-5.63792,-0.670338,-1,11609,14784,3629,5,20.397,1023,No Data,No Data
01/26/2024 11:20:15.152,1,239.994,28.7969,40.9138,15.7520,49.4333,28.7969,1.936,9556.74,-5.62301,-0.757272,-1,11653,14784,3402,5,20.399,1023,No Data,No Data
01/26/2024 11:20:16.145,1,239.983,28.7862,40.9147,15.7820,49.4626,28.7862,1.93564,9558.3,-5.75502,-0.736167,-1,11661,14784,3393,5,20.405,1023,No Data,No Data
01/26/2024 11:20:17.139,1,240.001,28.8593,40.9138,15.8274,49.4626,28.8593,1.93768,9560.48,-5.50286,-0.711225,-1,11613,14784,3678,5,20.413,1023,No Data,No Data
01/26/2024 11:20:18.132,1,240.012,28.8029,40.9135,15.8823,49.4626,28.8029,1.93628,9561.04,-5.56413,-0.722722,-1,11661,14784,3412,5,20.418,1023,No Data,No Data
01/26/2024 11:20:19.125,1,240.005,28.8522,40.9136,16.0091,49.4626,28.8522,1.93724,9558.2,-5.66243,-0.718806,-1,11663,14784,3322,5,20.422,1023,No Data,No Data
01/26/2024 11:20:20.119,1,239.987,29.0626,40.9136,16.0590,49.4822,29.0626,1.93898,9561.98,-5.44164,-0.65919,-1,11613,14784,3654,5,20.429,1023,No Data,No Data
01/26/2024 11:20:21.112,1,239.992,28.7337,40.9134,16.0151,49.4724,28.7337,1.93158,9578.57,-5.25324,-0.616724,-1,11613,14784,3654,5,20.435,1023,No Data,No Data
01/26/2024 11:20:22.105,1,239.995,28.6375,40.9128,15.9315,49.5310,28.6375,1.93145,9579.05,-5.08308,-0.660329,-1,11664,14784,3399,5,20.442,1023,No Data,No Data
01/26/2024 11:20:23.098,1,240.016,28.6366,40.9128,15.9497,49.5603,28.6366,1.93423,9565.87,-5.70198,-0.623133,-1,11664,14784,3370,5,20.450,1023,No Data,No Data
01/26/2024 11:20:24.092,1,239.993,28.7295,40.9134,15.9652,49.5603,28.7295,1.93258,9569.41,-5.40029,-0.596632,-1,11654,14784,3524,5,20.450,1023,No Data,No Data
01/26/2024 11:20:25.085,1,240.003,28.9163,40.9132,15.8740,49.5603,28.9163,1.93598,9559.62,-5.14035,-0.586308,-1,11658,14784,3360,5,20.458,1023,No Data,No Data
01/26/2024 11:20:26.078,1,240.016,28.8020,40.9130,15.7802,49.5603,28.8020,1.93339,9552.27,-5.44464,-0.594658,-1,11611,14784,3644,5,20.466,1023,No Data,No Data
01/26/2024 11:20:27.072,1,239.994,28.8926,40.9127,15.7217,49.5603,28.8926,1.9365,9554.73,-5.47625,-0.551816,-1,11645,14784,3534,6,20.475,1023,No Data,No Data
01/26/2024 11:20:28.065,1,239.987,28.6970,40.9132,15.6660,49.5896,28.6970,1.93309,9563.07,-5.29111,-0.544176,-1,11642,14784,3295,6,20.482,1023,No Data,No Data
01/26/2024 11:20:29.157,1,240.008,28.8579,40.9125,15.5851,49.6385,28.8579,1.93577,9563.56,-5.61844,-0.511598,-1,11619,14784,3527,6,20.490,1023,No Data,No Data
01/26/2024 11:20:30.151,1,240,29.3075,40.9125,15.5613,49.6580,29.3075,1.94028,9565.47,-5.12704,-0.383492,-1,11625,14784,3595,6,20.499,1023,No Data,No Data
01/26/2024 11:20:31.144,1,239.998,29.2110,40.9127,15.5261,49.6580,29.2110,1.93896,9556.9,-5.28284,-0.302541,-1,11630,14784,3320,6,20.506,1023,No Data,No Data
01/26/2024 11:20:32.137,1,239.896,29.0590,40.9126,15.4151,49.6580,29.0590,1.93833,9545.8,-5.22761,-0.243132,-1,11612,14784,3536,6,20.511,1023,No Data,No Data
01/26/2024 11:20:33.131,1,239.977,28.9815,40.9122,15.1415,49.6580,28.9815,1.93366,9558.44,-4.79122,-0.281252,-1,11619,14784,3627,6,20.517,1023,No Data,No Data
01/26/2024 11:20:34.124,1,240.009,29.2281,40.9121,15.0060,49.6580,29.2281,1.93946,9554.19,-5.15303,-0.195069,-1,11617,14784,3404,6,20.523,1023,No Data,No Data
01/26/2024 11:20:35.117,1,240.006,29.1407,40.9121,15.0025,49.6678,29.1407,1.93967,9558.6,-5.21947,-0.126459,-1,11633,14784,3444,6,20.531,1023,No Data,No Data
01/26/2024 11:20:36.110,1,239.992,28.6000,40.9120,15.2065,49.7069,28.6000,1.93123,9563.87,-5.33397,-0.123224,-1,11617,14784,3608,6,20.534,1023,No Data,No Data
01/26/2024 11:20:37.104,1,239.998,28.3014,40.9123,15.4391,49.7460,28.3014,1.92805,9561.86,-4.83854,-0.296029,-1,11613,14784,3519,6,20.536,1023,No Data,No Data
01/26/2024 11:20:38.097,1,239.998,28.3452,40.9116,15.5668,49.7557,28.3452,1.92764,9559.81,-5.43099,-0.250353,-1,11610,14784,3374,6,20.537,1023,No Data,No Data
01/26/2024 11:20:39.090,1,239.989,28.8195,40.9116,15.5381,49.7557,28.8195,1.93313,9560.88,-4.92902,-0.288791,-1,11617,14784,3575,6,20.541,1023,No Data,No Data
01/26/2024 11:20:40.084,1,240.013,28.7925,40.9117,15.4699,49.7557,28.7925,1.93232,9545.68,-4.99431,-0.295307,-1,11623,14784,3567,6,20.547,1023,No Data,No Data
01/26/2024 11:20:41.077,1,239.989,28.7055,40.9117,15.4514,49.7557,28.7055,1.93154,9552.54,-5.11228,-0.309391,-1,11621,14784,3353,6,20.552,1023,No Data,No Data
01/26/2024 11:20:42.070,1,240.002,28.8500,40.9118,15.4385,49.7557,28.8500,1.93255,9541.94,-5.10011,-0.322887,-1,11621,14784,3353,6,20.560,1023,No Data,No Data
01/26/2024 11:20:43.063,1,240.011,28.6228,40.9125,15.5128,49.8339,28.6228,1.93213,9532.4,-4.89234,-0.341914,-1,11636,14784,3480,6,20.568,1023,No Data,No Data
01/26/2024 11:20:44.057,1,239.992,29.0198,40.9125,15.4786,49.8534,29.0198,1.93513,9542.06,-4.80935,-0.278806,-1,11637,14784,3620,6,20.576,1023,No Data,No Data
01/26/2024 11:20:45.050,1,240.005,28.6105,40.9120,15.3828,49.8534,28.6105,1.93115,9536.84,-4.95217,-0.297793,-1,11643,14784,3428,6,20.576,1023,No Data,No Data
01/26/2024 11:20:46.043,1,240.006,28.5767,40.9124,15.2976,49.8534,28.5767,1.9318,9530.22,-4.63622,-0.324814,-1,11659,14784,3632,6,20.586,1023,No Data,No Data
01/26/2024 11:20:47.036,1,240.008,28.4548,40.9123,15.2335,49.8534,28.4548,1.92982,9524.6,-5.09481,-0.307751,-1,11663,14784,3510,6,20.592,1023,No Data,No Data
01/26/2024 11:20:48.030,1,239.981,28.4870,40.9123,15.2015,49.8534,28.4870,1.93017,9523.69,-4.53588,-0.341636,-1,11674,14720,3355,6,20.598,1023,No Data,No Data
01/26/2024 11:20:49.023,1,239.989,28.5728,40.9120,15.1584,49.8534,28.5728,1.92997,9520.58,-4.7498,-0.339891,-1,11675,14784,3543,6,20.605,1023,No Data,No Data
01/26/2024 11:20:50.016,1,240.005,28.4127,40.9119,15.1171,49.8632,28.4127,1.92589,9517.25,-4.4292,-0.410839,-1,11672,14720,3578,6,20.608,1023,No Data,No Data
01/26/2024 11:20:51.010,1,240.005,29.0985,40.9121,15.1335,49.9316,29.0985,1.93777,9503.81,-4.50589,-0.315657,-1,11689,14720,3360,6,20.614,1023,No Data,No Data
01/26/2024 11:20:52.003,1,240.003,28.4278,40.9126,15.1580,49.9511,28.4278,1.92853,9503.86,-4.90159,-0.330431,-1,11687,14720,3485,6,20.620,1023,No Data,No Data
01/26/2024 11:20:52.996,1,239.994,28.3425,40.9123,15.2142,49.9511,28.3425,1.92611,9502.98,-4.84018,-0.35807,-1,11689,14720,3639,6,20.630,1023,No Data,No Data
01/26/2024 11:20:53.989,1,239.996,28.1010,40.9116,15.2519,49.9511,28.1010,1.92409,9504.71,-4.47713,-0.448063,-1,11680,14720,3437,6,20.639,1023,No Data,No Data
01/26/2024 11:20:54.983,1,240.009,28.0951,40.9113,15.2382,49.9511,28.0951,1.92385,9504.69,-4.45188,-0.502553,-1,11681,14720,3379,6,20.647,1023,No Data,No Data
01/26/2024 11:20:55.976,1,240.004,28.5978,40.9115,15.2467,49.9511,28.5978,1.9324,9492.06,-4.5743,-0.496995,-1,11669,14720,3577,6,20.654,1023,No Data,No Data
01/26/2024 11:20:56.969,1,239.993,28.0391,40.9112,15.2487,49.9511,28.0391,1.92266,9493.01,-4.44723,-0.525304,-1,11655,14720,3561,6,20.662,1023,No Data,No Data
01/26/2024 11:20:57.963,1,240.004,27.8056,40.9109,15.3421,49.9511,27.8056,1.92122,9492.83,-4.42873,-0.572174,-1,11654,14720,3357,6,20.667,1023,No Data,No Data
01/26/2024 11:20:58.956,1,239.999,27.7820,40.9106,15.3504,50.0195,27.7820,1.9213,9480.57,-4.32936,-0.611008,-1,11646,14720,3466,6,20.672,1023,No Data,No Data
01/26/2024 11:20:59.949,1,239.991,28.0361,40.9108,15.1717,50.0489,28.0361,1.92294,9488.86,-4.17196,-0.632935,-1,11624,14720,3618,6,20.677,1023,No Data,No Data
01/26/2024 11:21:00.942,1,239.999,28.0683,40.9108,14.9091,50.0489,28.0683,1.92242,9488.7,-4.00409,-0.638533,-1,11626,14720,3467,6,20.683,1023,No Data,No Data
01/26/2024 11:21:01.936,1,239.999,28.1580,40.9106,14.6967,50.0489,28.1580,1.92274,9484.15,-3.86792,-0.639389,-1,11626,14720,3467,6,20.691,1023,No Data,No Data
01/26/2024 11:21:02.929,1,240.022,28.2098,40.9109,14.4896,50.0489,28.2098,1.92512,9473.19,-4.32147,-0.652044,-1,11620,14720,3366,6,20.698,1023,No Data,No Data
01/26/2024 11:21:03.922,1,239.993,27.9355,40.9107,14.3753,50.0489,27.9355,1.92371,9463.19,-4.37142,-0.64251,-1,11621,14720,3552,6,20.698,1023,No Data,No Data
01/26/2024 11:21:04.916,1,239.986,28.4540,40.9111,14.3811,50.0489,28.4540,1.92754,9470.29,-4.1075,-0.593308,-1,11632,14720,3571,6,20.704,1023,No Data,No Data
01/26/2024 11:21:05.909,1,240.025,28.5618,40.9105,14.4420,50.0489,28.5618,1.93025,9457.34,-4.26653,-0.560122,-1,11637,14720,3370,6,20.712,1023,No Data,No Data
01/26/2024 11:21:06.902,1,240.016,28.7425,40.9108,14.5107,50.0489,28.7425,1.93536,9442.16,-4.59048,-0.537777,-1,11657,14720,3609,6,20.717,1023,No Data,No Data
01/26/2024 11:21:07.895,1,239.979,28.8521,40.9104,14.6340,50.0489,28.8521,1.92931,9459.35,-3.93759,-0.56034,-1,11671,14720,3461,6,20.723,1023,No Data,No Data
01/26/2024 11:21:08.889,1,240.003,29.1124,40.9103,14.7194,50.0782,29.1124,1.93554,9455.35,-3.61595,-0.343994,-1,11678,14720,3326,6,20.726,1023,No Data,No Data
01/26/2024 11:21:09.882,1,240.006,29.2661,40.9104,14.7552,50.1466,29.2661,1.93729,9457.06,-3.82938,-0.186308,-1,11681,14720,3493,6,20.729,1023,No Data,No Data
01/26/2024 11:21:10.875,1,240.014,29.1979,40.9108,14.7961,50.1466,29.1979,1.93684,9452.78,-3.6609,-0.0387839,-1,11692,14720,3580,6,20.735,1023,No Data,No Data
01/26/2024 11:21:11.868,1,240.003,28.9972,40.9109,14.8660,50.1466,28.9972,1.9372,9442.55,-3.94566,0.0661474,-1,11689,14720,3385,6,20.741,1023,No Data,No Data
01/26/2024 11:21:12.862,1,239.995,29.0177,40.9107,14.9488,50.1466,29.0177,1.93453,9450.6,-4.0515,0.122545,-1,11691,14720,3374,6,20.745,1023,No Data,No Data
01/26/2024 11:21:13.855,1,239.995,29.0594,40.9101,14.9987,50.1563,29.0594,1.93625,9446.25,-3.76024,0.232747,-1,11690,14720,3572,6,20.749,1023,No Data,No Data
01/26/2024 11:21:14.848,1,240.01,29.1395,40.9106,15.1031,50.2052,29.1395,1.93728,9433.23,-4.44762,0.238426,-1,11667,14720,3540,6,20.755,1023,No Data,No Data
01/26/2024 11:21:15.842,1,239.987,28.9570,40.9101,15.3302,50.2443,28.9570,1.93398,9443.61,-3.67592,0.287059,-1,11657,14784,3602,6,20.760,1023,No Data,No Data
01/26/2024 11:21:16.835,1,240.008,29.2995,40.9108,15.3676,50.2443,29.2995,1.93853,9433.13,-3.9041,0.35134,-1,11655,14720,3381,6,20.765,1023,No Data,No Data
01/26/2024 11:21:17.828,1,239.993,29.2490,40.9104,15.3424,50.2443,29.2490,1.93697,9439.25,-3.69918,0.394852,-1,11687,14720,3424,6,20.772,1023,No Data,No Data
01/26/2024 11:21:18.821,1,240.009,29.3180,40.9102,15.3499,50.2443,29.3180,1.93977,9427.36,-3.8483,0.438239,-1,11623,14720,3648,6,20.779,1023,No Data,No Data
01/26/2024 11:21:19.914,1,239.985,29.2845,40.9100,15.2970,50.2443,29.2845,1.93959,9428.04,-3.52708,0.474289,-1,11633,14720,3586,6,20.784,1023,No Data,No Data
01/26/2024 11:21:20.907,1,239.998,29.1683,40.9105,15.2492,50.2443,29.1683,1.93593,9429.39,-3.67611,0.545576,-1,11633,14720,3586,6,20.788,1023,No Data,No Data
01/26/2024 11:21:22.099,1,240.004,29.1449,40.9101,15.2174,50.2540,29.1449,1.93736,9423.38,-3.38871,0.586953,-1,11653,14720,3491,6,20.794,1023,No Data,No Data
01/26/2024 11:21:23.093,1,239.997,29.2372,40.9102,15.2112,50.3224,29.2372,1.93525,9425.77,-3.48341,0.588944,-1,11666,14720,3646,6,20.800,1023,No Data,No Data
01/26/2024 11:21:24.086,1,240.005,29.3592,40.9104,15.2452,50.3420,29.3592,1.93843,9423.23,-3.42864,0.589773,-1,11701,14720,3514,6,20.802,1023,No Data,No Data
01/26/2024 11:21:25.079,1,240.033,29.1553,40.9098,15.2020,50.3420,29.1553,1.93757,9403.03,-3.93943,0.562098,-1,11701,14720,3514,6,20.801,1023,No Data,No Data
01/26/2024 11:21:26.072,1,239.983,29.3381,40.9095,15.1310,50.3420,29.3381,1.93809,9410.92,-3.73403,0.602968,-1,11698,14784,3353,6,20.801,1023,No Data,No Data
01/26/2024 11:21:27.066,1,239.991,29.1479,40.9094,15.0180,50.3420,29.1479,1.9375,9407.83,-3.45758,0.580297,-1,11699,14720,3520,6,20.801,1023,No Data,No Data
01/26/2024 11:21:28.059,1,239.994,29.1149,40.9101,14.9151,50.3420,29.1149,1.93534,9417.72,-3.31257,0.52609,-1,11678,14720,3652,6,20.804,1023,No Data,No Data
01/26/2024 11:21:29.052,1,240.004,29.3607,40.9099,14.8353,50.3420,29.3607,1.94007,9413.5,-3.38397,0.507533,-1,11689,14784,3372,6,20.810,1023,No Data,No Data
01/26/2024 11:21:30.145,1,239.999,29.3442,40.9103,14.8021,50.3420,29.3442,1.93955,9416.94,-3.12357,0.507365,-1,11639,14720,3564,6,20.815,1023,No Data,No Data
01/26/2024 11:21:31.138,1,240.007,29.2342,40.9102,14.7863,50.3713,29.2342,1.93661,9425.44,-3.48206,0.519317,-1,11649,14720,3644,6,20.823,1023,No Data,No Data
01/26/2024 11:21:32.131,1,239.996,29.2360,40.9101,14.7832,50.4397,29.2360,1.93624,9425.76,-3.22931,0.560716,-1,11646,14720,3416,6,20.832,1023,No Data,No Data
01/26/2024 11:21:33.125,1,240.001,29.3063,40.9099,14.7781,50.4299,29.3063,1.9396,9421.6,-3.53909,0.516244,-1,11655,14720,3377,6,20.839,1023,No Data,No Data
01/26/2024 11:21:34.118,1,239.998,29.3524,40.9109,14.8703,50.4397,29.3524,1.93855,9427.3,-3.2695,0.440027,-1,11641,14720,3589,6,20.845,1023,No Data,No Data
01/26/2024 11:21:35.111,1,239.988,29.4380,40.9105,14.9437,50.4397,29.4380,1.94035,9427.47,-2.76532,0.458285,-1,11649,14720,3652,6,20.851,1023,No Data,No Data
01/26/2024 11:21:36.105,1,240.006,29.0590,40.9099,14.9083,50.4397,29.0590,1.93549,9429.83,-3.41097,0.356417,-1,11703,14784,3448,6,20.845,1023,No Data,No Data
01/26/2024 11:21:37.098,1,239.994,29.1679,40.9100,14.8194,50.4397,29.1679,1.93789,9427.24,-3.09717,0.338841,-1,11689,14720,3396,6,20.846,1023,No Data,No Data
01/26/2024 11:21:38.091,1,239.988,29.1780,40.9103,14.7450,50.4397,29.1780,1.93563,9426.77,-3.20504,0.235385,-1,11701,14784,3601,6,20.848,1023,No Data,No Data
01/26/2024 11:21:39.084,1,240.007,29.1780,40.9099,14.7157,50.4592,29.1780,1.93584,9426.83,-3.21508,0.196738,-1,11683,14720,3663,6,20.844,1023,No Data,No Data
01/26/2024 11:21:40.177,1,240.004,29.1015,40.9098,14.6395,50.4885,29.1015,1.93576,9423.4,-3.02614,0.144555,-1,11701,14784,3442,6,20.847,1023,No Data,No Data
01/26/2024 11:21:41.170,1,239.992,29.1078,40.9089,14.5494,50.5374,29.1078,1.9369,9422.54,-3.23664,0.134038,-1,11692,14784,3348,6,20.847,1023,No Data,No Data
01/26/2024 11:21:42.164,1,240.016,29.3039,40.9095,14.4787,50.5374,29.3039,1.93785,9422.57,-3.11769,0.14532,-1,11644,14784,3552,6,20.856,1023,No Data,No Data
01/26/2024 11:21:43.157,1,239.988,29.0658,40.9097,14.4653,50.5374,29.0658,1.93535,9419.06,-2.80878,-0.0210245,-1,11660,14784,3647,6,20.847,1023,No Data,No Data
01/26/2024 11:21:44.150,1,239.989,28.9847,40.9091,14.4579,50.5374,28.9847,1.9315,9429.5,-2.77986,-0.206983,-1,11648,14720,3463,6,20.848,1023,No Data,No Data
01/26/2024 11:21:45.143,1,240.011,29.2305,40.9104,14.4593,50.5374,29.2305,1.93524,9417.87,-2.61278,-0.284366,-1,11679,14720,3351,6,20.839,1023,No Data,No Data
01/26/2024 11:21:46.137,1,240.01,29.0052,40.9097,14.5739,50.5374,29.0052,1.93418,9414.77,-3.0443,-0.383757,-1,11647,14784,3553,6,20.828,1023,No Data,No Data
01/26/2024 11:21:47.130,1,240.003,28.9729,40.9099,14.7891,50.5667,28.9729,1.93405,9409.5,-3.12201,-0.375356,-1,11647,14784,3553,6,20.825,1023,No Data,No Data
01/26/2024 11:21:48.123,1,239.967,29.0178,40.9104,14.9040,50.6058,29.0178,1.93387,9410.88,-2.57629,-0.444135,-1,11668,14720,3663,6,20.821,1023,No Data,No Data
01/26/2024 11:21:49.116,1,240.002,28.7655,40.9099,14.9979,50.6253,28.7655,1.9285,9410.98,-2.56899,-0.507976,-1,11708,14720,3486,6,20.816,1023,No Data,No Data
01/26/2024 11:21:50.209,1,240.008,28.8917,40.9103,15.0105,50.6351,28.8917,1.93045,9405.94,-2.62682,-0.547101,-1,11709,14720,3512,7,20.812,1023,No Data,No Data
01/26/2024 11:21:51.202,1,240.007,28.7903,40.9106,14.9617,50.6351,28.7903,1.93064,9390.43,-2.87293,-0.583328,-1,11666,14784,3654,7,20.812,1023,No Data,No Data
