Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CH4 (ppm),H2O (ppm),C2H6 (ppb),R,C2/C1,Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code,Latitude,Longitude
01/26/2024 11:07:40.359,1,239.923,18.1053,26.8992,21.4403,24.7924,18.1053,2.02299,11105.8,3.26566,0,-1,10247,3200,-3822,9,19.496,1023,No Data,No Data
01/26/2024 11:07:41.551,1,239.952,18.1077,26.8972,21.4354,24.8412,18.1077,2.01636,11104.6,4.02078,0,-1,10270,3200,-3848,9,19.478,1023,No Data,No Data
01/26/2024 11:07:42.544,1,239.969,18.0442,26.9473,21.4268,24.9096,18.0442,2.01487,11079.2,4.3177,0,-1,10267,3200,-3976,9,19.469,1023,No Data,No Data
01/26/2024 11:07:43.736,1,239.978,18.1192,27.0118,21.4203,24.9682,18.1192,2.0193,11063.1,4.47104,0,-1,10283,3200,-4021,9,19.461,1023,No Data,No Data
01/26/2024 11:07:44.729,1,239.971,18.1671,27.0360,21.4138,25.0366,18.1671,2.01928,11049.1,4.92512,0,-1,10256,3200,-3823,9,19.452,1023,No Data,No Data
01/26/2024 11:07:45.921,1,239.952,18.1095,27.0511,21.4104,25.0855,18.1095,2.01943,11043.9,5.30908,0,-1,10279,3200,-3801,9,19.443,1023,No Data,No Data
01/26/2024 11:07:47.014,1,239.978,18.1233,27.1126,21.4040,25.1343,18.1233,2.02346,11023.3,5.8652,0,-1,10249,3200,-3877,9,19.436,1023,No Data,No Data
01/26/2024 11:07:48.106,1,239.934,18.2889,27.1707,21.4174,25.1930,18.2889,2.02349,11015,6.24651,0,-1,10260,3200,-3953,9,19.426,1023,No Data,No Data
01/26/2024 11:07:49.199,1,239.999,18.3055,27.2283,21.4484,25.2418,18.3055,2.02541,10991.6,6.30981,0,-1,10279,3200,-4014,9,19.417,1023,No Data,No Data
01/26/2024 11:07:50.292,1,239.962,18.3733,27.2849,21.4736,25.3298,18.3733,2.02556,10979.7,6.38022,0.637177,-1,10276,3200,-4040,9,19.408,1023,No Data,No Data
01/26/2024 11:07:51.384,1,239.966,18.3269,27.3048,21.4792,25.3395,18.3269,2.02389,10959.6,6.2729,0.662791,-1,10275,3200,-3962,9,19.400,1023,No Data,No Data
01/26/2024 11:07:52.377,1,239.993,18.3852,27.3249,21.4743,25.4275,18.3852,2.02565,10942.3,5.75495,0.666532,-1,10272,3200,-3895,9,19.392,1023,No Data,No Data
01/26/2024 11:07:53.470,1,239.976,18.4751,27.3823,21.4714,25.4568,18.4751,2.02816,10915.9,5.46621,0.61776,-1,10257,3200,-3865,9,19.383,1023,No Data,No Data
01/26/2024 11:07:54.463,1,239.992,18.4666,27.4353,21.4666,25.5252,18.4666,2.02851,10890.3,5.24652,0.560408,-1,10243,3200,-3791,9,19.374,1023,No Data,No Data
01/26/2024 11:07:55.457,1,239.97,18.4955,27.4877,21.4546,25.5252,18.4955,2.0274,10870.9,4.73452,0.485763,-1,10235,3200,-3808,9,19.365,1023,No Data,No Data
01/26/2024 11:07:56.549,1,239.986,18.4628,27.5424,21.4363,25.6033,18.4628,2.02967,10849,4.44223,0.35613,-1,10243,3200,-3857,9,19.359,1023,No Data,No Data
01/26/2024 11:07:57.543,1,240,18.4943,27.5843,21.4153,25.6229,18.4943,2.03204,10835.2,4.17869,0.19137,-1,10265,3200,-3948,9,19.351,1023,No Data,No Data
01/26/2024 11:07:58.536,1,239.978,18.4855,27.5884,21.3964,25.7010,18.4855,2.0323,10816.2,3.80045,0.0365789,-1,10277,3200,-4006,9,19.341,1023,No Data,No Data
01/26/2024 11:07:59.628,1,239.996,18.5883,27.6465,21.3764,25.7303,18.5883,2.03562,10814.3,3.73817,-0.11395,-1,10269,3200,-3966,9,19.335,1023,No Data,No Data
01/26/2024 11:08:00.721,1,239.974,18.6060,27.7031,21.3607,25.8183,18.6060,2.03663,10810.4,3.64241,-0.229282,-1,10259,3200,-3954,9,19.328,1023,No Data,No Data
01/26/2024 11:08:01.714,1,239.996,18.7089,27.7549,21.3496,25.8476,18.7089,2.03415,10797.4,3.47873,-0.302142,-1,10256,3200,-3833,9,19.320,1023,No Data,No Data
01/26/2024 11:08:02.708,1,239.991,18.7291,27.8076,21.3341,25.9160,18.7291,2.03416,10790.1,3.35268,-0.361975,-1,10238,3200,-3786,9,19.311,1023,No Data,No Data
01/26/2024 11:08:03.800,1,239.985,18.7409,27.8516,21.3242,25.9941,18.7409,2.03326,10780.7,2.76091,-0.413909,-1,10240,3200,-3820,9,19.304,1023,No Data,No Data
01/26/2024 11:08:04.793,1,240.005,18.7381,27.8382,21.3195,26.0137,18.7381,2.03067,10769.1,2.63671,-0.431068,-1,10240,3200,-3820,9,19.297,1023,No Data,No Data
01/26/2024 11:08:05.787,1,239.978,18.8201,27.8901,21.3249,26.0821,18.8201,2.03156,10751.6,2.92702,-0.452686,-1,10268,3200,-4068,9,19.289,1023,No Data,No Data
01/26/2024 11:08:06.879,1,240.003,18.8470,27.9458,21.3265,26.1114,18.8470,2.02758,10735.7,2.97395,-0.442785,-1,10268,3200,-4068,9,19.278,1023,No Data,No Data
01/26/2024 11:08:07.972,1,239.946,18.9247,28.0024,21.3419,26.1982,18.9247,2.02621,10724.1,3.21559,-0.428449,-1,10262,3200,-3885,9,19.270,1023,No Data,No Data
01/26/2024 11:08:09.065,1,240.016,18.8995,28.0560,21.3594,26.2482,18.8995,2.02398,10705.4,3.71275,-0.412539,-1,10247,3200,-3829,9,19.263,1023,No Data,No Data
01/26/2024 11:08:10.157,1,239.976,18.9440,28.1115,21.3716,26.3068,18.9440,2.02778,10708.1,4.7481,-0.410103,-1,10232,3200,-3766,9,19.255,1023,No Data,No Data
01/26/2024 11:08:11.250,1,239.959,18.8806,28.1055,21.3742,26.3394,18.8806,2.02511,10711,6.12729,-0.410171,-1,10228,3200,-3799,9,19.246,1023,No Data,No Data
01/26/2024 11:08:12.342,1,240.019,18.8667,28.1445,21.3725,26.4045,18.8667,2.02185,10703.6,7.68789,-0.468152,-1,10233,3200,-3880,9,19.238,1023,No Data,No Data
01/26/2024 11:08:13.336,1,239.955,18.7715,28.1981,21.3794,26.4045,18.7715,2.01778,10710.6,8.84691,-0.593929,-1,10265,3200,-4009,9,19.233,1023,No Data,No Data
01/26/2024 11:08:14.428,1,240.002,18.8696,28.2551,21.3922,26.4924,18.8696,2.01732,10717.2,10.279,-0.716957,-1,10264,3200,-4025,9,19.225,1023,No Data,No Data
01/26/2024 11:08:15.422,1,239.986,19.0019,28.3049,21.4027,26.5120,19.0019,2.01701,10718.6,11.6439,-0.78142,-1,10265,3200,-3979,9,19.217,1023,No Data,No Data
01/26/2024 11:08:16.514,1,239.958,19.0707,28.3583,21.4145,26.5999,19.0707,2.01082,10726.7,13.2326,-0.863175,-1,10260,3200,-3962,9,19.210,1023,No Data,No Data
01/26/2024 11:08:17.706,1,240.02,18.9367,28.3774,21.4331,26.6488,18.9367,2.00143,10725.5,14.9355,-0.92304,-1,10254,3200,-3965,9,19.203,1023,No Data,No Data
01/26/2024 11:08:18.799,1,239.968,18.9107,28.3958,21.4402,26.6976,18.9107,1.99153,10736.1,16.1617,-0.938603,-1,10245,3200,-3867,9,19.195,1023,No Data,No Data
01/26/2024 11:08:19.792,1,239.977,18.8755,28.4477,21.4340,26.7465,18.8755,1.9883,10744.4,17.0293,-0.95044,-1,10243,3200,-3849,9,19.189,1023,No Data,No Data
01/26/2024 11:08:20.785,1,240.019,19.0115,28.4975,21.4201,26.7953,19.0115,1.98569,10739.8,18.0442,-0.96005,-1,10248,3200,-3831,9,19.181,1023,No Data,No Data
01/26/2024 11:08:21.878,1,239.969,19.0745,28.5510,21.4061,26.8442,19.0745,1.98302,10747.1,18.9583,-0.967279,-1,10268,3200,-3843,9,19.174,1023,No Data,No Data
01/26/2024 11:08:22.871,1,239.979,19.1698,28.6014,21.4010,26.8930,19.1698,1.9822,10744.3,19.3886,-0.972266,-1,10248,3200,-3823,9,19.168,1023,No Data,No Data
01/26/2024 11:08:23.864,1,240.008,19.0500,28.6495,21.4006,26.9712,19.0500,1.97806,10740.3,20.1345,-0.975731,-1,10246,3200,-3810,9,19.161,1023,No Data,No Data
01/26/2024 11:08:24.858,1,240.004,19.4808,28.6503,21.4027,27.0103,19.4808,1.98543,10744,20.5403,-0.97711,-1,10266,3200,-3840,9,19.152,1023,No Data,No Data
01/26/2024 11:08:25.851,1,239.99,19.5748,28.6883,21.4123,27.0884,19.5748,1.98614,10737.6,21.0596,-0.977285,-1,10249,3200,-3854,9,19.145,1023,No Data,No Data
01/26/2024 11:08:26.844,1,239.971,19.9401,28.7374,21.4305,27.1080,19.9401,1.98897,10738.1,21.0935,-0.975799,-1,10254,3200,-3872,9,19.139,1023,No Data,No Data
01/26/2024 11:08:28.036,1,239.993,19.9634,28.7894,21.4398,27.1764,19.9634,1.99097,10735.8,21.2192,-0.972926,-1,10266,3200,-3849,9,19.133,1023,No Data,No Data
01/26/2024 11:08:29.030,1,239.982,20.0165,28.8455,21.4444,27.2154,20.0165,1.99185,10737.2,21.0165,-0.970276,-1,10242,3200,-3849,9,19.127,1023,No Data,No Data
01/26/2024 11:08:30.023,1,239.962,20.0317,28.8934,21.4418,27.2838,20.0317,1.99268,10736.2,20.5848,-0.967839,-1,10239,3200,-3803,9,19.120,1023,No Data,No Data
01/26/2024 11:08:31.016,1,239.993,20.0075,28.9189,21.4272,27.3229,20.0075,1.99163,10733.5,20.1652,-0.96707,-1,10267,3200,-3859,9,19.113,1023,No Data,No Data
01/26/2024 11:08:32.009,1,240.007,20.0173,28.9126,21.4117,27.3815,20.0173,1.99349,10729.4,19.1009,-0.966621,-1,10267,3200,-3859,9,19.106,1023,No Data,No Data
01/26/2024 11:08:33.003,1,239.998,20.1115,28.9611,21.3948,27.3815,20.1115,1.9921,10730.6,18.4235,-0.965582,-1,10260,3200,-3921,9,19.101,1023,No Data,No Data
01/26/2024 11:08:33.996,1,239.973,20.1265,29.0098,21.3833,27.4695,20.1265,1.99098,10725.8,17.1403,-0.96321,-1,10264,3200,-3980,9,19.095,1023,No Data,No Data
01/26/2024 11:08:34.989,1,239.984,20.2014,29.0590,21.3788,27.4890,20.2014,1.99329,10717.2,16.0879,-0.95919,-1,10257,3200,-3979,9,19.089,1023,No Data,No Data
01/26/2024 11:08:35.982,1,240.007,20.0636,29.1067,21.3780,27.5672,20.0636,1.99352,10709.1,15.0476,-0.952927,-1,10261,3200,-3992,9,19.089,1023,No Data,No Data
01/26/2024 11:08:36.976,1,239.998,20.0917,29.1551,21.3753,27.5769,20.0917,1.99741,10707.3,13.5214,-0.944377,-1,10249,3200,-3999,9,19.083,1023,No Data,No Data
01/26/2024 11:08:37.969,1,239.959,20.1875,29.1779,21.3740,27.6453,20.1875,1.99934,10707.4,12.1153,-0.933709,-1,10263,3200,-3993,9,19.077,1023,No Data,No Data
01/26/2024 11:08:38.962,1,240.004,20.2245,28.9954,21.3861,27.6746,20.2245,2.00242,10687.8,11.0165,-0.921603,-1,10255,3200,-4016,9,19.071,1023,No Data,No Data
01/26/2024 11:08:39.956,1,239.899,20.2839,29.0429,21.4258,27.7626,20.2839,2.00676,10690.1,9.3678,-0.909564,-1,10247,3200,-3999,9,19.064,1023,No Data,No Data
01/26/2024 11:08:40.949,1,239.99,20.2689,29.0908,21.4804,27.7723,20.2689,2.01034,10680.5,8.30286,-0.892373,-1,10258,3200,-3996,9,19.058,1023,No Data,No Data
01/26/2024 11:08:41.942,1,239.979,20.3443,29.1389,21.5273,27.8407,20.3443,2.01578,10671.6,7.13047,-0.884198,-1,10263,3200,-3997,9,19.052,1023,No Data,No Data
01/26/2024 11:08:42.935,1,240.002,20.3196,29.1874,21.5669,27.8701,20.3196,2.01957,10659.6,5.6651,-0.887131,-1,10247,3200,-4006,9,19.046,1023,No Data,No Data
01/26/2024 11:08:43.929,1,240.002,20.3799,29.2355,21.5962,27.9482,20.3799,2.02346,10659.5,4.05563,-0.898513,-1,10248,3200,-3993,8,19.041,1023,No Data,No Data
01/26/2024 11:08:44.922,1,239.991,20.3947,29.2828,21.6092,27.9971,20.3947,2.02609,10658.3,2.21441,-0.917013,-1,10250,3200,-3973,8,19.033,1023,No Data,No Data
01/26/2024 11:08:45.915,1,239.988,20.4235,29.3304,21.6008,28.0655,20.4235,2.02897,10645.4,1.0853,-0.940599,-1,10220,3200,-3957,8,19.026,1023,No Data,No Data
01/26/2024 11:08:46.909,1,239.96,20.4502,29.3774,21.5867,28.1045,20.4502,2.02799,10654,-0.831936,-0.955181,-1,10240,3200,-3959,8,19.020,1023,No Data,No Data
01/26/2024 11:08:47.902,1,240.054,20.5441,29.4250,21.5848,28.1632,20.5441,2.03172,10631.2,-2.33882,-0.962978,-1,10252,3200,-4000,8,19.014,1023,No Data,No Data
01/26/2024 11:08:49.094,1,239.968,20.5577,29.4615,21.5892,28.2120,20.5577,2.03462,10634.6,-4.32485,-0.968316,-1,10232,3200,-4034,8,19.009,1023,No Data,No Data
01/26/2024 11:08:50.087,1,240.003,20.5139,29.4644,21.5916,28.2609,20.5139,2.03602,10618,-5.78228,-0.972492,-1,10258,3200,-4023,8,19.003,1023,No Data,No Data
01/26/2024 11:08:51.080,1,239.996,20.4212,29.5114,21.5764,28.3097,20.4212,2.03353,10607.8,-7.50323,-0.972681,-1,10252,3200,-3991,8,18.997,1023,No Data,No Data
01/26/2024 11:08:52.074,1,240.007,20.5474,29.5587,21.5621,28.3586,20.5474,2.03326,10603.2,-8.52789,-0.972516,-1,10226,3200,-3944,8,18.990,1023,No Data,No Data
01/26/2024 11:08:53.067,1,240.01,20.5943,29.6051,21.5568,28.3586,20.5943,2.03487,10577.8,-9.93569,-0.973024,-1,10229,3200,-3902,8,18.984,1023,No Data,No Data
01/26/2024 11:08:54.060,1,239.969,20.5736,29.6521,21.5575,28.4270,20.5736,2.03151,10571,-10.7231,-0.972882,-1,10229,3200,-3902,8,18.978,1023,No Data,No Data
01/26/2024 11:08:55.053,1,239.991,20.5118,29.6986,21.5545,28.4563,20.5118,2.02819,10560.8,-11.657,-0.963289,-1,10233,3200,-3871,8,18.973,1023,No Data,No Data
01/26/2024 11:08:56.047,1,240.007,20.4200,29.7205,21.5446,28.5344,20.4200,2.02385,10554.9,-12.8224,-0.944804,-1,10212,3200,-3886,8,18.967,1023,No Data,No Data
01/26/2024 11:08:57.040,1,239.98,20.5219,29.7087,21.5320,28.5540,20.5219,2.02245,10542.3,-13.5721,-0.923151,-1,10224,3200,-3843,8,18.960,1023,No Data,No Data
01/26/2024 11:08:58.033,1,239.97,20.5358,29.7552,21.5120,28.6321,20.5358,2.01556,10545.7,-14.1341,-0.883559,-1,10216,3200,-3857,8,18.954,1023,No Data,No Data
01/26/2024 11:08:59.027,1,240.055,20.5350,29.8028,21.4940,28.6517,20.5350,2.01452,10525.4,-14.7729,-0.839327,-1,10218,3200,-3916,8,18.954,1023,No Data,No Data
01/26/2024 11:09:00.020,1,239.972,20.5537,29.8483,21.4755,28.7005,20.5537,2.00832,10528.1,-14.9419,-0.772302,-1,10238,3200,-3976,8,18.948,1023,No Data,No Data
01/26/2024 11:09:01.013,1,239.981,20.5455,29.8941,21.4586,28.7494,20.5455,2.00576,10525,-15.5752,-0.687817,-1,10215,3200,-3986,8,18.942,1023,No Data,No Data
01/26/2024 11:09:02.006,1,239.992,20.6546,29.9405,21.4455,28.7982,20.6546,1.99927,10524.8,-16.1647,-0.570297,-1,10251,3200,-3964,8,18.937,1023,No Data,No Data
01/26/2024 11:09:03.000,1,240.016,20.6409,29.9859,21.4464,28.8471,20.6409,1.99688,10520.5,-16.5757,-0.432641,-1,10240,3200,-3947,8,18.932,1023,No Data,No Data
01/26/2024 11:09:03.993,1,239.984,20.6944,29.9734,21.4536,28.8959,20.6944,1.99145,10520.8,-17.2866,-0.260417,-1,10219,3200,-3926,8,18.929,1023,No Data,No Data
01/26/2024 11:09:04.986,1,239.996,21.0661,29.9949,21.4623,28.9448,21.0661,1.99333,10511.6,-17.1553,-0.101563,-1,10234,3200,-3969,8,18.924,1023,No Data,No Data
01/26/2024 11:09:05.980,1,239.996,20.9894,30.0401,21.4657,28.9936,20.9894,1.98621,10524,-17.4266,0.0798643,-1,10237,3200,-3958,8,18.918,1023,No Data,No Data
01/26/2024 11:09:06.973,1,240.016,21.0986,30.0864,21.4680,29.0425,21.0986,1.98446,10519.5,-17.104,0.234929,-1,10213,3200,-3933,8,18.912,1023,No Data,No Data
01/26/2024 11:09:07.966,1,239.964,20.9273,30.1323,21.4717,29.1402,20.9273,1.97843,10529.2,-17.1096,0.3748,-1,10228,3200,-3947,8,18.908,1023,No Data,No Data
01/26/2024 11:09:09.059,1,240.018,20.9032,30.1807,21.4803,29.1402,20.9032,1.9763,10530.1,-16.6395,0.487284,-1,10249,3200,-4001,8,18.904,1023,No Data,No Data
01/26/2024 11:09:10.052,1,239.989,20.9416,30.2281,21.4840,29.2086,20.9416,1.97708,10533.4,-16.4365,0.571455,-1,10231,3200,-4011,8,18.899,1023,No Data,No Data
01/26/2024 11:09:11.045,1,239.97,20.9894,30.2566,21.4849,29.2379,20.9894,1.97702,10546.1,-15.273,0.63476,-1,10250,3200,-3990,8,18.895,1023,No Data,No Data
01/26/2024 11:09:12.039,1,240.011,20.9533,30.2334,21.4872,29.2574,20.9533,1.97636,10543.3,-15.0737,0.679383,-1,10246,3200,-3967,8,18.888,1023,No Data,No Data
01/26/2024 11:09:13.032,1,240.002,21.0263,30.2799,21.4860,29.3161,21.0263,1.97736,10549.3,-14.3278,0.710601,0.208854,10246,3200,-3991,8,18.882,1023,No Data,No Data
01/26/2024 11:09:14.025,1,239.985,21.0222,30.3249,21.4795,29.3649,21.0222,1.97609,10551.3,-13.2652,0.72363,0.185973,10242,3200,-3971,8,18.875,1023,No Data,No Data
01/26/2024 11:09:15.018,1,239.997,20.9913,30.3705,21.4696,29.4333,20.9913,1.97408,10557.8,-12.2682,0.717115,0.161026,10242,3200,-3971,8,18.869,1023,No Data,No Data
01/26/2024 11:09:16.012,1,240.023,21.0150,30.4152,21.4623,29.4822,21.0150,1.97173,10556.3,-11.3926,0.689368,-1,10233,3200,-3940,8,18.866,1023,No Data,No Data
01/26/2024 11:09:17.005,1,239.979,21.0296,30.4608,21.4590,29.5310,21.0296,1.9705,10566.1,-10.7714,0.644097,-1,10246,3200,-3913,8,18.862,1023,No Data,No Data
01/26/2024 11:09:17.998,1,239.999,21.0192,30.5057,21.4581,29.6092,21.0192,1.96961,10563.7,-9.92487,0.556684,-1,10240,3200,-3928,8,18.859,1023,No Data,No Data
01/26/2024 11:09:18.991,1,239.997,21.0149,30.5249,21.4604,29.6287,21.0149,1.9637,10565.5,-8.98754,0.402421,-1,10236,3200,-3788,8,18.855,1023,No Data,No Data
01/26/2024 11:09:19.985,1,239.951,21.1341,30.5307,21.4630,29.7167,21.1341,1.96036,10583.9,-7.67146,0.187005,-1,10199,3200,-3795,8,18.855,1023,No Data,No Data
01/26/2024 11:09:20.978,1,240.026,21.0634,30.5741,21.4672,29.7264,21.0634,1.9576,10582.5,-6.56625,-0.0373978,-1,10198,3200,-3808,8,18.849,1023,No Data,No Data
01/26/2024 11:09:21.971,1,239.994,21.3082,30.6193,21.4709,29.7851,21.3082,1.95715,10581.9,-5.70835,-0.241286,-1,10203,3200,-3857,8,18.844,1023,No Data,No Data
01/26/2024 11:09:22.965,1,239.981,21.3552,30.6646,21.4689,29.8241,21.3552,1.95605,10591.5,-4.87613,-0.40959,-1,10226,3200,-3956,8,18.839,1023,No Data,No Data
01/26/2024 11:09:23.958,1,240.004,21.3549,30.7085,21.4617,29.8437,21.3549,1.95419,10599.3,-3.72978,-0.546591,-1,10231,3200,-4018,8,18.832,1023,No Data,No Data
01/26/2024 11:09:24.951,1,239.991,21.3410,30.7526,21.4591,29.9121,21.3410,1.95349,10604.5,-2.79061,-0.650368,-1,10244,3200,-3941,8,18.826,1023,No Data,No Data
01/26/2024 11:09:25.944,1,240.007,21.3767,30.7893,21.4785,29.9316,21.3767,1.95575,10610.4,-1.90545,-0.71658,-1,10217,3200,-3843,8,18.822,1023,No Data,No Data
01/26/2024 11:09:26.938,1,239.982,21.3350,30.7556,21.5124,30.0195,21.3350,1.95594,10612.1,-1.33811,-0.772811,-1,10192,3200,-3778,8,18.818,1023,No Data,No Data
01/26/2024 11:09:27.931,1,240.008,21.4584,30.7998,21.5297,30.0489,21.4584,1.95708,10611.8,0.251943,-0.806506,-1,10203,3200,-3944,8,18.813,1023,No Data,No Data
01/26/2024 11:09:28.924,1,239.97,21.4967,30.8437,21.5168,30.1172,21.4967,1.95709,10613,1.3962,-0.838124,-1,10235,3200,-4015,8,18.808,1023,No Data,No Data
01/26/2024 11:09:29.918,1,240.015,21.3582,30.8881,21.5047,30.1368,21.3582,1.95775,10604.6,1.81758,-0.861492,-1,10214,3200,-3917,8,18.803,1023,No Data,No Data
01/26/2024 11:09:30.911,1,239.974,21.4531,30.9325,21.4947,30.2150,21.4531,1.95997,10602.7,2.38946,-0.877222,-1,10214,3200,-3852,8,18.799,1023,No Data,No Data
01/26/2024 11:09:31.904,1,240.008,21.4750,30.9765,21.5024,30.2150,21.4750,1.96318,10593.1,3.27843,-0.868499,-1,10216,3200,-3822,8,18.795,1023,No Data,No Data
01/26/2024 11:09:32.897,1,239.973,21.5911,31.0207,21.5140,30.2345,21.5911,1.96503,10587.1,3.24933,-0.852974,-1,10205,3200,-3914,8,18.790,1023,No Data,No Data
01/26/2024 11:09:33.891,1,240.022,21.4397,31.0639,21.5196,30.3127,21.4397,1.96238,10576.6,4.4467,-0.832077,-1,10205,3200,-3914,8,18.785,1023,No Data,No Data
01/26/2024 11:09:34.884,1,239.967,21.4121,31.1075,21.5284,30.3322,21.4121,1.96145,10578.1,5.22591,-0.820524,-1,10235,3200,-4000,8,18.780,1023,No Data,No Data
01/26/2024 11:09:35.877,1,240.012,21.4435,31.1513,21.5530,30.4104,21.4435,1.96119,10572.5,5.60978,-0.796189,-1,10210,3200,-3953,8,18.776,1023,No Data,No Data
01/26/2024 11:09:36.871,1,239.98,21.6055,31.1865,21.5770,30.4201,21.6055,1.96178,10571,6.3436,-0.764285,-1,10200,3200,-3823,8,18.772,1023,No Data,No Data
01/26/2024 11:09:37.864,1,240.005,21.4799,31.1521,21.5922,30.4983,21.4799,1.96139,10571.7,6.91307,-0.729146,-1,10194,3200,-3801,8,18.772,1023,No Data,No Data
01/26/2024 11:09:38.857,1,240.016,21.6261,31.1957,21.5879,30.5178,21.6261,1.96206,10556.6,7.81619,-0.686835,-1,10238,3200,-3995,8,18.769,1023,No Data,No Data
01/26/2024 11:09:39.850,1,239.987,21.7173,31.2389,21.5880,30.5960,21.7173,1.96377,10561.8,8.86566,-0.620157,-1,10226,3200,-3962,8,18.764,1023,No Data,No Data
01/26/2024 11:09:40.844,1,240,21.7454,31.2831,21.5907,30.6058,21.7454,1.96471,10560.8,9.61095,-0.535426,-1,10228,3200,-3914,8,18.759,1023,No Data,No Data
01/26/2024 11:09:41.837,1,239.998,21.6872,31.3261,21.6076,30.6644,21.6872,1.96519,10556.4,10.8504,-0.426453,-1,10234,3200,-3978,8,18.755,1023,No Data,No Data
01/26/2024 11:09:42.830,1,240.003,21.6165,31.3689,21.6033,30.7035,21.6165,1.96188,10550.5,12.026,-0.318702,-1,10193,3200,-3767,8,18.750,1023,No Data,No Data
01/26/2024 11:09:43.823,1,239.969,21.7752,31.4124,21.5950,30.7719,21.7752,1.96666,10555.2,13.2622,-0.130692,-1,10219,3200,-3853,8,18.745,1023,No Data,No Data
01/26/2024 11:09:44.817,1,240.02,21.7736,31.4546,21.5734,30.8012,21.7736,1.96461,10549.8,13.6828,0.0547,-1,10233,3200,-4027,8,18.741,1023,No Data,No Data
01/26/2024 11:09:45.810,1,239.988,21.8156,31.4105,21.5586,30.8305,21.8156,1.96633,10555.9,15.1059,0.272946,-1,10198,3200,-3877,8,18.738,1023,No Data,No Data
01/26/2024 11:09:46.803,1,240.001,21.6594,31.4546,21.5495,30.8989,21.6594,1.96202,10559.3,15.9697,0.457093,-1,10215,3200,-3880,8,18.733,1023,No Data,No Data
01/26/2024 11:09:47.797,1,240.013,21.7892,31.4975,21.5462,30.9477,21.7892,1.96474,10564.4,16.8818,0.699775,-1,10230,3200,-4033,8,18.730,1023,No Data,No Data
01/26/2024 11:09:48.790,1,239.984,21.8473,31.5406,21.5558,30.9868,21.8473,1.96311,10569.4,17.8737,0.789803,1.56634,10201,3200,-3828,8,18.726,1023,No Data,No Data
01/26/2024 11:09:49.783,1,240.007,21.8507,31.5824,21.5637,31.0747,21.8507,1.96127,10570.6,18.2896,0.790658,1.56633,10216,3200,-3927,8,18.723,1023,No Data,No Data
01/26/2024 11:09:50.776,1,240.006,21.7535,31.6251,21.5710,31.0943,21.7535,1.96088,10573.7,19.2395,0.747189,1.50269,10224,3200,-4041,8,18.719,1023,No Data,No Data
01/26/2024 11:09:51.770,1,239.967,21.8602,31.6678,21.5846,31.1724,21.8602,1.95911,10574,19.7052,0.66652,-1,10190,3200,-3806,8,18.714,1023,No Data,No Data
01/26/2024 11:09:52.763,1,240,21.8826,31.7105,21.6077,31.1920,21.8826,1.95765,10574,20.6085,0.540431,-1,10190,3200,-3806,8,18.712,1023,No Data,No Data
01/26/2024 11:09:53.756,1,239.993,21.8719,31.6992,21.6344,31.1920,21.8719,1.95531,10570.1,20.902,0.344768,-1,10227,3200,-4011,8,18.709,1023,No Data,No Data
01/26/2024 11:09:54.750,1,239.993,22.0176,31.7278,21.6539,31.2506,22.0176,1.95666,10564.6,21.3665,0.157637,-1,10217,3200,-3956,8,18.706,1023,No Data,No Data
01/26/2024 11:09:55.743,1,239.985,22.0114,31.7703,21.6558,31.2897,22.0114,1.95635,10558,21.7559,-0.0160487,-1,10193,3200,-3814,8,18.701,1023,No Data,No Data
01/26/2024 11:09:56.736,1,240.007,22.0342,31.8128,21.6552,31.3483,22.0342,1.95717,10555.3,22.3398,-0.182242,-1,10225,3200,-3949,7,18.696,1023,No Data,No Data
01/26/2024 11:09:57.729,1,240.008,21.8594,31.8552,21.6467,31.3874,21.8594,1.95579,10547.5,22.7694,-0.337174,-1,10225,3200,-3934,7,18.696,1023,No Data,No Data
01/26/2024 11:09:58.723,1,240.004,21.8633,31.8961,21.6300,31.4265,21.8633,1.95696,10541.7,22.8793,-0.471571,-1,10189,3200,-3797,7,18.692,1023,No Data,No Data
01/26/2024 11:09:59.915,1,239.983,22.0059,31.9455,21.6120,31.4851,22.0059,1.95752,10540,23.1076,-0.58978,-1,10216,3200,-4044,7,18.684,1023,No Data,No Data
01/26/2024 11:10:00.908,1,239.994,21.9124,31.9801,21.6116,31.5046,21.9124,1.9578,10535.1,22.9799,-0.658551,-1,10202,3200,-3875,7,18.681,1023,No Data,No Data
01/26/2024 11:10:01.901,1,239.993,22.1049,31.9430,21.6238,31.5828,22.1049,1.95863,10531,22.5864,-0.666413,-1,10201,3200,-3914,7,18.681,1023,No Data,No Data
01/26/2024 11:10:02.894,1,239.998,22.0602,31.9856,21.6437,31.5926,22.0602,1.95961,10528.8,22.065,-0.643152,-1,10193,3200,-3814,7,18.677,1023,No Data,No Data
01/26/2024 11:10:03.888,1,240.008,22.1775,32.0267,21.6685,31.6805,22.1775,1.96103,10521.5,21.6488,-0.640728,-1,10209,3200,-3999,7,18.671,1023,No Data,No Data
01/26/2024 11:10:04.881,1,239.986,22.2120,32.0683,21.6906,31.6805,22.2120,1.96106,10525.6,21.1056,-0.657968,-1,10204,3200,-4036,7,18.667,1023,No Data,No Data
