SN:3K43430000002063 BD:Nov 27 2018 VC:936e000 MD5:9aee3a1333f215ea1fd75a6f60f596f4
                     Time,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,            R14,         R14_sd,          R15Aa,       R15Aa_sd,          R15Ab,       R15Ab_sd,          R15Ba,       R15Ba_sd,          R15Bb,       R15Bb_sd,           R18A,        R18A_sd,      [NNO]_ppm,   [NNO]_ppm_sd,    [NN15O]_ppm, [NN15O]_ppm_sd,    [N15NO]_ppm, [N15NO]_ppm_sd,    [NNO18]_ppm, [NNO18]_ppm_sd,          d15NA,       d15NA_sd,          d15NB,       d15NB_sd,           d15N,        d15N_sd,           d18O,        d18O_sd,             SP,          SP_sd,      [N2O]_ppm,   [N2O]_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         LTC0_v,      LTC0_v_sd,           AIN5,        AIN5_sd,           AIN6,        AIN6_sd,         DetOff,      DetOff_sd,       Fit_Flag,      MIU_VALVE,       MIU_DESC
  05/09/2022 11:10:31.278,    6.676165e+2,    8.955352e+1,    0.000000e+0,    0.000000e+0,    2.962945e-1,    2.812237e-4,    6.784879e-4,    1.365974e-5,    1.089094e-3,    1.403357e-5,    4.600426e-4,    8.370653e-6,    1.081176e-3,    1.691526e-5,    7.026121e-4,    1.502427e-5,    2.963727e-1,    2.811073e-4,    1.085562e-3,    1.398860e-5,    1.088229e-3,    1.702428e-5,    6.192396e-4,    1.335968e-5,   -3.582898e+0,    1.284439e+1,   -1.135226e+0,    1.559451e+1,   -2.359062e+0,    8.513272e+0,    4.197564e+1,    2.179756e+1,   -2.447672e+0,    2.294408e+1,    2.991657e-1,    2.924901e-4,    4.505954e+1,    1.116336e-2,    4.440054e+1,    3.198334e-4,    9.011250e-2,    9.485110e-4,    1.272928e+1,    5.428687e-3,   -2.163861e+0,   4.681111e-16,    7.981845e-1,    1.420312e-5,    8.601938e-1,    4.067012e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:10:41.290,    6.343909e+2,    9.468914e+1,    0.000000e+0,    0.000000e+0,    2.961726e-1,    2.732231e-4,    6.822576e-4,    1.082238e-5,    1.094174e-3,    1.266543e-5,    4.594764e-4,    1.852631e-5,    1.079143e-3,    2.783426e-5,    7.075535e-4,    1.721809e-5,    2.962509e-1,    2.731101e-4,    1.090618e-3,    1.262046e-5,    1.086193e-3,    2.801504e-5,    6.235174e-4,    1.512026e-5,    1.472271e+0,    1.183110e+1,   -2.594979e+0,    2.569432e+1,   -5.613539e-1,    1.293902e+1,    4.962523e+1,    2.577396e+1,    4.067251e+0,    3.050693e+1,    2.990512e-1,    2.688626e-4,    4.505682e+1,    1.198619e-2,    4.440050e+1,    3.961563e-4,    8.950331e-2,    7.050799e-4,    1.273040e+1,    5.727320e-3,   -2.163861e+0,   4.681111e-16,    7.981802e-1,    1.281762e-5,    8.601899e-1,    3.829673e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:10:51.302,    6.140174e+2,    7.049846e+1,    0.000000e+0,    0.000000e+0,    2.960923e-1,    1.909778e-4,    6.784747e-4,    1.526807e-5,    1.091150e-3,    2.116451e-5,    4.528168e-4,    1.237543e-5,    1.073732e-3,    2.054206e-5,    7.099264e-4,    2.345688e-5,    2.961706e-1,    1.908988e-4,    1.087600e-3,    2.109476e-5,    1.080752e-3,    2.067890e-5,    6.255588e-4,    2.060572e-5,   -1.030550e+0,    1.943425e+1,   -7.318678e+0,    1.912016e+1,   -4.174614e+0,    1.436534e+1,    5.335150e+1,    3.507165e+1,    6.288128e+0,    2.571166e+1,    2.989645e-1,    1.778755e-4,    4.505787e+1,    1.335677e-2,    4.440054e+1,    3.244965e-4,    8.976296e-2,    7.437985e-4,    1.272778e+1,    6.555517e-3,   -2.163861e+0,   4.681111e-16,    7.981822e-1,    1.452403e-5,    8.601864e-1,    3.630476e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:11:01.313,    6.286947e+2,    8.922043e+1,    0.000000e+0,    0.000000e+0,    2.961620e-1,    1.383720e-4,    6.797222e-4,    9.973720e-6,    1.089772e-3,    1.198828e-5,    4.566484e-4,    1.750335e-5,    1.074265e-3,    2.690849e-5,    6.972374e-4,    1.222485e-5,    2.962403e-1,    1.383148e-4,    1.086230e-3,    1.194974e-5,    1.081283e-3,    2.708784e-5,    6.144214e-4,    1.077748e-5,   -2.524527e+0,    1.095968e+1,   -7.063139e+0,    2.504057e+1,   -4.793833e+0,    1.548856e+1,    3.434279e+1,    1.812052e+1,    4.538612e+0,    2.312376e+1,    2.990222e-1,    1.337519e-4,    4.505725e+1,    5.876980e-3,    4.440037e+1,    2.041490e-4,    8.963744e-2,    6.119955e-4,    1.273176e+1,    5.024134e-3,   -2.163861e+0,   4.681111e-16,    7.981752e-1,    1.908743e-5,    8.601880e-1,    4.874199e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:11:11.326,    5.931409e+2,    8.793216e+1,    0.000000e+0,    0.000000e+0,    2.960768e-1,    2.691020e-4,    6.786738e-4,    1.567834e-5,    1.086503e-3,    1.995341e-5,    4.487752e-4,    1.804440e-5,    1.062907e-3,    2.095999e-5,    6.940895e-4,    2.848681e-5,    2.961552e-1,    2.689908e-4,    1.082966e-3,    1.989881e-5,    1.069857e-3,    2.109349e-5,    6.115931e-4,    2.500284e-5,   -5.244395e+0,    1.772585e+1,   -1.727920e+1,    1.923425e+1,   -1.126180e+1,    1.348216e+1,    2.989897e+1,    4.268268e+1,    1.203480e+1,    2.532292e+1,    2.989196e-1,    2.722508e-4,    4.505502e+1,    6.697981e-3,    4.440057e+1,    2.505423e-4,    8.966009e-2,    5.356761e-4,    1.272934e+1,    8.107998e-3,   -2.163861e+0,   4.681111e-16,    7.981790e-1,    2.364155e-5,    8.601998e-1,    4.665232e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:11:21.337,    6.564772e+2,    5.545354e+1,    0.000000e+0,    0.000000e+0,    2.960831e-1,    1.601686e-4,    6.783654e-4,    5.532538e-6,    1.092246e-3,    8.603343e-6,    4.592783e-4,    1.517164e-5,    1.082655e-3,    1.906914e-5,    7.055020e-4,    1.183269e-5,    2.961614e-1,    1.601024e-4,    1.088691e-3,    8.570052e-6,    1.089734e-3,    1.918586e-5,    6.216564e-4,    1.041427e-5,    3.902036e-3,    8.174029e+0,    9.537257e-1,    1.726322e+1,    4.788139e-1,    6.456692e+0,    4.680258e+1,    1.761405e+1,   -9.498236e-1,    2.372576e+1,    2.989615e-1,    1.679921e-4,    4.505295e+1,    7.279145e-3,    4.440060e+1,    2.565987e-4,    8.982491e-2,    4.104886e-4,    1.272864e+1,    5.317721e-3,   -2.163861e+0,   4.681111e-16,    7.981735e-1,    1.596811e-5,    8.602043e-1,    5.144290e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:11:31.349,    6.331985e+2,    6.372163e+1,    0.000000e+0,    0.000000e+0,    2.961831e-1,    2.379208e-4,    6.889965e-4,    8.264646e-6,    1.100592e-3,    1.294374e-5,    4.496261e-4,    9.890025e-6,    1.066036e-3,    1.266705e-5,    7.002939e-4,    1.638005e-5,    2.962614e-1,    2.378224e-4,    1.097017e-3,    1.291016e-5,    1.072999e-3,    1.274237e-5,    6.171276e-4,    1.444413e-5,    7.304484e+0,    1.141020e+1,   -1.474762e+1,    1.138455e+1,   -3.721568e+0,    8.529189e+0,    3.882401e+1,    2.426933e+1,    2.205210e+1,    1.511995e+1,    2.990485e-1,    2.523927e-4,    4.505753e+1,    8.277965e-3,    4.440046e+1,    2.687454e-4,    9.003928e-2,    4.906568e-4,    1.272836e+1,    4.934624e-3,   -2.163861e+0,   4.681111e-16,    7.981740e-1,    1.012285e-5,    8.602073e-1,    3.675700e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:11:41.362,    6.069229e+2,    5.757511e+1,    0.000000e+0,    0.000000e+0,    2.959005e-1,    3.300383e-4,    6.757273e-4,    1.187843e-5,    1.082633e-3,    1.403370e-5,    4.611956e-4,    1.480124e-5,    1.076537e-3,    2.420498e-5,    7.085080e-4,    1.488697e-5,    2.959789e-1,    3.299020e-4,    1.079098e-3,    1.399014e-5,    1.083589e-3,    2.435764e-5,    6.241958e-4,    1.318587e-5,   -8.199100e+0,    1.278167e+1,   -4.075435e+0,    2.214344e+1,   -6.137267e+0,    1.296863e+1,    5.171872e+1,    2.182500e+1,   -4.123665e+0,    2.519255e+1,    2.987658e-1,    3.430600e-4,    4.504940e+1,    9.766264e-3,    4.440060e+1,    3.124934e-4,    9.032247e-2,    5.131648e-4,    1.273184e+1,    6.734101e-3,   -2.163861e+0,   4.681111e-16,    7.981753e-1,    1.741343e-5,    8.601893e-1,    5.180838e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:11:51.373,    5.889406e+2,    7.599696e+1,    0.000000e+0,    0.000000e+0,    2.961310e-1,    2.511223e-4,    6.802694e-4,    1.444434e-5,    1.095056e-3,    1.677781e-5,    4.598142e-4,    1.541217e-5,    1.085235e-3,    2.291846e-5,    6.988005e-4,    1.664855e-5,    2.962092e-1,    2.510184e-4,    1.091495e-3,    1.671933e-5,    1.092328e-3,    2.306350e-5,    6.157805e-4,    1.468224e-5,    2.419216e+0,    1.559044e+1,    3.176261e+0,    2.098094e+1,    2.797738e+0,    1.423568e+1,    3.673833e+1,    2.466221e+1,   -7.570446e-1,    2.357762e+1,    2.990089e-1,    2.571535e-4,    4.505695e+1,    6.812063e-3,    4.440028e+1,    2.629268e-4,    8.969409e-2,    9.127213e-4,    1.272742e+1,    7.053962e-3,   -2.163861e+0,   4.681111e-16,    7.981634e-1,    1.445372e-5,    8.601851e-1,    5.162650e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:12:01.386,    5.992638e+2,    5.440280e+1,    0.000000e+0,    0.000000e+0,    2.961488e-1,    1.879595e-4,    6.755630e-4,    8.048515e-6,    1.084864e-3,    9.849987e-6,    4.621299e-4,    1.293263e-5,    1.082993e-3,    1.852380e-5,    6.988491e-4,    2.231069e-5,    2.962271e-1,    1.878818e-4,    1.081337e-3,    9.818044e-6,    1.090070e-3,    1.864199e-5,    6.158342e-4,    1.967710e-5,   -6.973375e+0,    9.034128e+0,    1.044237e+0,    1.700126e+1,   -2.964569e+0,    8.515563e+0,    3.676477e+1,    3.303357e+1,   -8.017613e+0,    2.124281e+1,    2.990144e-1,    1.968894e-4,    4.506003e+1,    1.419931e-2,    4.440014e+1,    4.434911e-4,    8.979306e-2,    9.967950e-4,    1.272811e+1,    2.867061e-3,   -2.163861e+0,   4.681111e-16,    7.981694e-1,    8.693500e-6,    8.601938e-1,    4.970696e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:12:11.397,    5.683226e+2,    6.109387e+1,    0.000000e+0,    0.000000e+0,    2.960189e-1,    2.661514e-4,    6.845238e-4,    1.130658e-5,    1.097819e-3,    1.649051e-5,    4.638503e-4,    1.606888e-5,    1.089548e-3,    2.517850e-5,    6.983717e-4,    1.229840e-5,    2.960973e-1,    2.660414e-4,    1.094242e-3,    1.644842e-5,    1.096676e-3,    2.533223e-5,    6.153341e-4,    1.076170e-5,    5.310415e+0,    1.448899e+1,    7.544747e+0,    2.278247e+1,    6.427581e+0,    1.470978e+1,    3.638718e+1,    1.857380e+1,   -2.234333e+0,    2.433997e+1,    2.989035e-1,    2.878853e-4,    4.525561e+1,    1.831014e-1,    4.439906e+1,    5.602185e-4,    8.958300e-2,    6.269178e-4,    1.272926e+1,    5.276811e-3,   -2.163861e+0,   4.681111e-16,    7.981729e-1,    1.295660e-5,    8.601829e-1,    5.507222e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:12:21.409,    9.543403e+2,    2.422208e+2,    0.000000e+0,    0.000000e+0,    2.994403e-1,    2.189907e-3,    6.984532e-4,    9.540594e-6,    1.104528e-3,    1.108006e-5,    4.821520e-4,    1.661114e-5,    1.101861e-3,    1.952385e-5,    6.907039e-4,    1.328585e-5,    2.995172e-1,    2.188985e-3,    1.101140e-3,    1.111732e-5,    1.108815e-3,    1.958139e-5,    6.106011e-4,    1.238728e-5,    1.169559e-1,    8.740380e+0,    7.075560e+0,    1.629767e+1,    3.596258e+0,    9.383774e+0,    1.664232e+1,    1.776722e+1,   -6.958604e+0,    1.821526e+1,    3.023378e-1,    2.209741e-3,    4.584906e+1,    1.555168e-1,    4.439839e+1,    7.201205e-5,    9.004235e-2,    5.658236e-4,    1.272779e+1,    8.867200e-3,   -2.163861e+0,   4.681111e-16,    7.981632e-1,    1.668987e-5,    8.601981e-1,    4.516630e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:12:31.422,    1.777636e+3,    3.038289e+2,    0.000000e+0,    0.000000e+0,    3.059413e-1,    1.909244e-3,    7.166409e-4,    1.260028e-5,    1.120111e-3,    1.665784e-5,    4.966119e-4,    1.438847e-5,    1.112542e-3,    2.044957e-5,    7.071172e-4,    1.987755e-5,    3.060154e-1,    1.908418e-3,    1.117071e-3,    1.662356e-5,    1.119089e-3,    2.048852e-5,    6.289713e-4,    1.781292e-5,   -6.944357e+0,    1.546252e+1,   -5.202052e+0,    1.537269e+1,   -6.073204e+0,    1.360375e+1,    2.502357e+1,    2.878665e+1,   -1.742305e+0,    1.451104e+1,    3.088805e-1,    1.925316e-3,    4.627966e+1,    1.077252e-1,    4.439856e+1,    8.110200e-5,    8.999736e-2,    6.176595e-4,    1.272739e+1,    7.022366e-3,   -2.163861e+0,   4.681111e-16,    7.981820e-1,    1.451603e-5,    8.601882e-1,    4.376341e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:12:41.433,    2.774608e+3,    2.596594e+2,    0.000000e+0,    0.000000e+0,    3.120662e-1,    1.815195e-3,    7.524611e-4,    1.658854e-5,    1.153544e-3,    1.929111e-5,    5.221342e-4,    9.434406e-6,    1.134402e-3,    1.724834e-5,    7.122845e-4,    1.789748e-5,    3.121377e-1,    1.814390e-3,    1.150783e-3,    1.931669e-5,    1.140641e-3,    1.731909e-5,    6.371561e-4,    1.540712e-5,    2.903801e+0,    1.361251e+1,   -5.891253e+0,    1.513358e+1,   -1.493726e+0,    7.301034e+0,    1.808786e+1,    2.828347e+1,    8.795054e+0,    2.480788e+1,    3.150662e-1,    1.822256e-3,    4.657752e+1,    7.439423e-2,    4.439851e+1,    1.260010e-4,    8.984418e-2,    8.527543e-4,    1.272399e+1,    5.012675e-3,   -2.163861e+0,   4.681111e-16,    7.981720e-1,    1.828812e-5,    8.602015e-1,    4.265705e-5,    8.582006e-2,    0.000000e+0,              3,             -1,       Disabled
  05/09/2022 11:12:51.446,    3.520403e+3,    1.706497e+2,    0.000000e+0,    0.000000e+0,    3.176721e-1,    1.489643e-3,    7.581895e-4,    1.492347e-5,    1.163222e-3,    1.809125e-5,    5.298130e-4,    1.988200e-5,    1.147763e-3,    2.305503e-5,    7.147922e-4,    2.094465e-5,    3.177410e-1,    1.488968e-3,    1.160764e-3,    1.810110e-5,    1.153686e-3,    2.319033e-5,    6.426710e-4,    1.885300e-5,   -6.226034e+0,    1.342701e+1,   -1.223647e+1,    2.111541e+1,   -9.231252e+0,    1.039911e+1,    8.703211e+0,    2.973889e+1,    6.010436e+0,    2.863083e+1,    3.206982e-1,    1.496972e-3,    4.678401e+1,    5.203453e-2,    4.439876e+1,    1.662141e-4,    9.004494e-2,    6.771869e-4,    1.272006e+1,    7.159976e-3,   -2.163861e+0,   4.681111e-16,    7.981595e-1,    1.718224e-5,    8.601931e-1,    4.211948e-5,    8.579999e-2,    4.231655e-5,              3,             -1,       Disabled
  05/09/2022 11:13:01.458,    3.902226e+3,    1.270317e+2,    0.000000e+0,    0.000000e+0,    3.213350e-1,    8.473984e-4,    7.751225e-4,    1.017138e-5,    1.179789e-3,    1.175578e-5,    5.368772e-4,    9.296713e-6,    1.148604e-3,    1.288791e-5,    7.195138e-4,    1.088819e-5,    3.214023e-1,    8.470105e-4,    1.177505e-3,    1.175561e-5,    1.154284e-3,    1.294882e-5,    6.490311e-4,    9.869015e-6,   -3.364557e+0,    9.012963e+0,   -2.300996e+1,    1.113731e+1,   -1.318726e+1,    6.765231e+0,    7.069365e+0,    1.521795e+1,    1.964540e+1,    1.508220e+1,    3.243831e-1,    8.549045e-4,    4.692868e+1,    3.645261e-2,    4.439885e+1,    1.358839e-4,    8.992622e-2,    5.957239e-4,    1.272190e+1,    3.840289e-3,   -2.163861e+0,   4.681111e-16,    7.981715e-1,    1.816949e-5,    8.601985e-1,    5.853702e-5,    8.555664e-2,    1.459696e-4,              3,             -1,       Disabled
  05/09/2022 11:13:11.469,    3.966154e+3,    4.607854e+1,    0.000000e+0,    0.000000e+0,    3.233810e-1,    6.293208e-4,    7.866414e-4,    1.269107e-5,    1.190125e-3,    1.552929e-5,    5.538000e-4,    8.842884e-6,    1.168764e-3,    8.625601e-6,    7.073925e-4,    1.569953e-5,    3.234473e-1,    6.290307e-4,    1.187937e-3,    1.551283e-5,    1.174405e-3,    8.682467e-6,    6.392466e-4,    1.413352e-5,   -8.919678e-1,    1.251716e+1,   -1.226034e+1,    8.199146e+0,   -6.576155e+0,    7.118081e+0,   -1.437714e+1,    2.214166e+1,    1.136838e+1,    1.565702e+1,    3.264489e-1,    6.296933e-4,    4.703019e+1,    2.564872e-2,    4.439902e+1,    1.262218e-4,    8.976559e-2,    5.547746e-4,    1.272157e+1,    5.401236e-3,   -2.163861e+0,   4.681111e-16,    7.981674e-1,    1.233779e-5,    8.601815e-1,    4.523666e-5,    8.526031e-2,   1.462847e-17,              3,             -1,       Disabled
  05/09/2022 11:13:21.481,    3.874776e+3,    9.397987e+1,    0.000000e+0,    0.000000e+0,    3.248220e-1,    4.334964e-4,    7.902741e-4,    1.714409e-5,    1.194340e-3,    1.915953e-5,    5.580200e-4,    1.135570e-5,    1.174431e-3,    1.790391e-5,    7.112066e-4,    1.726990e-5,    3.248877e-1,    4.332957e-4,    1.192225e-3,    1.912085e-5,    1.180003e-3,    1.799034e-5,    6.435030e-4,    1.552318e-5,   -1.721321e+0,    1.632335e+1,   -1.195751e+1,    1.518949e+1,   -6.839418e+0,    1.327588e+1,   -1.220793e+1,    2.440531e+1,    1.023619e+1,    1.701026e+1,    3.279034e-1,    4.230853e-4,    4.710110e+1,    1.769562e-2,    4.439890e+1,    1.204558e-4,    8.941956e-2,    6.943690e-4,    1.272142e+1,    3.649052e-3,   -2.163861e+0,   4.681111e-16,    7.981531e-1,    1.257849e-5,    8.601836e-1,    3.447244e-5,    8.520660e-2,    9.090320e-5,              3,             -1,       Disabled
  05/09/2022 11:13:31.493,    3.616985e+3,    1.409575e+2,    0.000000e+0,    0.000000e+0,    3.265427e-1,    1.573200e-3,    7.878117e-4,    8.025189e-6,    1.194831e-3,    1.408418e-5,    5.606570e-4,    1.333088e-5,    1.180582e-3,    1.693545e-5,    7.277175e-4,    2.091671e-5,    3.266076e-1,    1.572467e-3,    1.192811e-3,    1.412694e-5,    1.186070e-3,    1.699607e-5,    6.594334e-4,    1.917795e-5,   -6.513999e+0,    8.656499e+0,   -1.210054e+1,    1.414807e+1,   -9.307268e+0,    8.485322e+0,    6.890596e+0,    2.836916e+1,    5.586537e+0,    1.619269e+1,    3.296459e-1,    1.591450e-3,    4.692298e+1,    2.367898e-1,    4.439896e+1,    1.235962e-4,    9.002328e-2,    5.731702e-4,    1.270829e+1,    4.196516e-2,   -2.163861e+0,   4.681111e-16,    7.981755e-1,    1.289199e-5,    8.601845e-1,    5.535980e-5,    8.499019e-2,    9.593151e-5,              3,             -1,       Disabled
  05/09/2022 11:13:41.505,    3.557665e+3,    7.222289e+1,    0.000000e+0,    0.000000e+0,    3.267674e-1,    9.452719e-4,    7.830735e-4,    1.515183e-5,    1.192960e-3,    1.886420e-5,    5.461704e-4,    1.891302e-5,    1.171518e-3,    3.024226e-5,    7.319474e-4,    2.079380e-5,    3.268322e-1,    9.448312e-4,    1.190955e-3,    1.882767e-5,    1.176948e-3,    3.036902e-5,    6.633978e-4,    1.908412e-5,   -8.711676e+0,    1.618286e+1,   -2.038798e+1,    2.481993e+1,   -1.454983e+1,    1.390006e+1,    1.223243e+1,    2.792696e+1,    1.167630e+1,    3.135252e+1,    3.298635e-1,    9.587095e-4,    4.565597e+1,    4.189742e-1,    4.439896e+1,    3.351709e-4,    8.959335e-2,    6.816959e-4,    1.270746e+1,    2.955476e-2,   -2.163861e+0,   4.681111e-16,    7.981477e-1,    1.263884e-5,    8.602063e-1,    4.952261e-5,    8.461691e-2,    1.037419e-4,              3,             -1,       Disabled
  05/09/2022 11:13:51.517,    3.420247e+3,    9.204339e+1,    0.000000e+0,    0.000000e+0,    3.253950e-1,    3.451391e-4,    7.755412e-4,    9.510174e-6,    1.192529e-3,    1.369504e-5,    5.489683e-4,    1.480264e-5,    1.190438e-3,    2.665883e-5,    7.249804e-4,    2.311771e-5,    3.254604e-1,    3.449789e-4,    1.190449e-3,    1.368158e-5,    1.196048e-3,    2.679530e-5,    6.562987e-4,    2.103694e-5,   -4.972356e+0,    1.089789e+1,   -2.766719e-1,    2.291196e+1,   -2.624514e+0,    1.226072e+1,    5.631297e+0,    3.165289e+1,   -4.695684e+0,    2.619434e+1,    3.285032e-1,    3.529388e-4,    4.504446e+1,    7.724408e-3,    4.440054e+1,    2.147888e-4,    8.985575e-2,    8.435735e-4,    1.272443e+1,    8.232220e-3,   -2.163861e+0,   4.681111e-16,    7.981707e-1,    1.507867e-5,    8.601987e-1,    6.257329e-5,    8.435879e-2,   1.462847e-17,              3,             -1,       Disabled
  05/09/2022 11:14:01.529,    3.295770e+3,    7.089638e+1,    0.000000e+0,    0.000000e+0,    3.264514e-1,    6.182267e-4,    7.863630e-4,    8.488356e-6,    1.203316e-3,    1.315110e-5,    5.450339e-4,    1.388566e-5,    1.182233e-3,    2.091813e-5,    7.316152e-4,    2.125967e-5,    3.265163e-1,    6.179389e-4,    1.201277e-3,    1.314226e-5,    1.187734e-3,    2.099299e-5,    6.629085e-4,    1.922147e-5,    8.311488e-1,    1.035453e+1,   -1.046069e+1,    1.653576e+1,   -4.814772e+0,    9.807243e+0,    1.249908e+1,    2.962700e+1,    1.129184e+1,    1.940534e+1,    3.295683e-1,    6.330282e-4,    4.504767e+1,    6.713996e-3,    4.440046e+1,    2.314396e-4,    8.945774e-2,    7.240527e-4,    1.271222e+1,    1.854005e-2,   -2.163861e+0,   4.681111e-16,    7.981701e-1,    1.486710e-5,    8.602041e-1,    5.405921e-5,    8.435879e-2,   1.462847e-17,              3,             -1,       Disabled
  05/09/2022 11:14:11.541,    3.335171e+3,    6.915885e+1,    0.000000e+0,    0.000000e+0,    3.268323e-1,    8.724531e-4,    7.843332e-4,    1.305242e-5,    1.201628e-3,    1.682505e-5,    5.491928e-4,    1.179124e-5,    1.190026e-3,    1.860348e-5,    7.373081e-4,    1.363140e-5,    3.268970e-1,    8.720468e-4,    1.199613e-3,    1.682348e-5,    1.195539e-3,    1.871464e-5,    6.682880e-4,    1.235633e-5,   -1.726872e+0,    1.272413e+1,   -5.082286e+0,    1.689282e+1,   -3.404579e+0,    1.027038e+1,    1.952390e+1,    1.898438e+1,    3.355413e+0,    2.173980e+1,    3.299605e-1,    8.736324e-4,    4.505736e+1,    1.204659e-2,    4.439998e+1,    3.672667e-4,    9.029373e-2,    7.659546e-4,    1.272632e+1,    3.079442e-2,   -2.163848e+0,    1.653641e-5,    7.981614e-1,    1.333352e-5,    8.601915e-1,    3.103671e-5,    8.435879e-2,   1.462847e-17,              3,             -1,       Disabled
  05/09/2022 11:14:21.552,    3.343082e+3,    8.372973e+1,    0.000000e+0,    0.000000e+0,    3.273661e-1,    5.754800e-4,    7.807590e-4,    8.297702e-6,    1.196174e-3,    1.206680e-5,    5.454515e-4,    1.968780e-5,    1.182130e-3,    2.720009e-5,    7.357457e-4,    2.068116e-5,    3.274306e-1,    5.752115e-4,    1.194197e-3,    1.206629e-5,    1.187570e-3,    2.730872e-5,    6.671842e-4,    1.891514e-5,   -7.847869e+0,    9.055775e+0,   -1.335977e+1,    2.198536e+1,   -1.060382e+1,    1.200856e+1,    1.615654e+1,    2.797263e+1,    5.511898e+0,    2.353518e+1,    3.304795e-1,    6.042963e-4,    4.504517e+1,    7.519512e-3,    4.440038e+1,    2.435386e-4,    8.971179e-2,    8.190959e-4,    1.273740e+1,    2.427075e-2,   -2.163822e+0,    0.000000e+0,    7.981612e-1,    9.693773e-6,    8.601912e-1,    5.328682e-5,    8.435879e-2,   1.462847e-17,              3,             -1,       Disabled
  05/09/2022 11:14:31.565,    3.269362e+3,    9.323109e+1,    0.000000e+0,    0.000000e+0,    3.279748e-1,    5.009776e-4,    7.946815e-4,    1.389638e-5,    1.216629e-3,    1.615427e-5,    5.461826e-4,    1.236533e-5,    1.185943e-3,    1.441016e-5,    7.350434e-4,    1.419079e-5,    3.280390e-1,    5.007437e-4,    1.214652e-3,    1.613900e-5,    1.191362e-3,    1.448211e-5,    6.668947e-4,    1.293911e-5,    7.276891e+0,    1.285478e+1,   -1.202719e+1,    1.238168e+1,   -2.375150e+0,    9.428078e+0,    1.384702e+1,    1.936902e+1,    1.930408e+1,    1.677940e+1,    3.311119e-1,    5.077670e-4,    4.505011e+1,    8.091164e-3,    4.440047e+1,    2.837346e-4,    8.975389e-2,    8.032001e-4,    1.273462e+1,    2.056669e-2,   -2.163822e+0,    0.000000e+0,    7.981612e-1,    1.689133e-5,    8.601947e-1,    5.568838e-5,    8.435879e-2,   1.462847e-17,              3,             -1,       Disabled
  05/09/2022 11:14:41.576,    3.253943e+3,    8.719596e+1,    0.000000e+0,    0.000000e+0,    3.287451e-1,    3.098285e-4,    7.905744e-4,    1.097107e-5,    1.206065e-3,    1.308406e-5,    5.537321e-4,    1.088268e-5,    1.188635e-3,    1.907803e-5,    7.388368e-4,    2.195389e-5,    3.288090e-1,    3.096835e-4,    1.204148e-3,    1.305512e-5,    1.194015e-3,    1.916513e-5,    6.707795e-4,    1.991106e-5,   -3.762639e+0,    1.127979e+1,   -1.214973e+1,    1.591843e+1,   -7.956187e+0,    9.595659e+0,    1.737246e+1,    3.032056e+1,    8.387096e+0,    1.982305e+1,    3.318779e-1,    3.023086e-4,    4.505263e+1,    1.051056e-2,    4.440067e+1,    3.114593e-4,    8.978157e-2,    8.861360e-4,    1.272181e+1,    8.714110e-3,   -2.163822e+0,    0.000000e+0,    7.981716e-1,    1.494953e-5,    8.601930e-1,    6.047058e-5,    8.435879e-2,   1.462847e-17,              3,             -1,       Disabled
