sep=	
"Titles:"	"SEQUENCE"	"TAG"	"COM5A005C00_DeviceType"	"COM5A005C01_DeviceMode"	"COM5A005C02_StatusBits"	"COM5A005C03_ErrorCode"	"COM5A005C04_ServiceMode"	"COM5A005C05_OperatingMode"	"COM5A005C06_OperatingStatus"	"COM5A005C07_CH ID"	"COM5A005C08_Chamber closed"	"COM5A005C09_"	"COM5A005C10_"	"COM5A006C00_DeviceType"	"COM5A006C01_DeviceMode"	"COM5A006C02_StatusBits"	"COM5A006C03_ErrorCode"	"COM5A006C04_ServiceMode"	"COM5A006C05_OperatingMode"	"COM5A006C06_OperatingStatus"	"COM5A006C07_Analog Sensor1"	"COM5A006C08_Analog Sensor2"	"COM5A006C09_"	"COM5A006C10_"	"XT5C00_Instrument"	"XT5C01_OperatingStatus"	"XT5C02_DATETIME"	"XT5C03_N2O Dry"	"XT5C04_CH4 Dry"	"XT5C05_H2O"	"XT5C06_CO2"
"Units:"	""	""	"Sensor"	""	""	""	""	""	""	"V"	""	""	""	"Sensor"	""	""	""	""	""	""	"V"	"V"	""	""	"PicarroGXXXX"	""	""	"ppm"	"ppm"	"%"	"ppm"
2025-08-14 00:03:52.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:22.240	0.3418	2.295	1.551	443.895
2025-08-14 00:03:53.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:22.240	0.3418	2.295	1.551	443.895
2025-08-14 00:03:54.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:24.680	0.3357	2.295	1.552	443.932
2025-08-14 00:03:55.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:24.680	0.3357	2.295	1.552	443.932
2025-08-14 00:03:56.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:24.680	0.3357	2.295	1.552	443.932
2025-08-14 00:03:57.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:27.020	0.3322	2.296	1.559	443.939
2025-08-14 00:03:58.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:27.450	0.3324	2.296	1.561	443.939
2025-08-14 00:03:59.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:29.880	0.3322	2.296	1.569	443.937
2025-08-14 00:04:00.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:29.880	0.3322	2.296	1.569	443.937
2025-08-14 00:04:01.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:29.880	0.3322	2.296	1.569	443.937
2025-08-14 00:04:02.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:32.650	0.3366	2.295	1.562	443.915
2025-08-14 00:04:03.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:32.650	0.3366	2.295	1.562	443.915
2025-08-14 00:04:04.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:34.500	0.3511	2.295	1.558	443.897
2025-08-14 00:04:05.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:35.050	0.3485	2.295	1.556	443.892
2025-08-14 00:04:06.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:35.050	0.3485	2.295	1.556	443.892
2025-08-14 00:04:07.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:37.880	0.3413	2.296	1.554	443.880
2025-08-14 00:04:08.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:37.880	0.3413	2.296	1.554	443.880
2025-08-14 00:04:09.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:37.880	0.3413	2.296	1.554	443.880
2025-08-14 00:04:10.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:40.320	0.3381	2.296	1.551	443.873
2025-08-14 00:04:11.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:40.320	0.3381	2.296	1.551	443.873
2025-08-14 00:04:12.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:40.870	0.3345	2.296	1.552	443.872
2025-08-14 00:04:13.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:43.060	0.3294	2.296	1.552	443.906
2025-08-14 00:04:14.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:43.060	0.3294	2.296	1.552	443.906
2025-08-14 00:04:15.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:45.420	0.3331	2.296	1.553	443.944
2025-08-14 00:04:16.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:45.420	0.3331	2.296	1.553	443.944
2025-08-14 00:04:17.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:46.980	0.3334	2.296	1.552	443.945
2025-08-14 00:04:18.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:48.280	0.3354	2.296	1.551	443.934
2025-08-14 00:04:19.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:48.280	0.3354	2.296	1.551	443.934
2025-08-14 00:04:20.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:50.750	0.3414	2.296	1.550	443.914
2025-08-14 00:04:21.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:50.750	0.3414	2.296	1.550	443.914
2025-08-14 00:04:22.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:51.300	0.3430	2.296	1.549	443.909
2025-08-14 00:04:23.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:53.530	0.3442	2.297	1.548	443.885
2025-08-14 00:04:24.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:53.530	0.3442	2.297	1.548	443.885
2025-08-14 00:04:25.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:55.940	0.3392	2.297	1.547	443.859
2025-08-14 00:04:26.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:55.940	0.3392	2.297	1.547	443.859
2025-08-14 00:04:27.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:55.940	0.3392	2.297	1.547	443.859
2025-08-14 00:04:28.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:57.490	0.3362	2.297	1.546	443.868
2025-08-14 00:04:29.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:58.770	0.3348	2.297	1.546	443.887
2025-08-14 00:04:30.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:04:59.920	0.3317	2.297	1.546	443.905
2025-08-14 00:04:31.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:01.240	0.3340	2.297	1.545	443.925
2025-08-14 00:04:32.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:01.240	0.3340	2.297	1.545	443.925
2025-08-14 00:04:33.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:04.070	0.3360	2.297	1.545	444.050
2025-08-14 00:04:34.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:04.070	0.3360	2.297	1.545	444.050
2025-08-14 00:04:35.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:04.070	0.3360	2.297	1.545	444.050
2025-08-14 00:04:36.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:06.500	0.3306	2.297	1.546	444.175
2025-08-14 00:04:37.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:06.500	0.3306	2.297	1.546	444.175
2025-08-14 00:04:38.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:09.330	0.3389	2.297	1.548	443.931
2025-08-14 00:04:39.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:09.330	0.3389	2.297	1.548	443.931
2025-08-14 00:04:40.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:09.330	0.3389	2.297	1.548	443.931
2025-08-14 00:04:41.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:11.730	0.3343	2.297	1.550	443.645
2025-08-14 00:04:42.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:11.730	0.3343	2.297	1.550	443.645
2025-08-14 00:04:43.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:11.730	0.3343	2.297	1.550	443.645
2025-08-14 00:04:44.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:14.510	0.3457	2.297	1.550	443.594
2025-08-14 00:04:45.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:14.510	0.3457	2.297	1.550	443.594
2025-08-14 00:04:46.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:14.510	0.3457	2.297	1.550	443.594
2025-08-14 00:04:47.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:16.950	0.3342	2.298	1.550	443.611
2025-08-14 00:04:48.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:16.950	0.3342	2.298	1.550	443.611
2025-08-14 00:04:49.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:19.660	0.3408	2.298	1.545	443.499
2025-08-14 00:04:50.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:19.660	0.3408	2.298	1.545	443.499
2025-08-14 00:04:51.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:19.660	0.3408	2.298	1.545	443.499
2025-08-14 00:04:52.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:22.000	0.3361	2.298	1.540	443.375
2025-08-14 00:04:53.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:22.000	0.3361	2.298	1.540	443.375
2025-08-14 00:04:54.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:24.880	0.3437	2.298	1.547	443.590
2025-08-14 00:04:55.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:24.880	0.3437	2.298	1.547	443.590
2025-08-14 00:04:56.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:24.880	0.3437	2.298	1.547	443.590
2025-08-14 00:04:57.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:27.360	0.3397	2.298	1.554	443.848
2025-08-14 00:04:58.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:27.360	0.3397	2.298	1.554	443.848
2025-08-14 00:04:59.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:27.910	0.3396	2.298	1.553	443.905
2025-08-14 00:05:00.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:30.220	0.3391	2.298	1.551	443.859
2025-08-14 00:05:01.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:30.220	0.3391	2.298	1.551	443.859
2025-08-14 00:05:02.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:30.220	0.3391	2.298	1.551	443.859
2025-08-14 00:05:03.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:32.620	0.3403	2.298	1.549	443.812
2025-08-14 00:05:04.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:32.620	0.3403	2.298	1.549	443.812
2025-08-14 00:05:05.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:35.460	0.3383	2.299	1.548	443.923
2025-08-14 00:05:06.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:35.460	0.3383	2.299	1.548	443.923
2025-08-14 00:05:07.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:37.910	0.3277	2.298	1.547	444.053
2025-08-14 00:05:08.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:37.910	0.3277	2.298	1.547	444.053
2025-08-14 00:05:09.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:37.910	0.3277	2.298	1.547	444.053
2025-08-14 00:05:10.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:40.710	0.3434	2.298	1.557	444.177
2025-08-14 00:05:11.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:40.710	0.3434	2.298	1.557	444.177
2025-08-14 00:05:12.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:43.160	0.3417	2.298	1.567	444.281
2025-08-14 00:05:13.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:43.160	0.3417	2.298	1.567	444.281
2025-08-14 00:05:14.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:43.160	0.3417	2.298	1.567	444.281
2025-08-14 00:05:15.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:43.160	0.3417	2.298	1.567	444.281
2025-08-14 00:05:16.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:45.980	0.3432	2.298	1.558	444.062
2025-08-14 00:05:17.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:45.980	0.3432	2.298	1.558	444.062
2025-08-14 00:05:18.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:48.450	0.3383	2.298	1.551	443.798
2025-08-14 00:05:19.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:48.450	0.3383	2.298	1.551	443.798
2025-08-14 00:05:20.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:48.450	0.3383	2.298	1.551	443.798
2025-08-14 00:05:21.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:51.260	0.3396	2.298	1.550	443.661
2025-08-14 00:05:22.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:51.260	0.3396	2.298	1.550	443.661
2025-08-14 00:05:23.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:53.680	0.3454	2.298	1.549	443.577
2025-08-14 00:05:24.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:53.680	0.3454	2.298	1.549	443.577
2025-08-14 00:05:25.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:53.680	0.3454	2.298	1.549	443.577
2025-08-14 00:05:26.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:56.510	0.3521	2.298	1.548	443.577
2025-08-14 00:05:27.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:56.510	0.3521	2.298	1.548	443.577
2025-08-14 00:05:28.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:58.920	0.3422	2.298	1.547	443.598
2025-08-14 00:05:29.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:58.920	0.3422	2.298	1.547	443.598
2025-08-14 00:05:30.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:58.920	0.3422	2.298	1.547	443.598
2025-08-14 00:05:31.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:05:59.460	0.3425	2.298	1.548	443.602
2025-08-14 00:05:32.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:01.720	0.3398	2.299	1.552	443.778
2025-08-14 00:05:33.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:03.630	0.3323	2.299	1.555	443.926
2025-08-14 00:05:34.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:04.180	0.3357	2.299	1.556	443.969
2025-08-14 00:05:35.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:04.180	0.3357	2.299	1.556	443.969
2025-08-14 00:05:36.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:04.730	0.3391	2.298	1.556	444.011
2025-08-14 00:05:37.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:07.030	0.3411	2.298	1.553	443.891
2025-08-14 00:05:38.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:07.030	0.3411	2.298	1.553	443.891
2025-08-14 00:05:39.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:09.420	0.3295	2.298	1.551	443.766
2025-08-14 00:05:40.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:09.420	0.3295	2.298	1.551	443.766
2025-08-14 00:05:41.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:12.250	0.3321	2.299	1.556	443.808
2025-08-14 00:05:42.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:12.250	0.3321	2.299	1.556	443.808
2025-08-14 00:05:43.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:12.250	0.3321	2.299	1.556	443.808
2025-08-14 00:05:44.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:14.710	0.3453	2.299	1.561	443.884
2025-08-14 00:05:45.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:14.710	0.3453	2.299	1.561	443.884
2025-08-14 00:05:46.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:15.270	0.3414	2.299	1.561	443.901
2025-08-14 00:05:47.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:16.270	0.3345	2.298	1.562	443.914
2025-08-14 00:05:48.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:17.520	0.3414	2.298	1.563	443.930
2025-08-14 00:05:49.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:18.660	0.3584	2.298	1.563	443.945
2025-08-14 00:05:50.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:19.980	0.3550	2.298	1.564	443.962
2025-08-14 00:05:51.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:19.980	0.3550	2.298	1.564	443.962
2025-08-14 00:05:52.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:22.830	0.3421	2.298	1.557	443.950
2025-08-14 00:05:53.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:22.830	0.3421	2.298	1.557	443.950
2025-08-14 00:05:54.000	""	""	50	3	8211	0	1	1	1	0.75	17.40			50	3	8211	0	1	1	1	10.00	10.00			PicarroGXXXX	3	2025-08-14 00:06:23.910	0.3349	2.298	1.554	443.941
