Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CO2 (ppm),H2O (ppm),N2O (ppm),Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code,Latitude,Longitude
03/07/2024 11:00:23.190,1,139.966,42.2624,41.0182,2.07116,52.7846,42.2624,465.739,7210.43,0.323597,11899,11008,-73,100,15.0095,1023,No Data,No Data
03/07/2024 11:00:24.184,1,139.987,42.2621,41.0186,2.04009,52.7846,42.2621,465.273,7189.21,0.323589,11888,10816,-73,100,15.0101,1023,No Data,No Data
03/07/2024 11:00:25.376,1,140.008,42.2626,41.0182,2.01526,52.7846,42.2626,464.568,7189.91,0.323327,11891,10880,-29,100,15.0161,1023,No Data,No Data
03/07/2024 11:00:26.369,1,139.978,42.2626,41.0185,2.07908,52.7846,42.2626,464.871,7198.98,0.323503,11898,10880,-43,100,15.0161,1023,No Data,No Data
03/07/2024 11:00:27.362,1,139.989,42.2632,41.0186,2.19194,52.7846,42.2632,464.706,7206.24,0.323378,11902,10944,-72,100,15.0186,1023,No Data,No Data
03/07/2024 11:00:28.355,1,140.011,42.2632,41.0187,2.242,52.7846,42.2632,464.334,7201.64,0.323298,11891,10944,-83,100,15.0197,1023,No Data,No Data
03/07/2024 11:00:29.349,1,139.995,42.2629,41.0183,2.25274,52.7846,42.2629,464.968,7216.94,0.323698,11894,10880,-52,100,15.0193,1023,No Data,No Data
03/07/2024 11:00:30.342,1,139.995,42.2638,41.0186,2.26565,52.7943,42.2638,464.503,7213.77,0.323589,11893,10944,-21,100,15.0211,1023,No Data,No Data
03/07/2024 11:00:31.335,1,140.002,42.2639,41.0185,2.24988,52.7846,42.2639,464.58,7214.32,0.323549,11902,10944,-11,100,15.0238,1023,No Data,No Data
03/07/2024 11:00:32.328,1,139.999,42.2639,41.0186,2.21183,52.7846,42.2639,464.835,7227.45,0.323741,11902,10880,-35,100,15.0252,1023,No Data,No Data
03/07/2024 11:00:33.322,1,140.012,42.2645,41.0184,2.15575,52.7846,42.2645,464.169,7216.28,0.323405,11894,10944,-70,100,15.0268,1023,No Data,No Data
03/07/2024 11:00:34.315,1,139.995,42.2643,41.0183,2.09256,52.7846,42.2643,464.312,7222.1,0.323625,11894,11072,-52,100,15.0315,1023,No Data,No Data
03/07/2024 11:00:35.308,1,140.003,42.2646,41.0189,2.02153,52.7846,42.2646,464.438,7223.74,0.323526,11891,10880,-24,100,15.0331,1023,No Data,No Data
03/07/2024 11:00:36.302,1,139.996,42.2648,41.0191,2.03936,52.7846,42.2648,465.048,7230.52,0.323778,11902,10816,-25,100,15.0358,1023,No Data,No Data
03/07/2024 11:00:37.295,1,139.991,42.265,41.0182,2.09281,52.7943,42.265,464.965,7231.79,0.323849,11893,10880,-56,100,15.0381,1023,No Data,No Data
03/07/2024 11:00:38.288,1,140.014,42.265,41.0181,2.15527,52.8236,42.265,464.532,7235.87,0.323498,11903,10944,-69,100,15.0431,1023,No Data,No Data
03/07/2024 11:00:39.281,1,140.008,42.265,41.0183,2.20992,52.8041,42.265,464.88,7243.05,0.323772,11894,10880,-22,100,15.0463,1023,No Data,No Data
03/07/2024 11:00:40.275,1,140.01,42.2652,41.0181,2.23361,52.8041,42.2652,464.077,7219.92,0.323253,11902,10880,-19,100,15.0513,1023,No Data,No Data
03/07/2024 11:00:41.268,1,139.99,42.2652,41.0183,2.25012,52.8139,42.2652,464.263,7227.29,0.32328,11896,10880,-58,100,15.0558,1023,No Data,No Data
03/07/2024 11:00:42.261,1,139.992,42.2644,41.0179,2.27711,52.8236,42.2644,464.761,7229.17,0.323475,11896,10880,-58,100,15.0594,1023,No Data,No Data
03/07/2024 11:00:43.255,1,140.004,42.2656,41.0178,2.31243,52.8334,42.2656,464.824,7247.91,0.323566,11893,10944,-94,100,15.0644,1023,No Data,No Data
03/07/2024 11:00:44.248,1,139.985,42.2646,41.0176,2.32077,52.8725,42.2646,464.896,7246.17,0.323434,11894,10944,-49,100,15.0694,1023,No Data,No Data
03/07/2024 11:00:45.340,1,140,42.2649,41.0183,2.33484,52.8432,42.2649,464.676,7242.8,0.323466,11891,10816,-14,100,15.0726,1023,No Data,No Data
03/07/2024 11:00:46.334,1,140.001,42.2658,41.018,2.37459,52.8627,42.2658,465.088,7263.85,0.323449,11901,11072,-35,100,15.0798,1023,No Data,No Data
03/07/2024 11:00:47.327,1,139.999,42.2652,41.0176,2.42094,52.8725,42.2652,464.519,7242.64,0.323453,11901,10944,-72,100,15.0798,1023,No Data,No Data
03/07/2024 11:00:48.320,1,139.99,42.2652,41.0173,2.46532,52.8334,42.2652,464.624,7258.67,0.32354,11896,11008,-26,100,15.0811,1023,No Data,No Data
03/07/2024 11:00:49.314,1,140.021,42.2655,41.0171,2.42567,52.8725,42.2655,463.968,7250.06,0.323294,11902,11008,-27,100,15.0949,1023,No Data,No Data
03/07/2024 11:00:50.307,1,139.992,42.266,41.0173,2.30549,52.8627,42.266,464.439,7268.3,0.32378,11897,11008,-54,100,15.0945,1023,No Data,No Data
03/07/2024 11:00:51.300,1,139.991,42.2664,41.0175,2.19458,52.853,42.2664,463.923,7267.31,0.323515,11889,10880,-90,100,15.1049,1023,No Data,No Data
03/07/2024 11:00:52.293,1,140.005,42.2661,41.0176,2.10315,52.8823,42.2661,463.84,7270.96,0.323374,11899,11008,-42,100,15.105,1023,No Data,No Data
03/07/2024 11:00:53.485,1,139.993,42.2669,41.0167,2.01862,52.8823,42.2669,463.705,7270.16,0.323642,11888,10880,-14,100,15.1141,1023,No Data,No Data
03/07/2024 11:00:54.479,1,139.993,42.2673,41.0167,2.00632,52.8823,42.2673,463.297,7260.23,0.323403,11899,10816,-55,100,15.1124,1023,No Data,No Data
03/07/2024 11:00:55.571,1,140.013,42.2674,41.0168,2.03552,52.8823,42.2674,463.622,7273.06,0.323607,11891,10880,-75,100,15.1258,1023,No Data,No Data
03/07/2024 11:00:56.565,1,139.996,42.268,41.0167,2.09016,52.8823,42.268,463.448,7261.46,0.323646,11902,10816,-52,100,15.1371,1023,No Data,No Data
03/07/2024 11:00:57.558,1,139.988,42.2684,41.017,2.14544,52.8823,42.2684,463.466,7268.28,0.323462,11890,10880,-43,100,15.14,1023,No Data,No Data
03/07/2024 11:00:58.551,1,140,42.2684,41.0163,2.19746,52.8823,42.2684,463.685,7284.12,0.323571,11902,10880,-27,100,15.1411,1023,No Data,No Data
03/07/2024 11:00:59.544,1,140.002,42.2688,41.0167,2.27567,52.8823,42.2688,463.869,7295.54,0.32383,11889,10816,-43,100,15.148,1023,No Data,No Data
03/07/2024 11:01:00.538,1,139.998,42.2687,41.0167,2.37791,52.8823,42.2687,463.249,7270.79,0.323491,11895,10880,-73,100,15.1493,1023,No Data,No Data
03/07/2024 11:01:01.531,1,139.996,42.2688,41.0167,2.47857,52.8823,42.2688,463.546,7292.14,0.323785,11890,10880,-60,100,15.1524,1023,No Data,No Data
03/07/2024 11:01:02.524,1,140.024,42.2696,41.0165,2.57861,52.8823,42.2696,463.168,7276.75,0.323599,11896,10944,-38,100,15.1523,1023,No Data,No Data
03/07/2024 11:01:03.517,1,140.002,42.2694,41.0159,2.67426,52.8823,42.2694,462.811,7273.8,0.323483,11899,11008,-27,100,15.1562,1023,No Data,No Data
03/07/2024 11:01:04.511,1,139.979,42.2701,41.0166,2.7466,52.8823,42.2701,463.549,7309.48,0.323864,11897,10816,-56,100,15.1551,1023,No Data,No Data
03/07/2024 11:01:05.504,1,140.021,42.2704,41.0164,2.80118,52.8823,42.2704,462.912,7288.06,0.323601,11899,10880,-62,100,15.1635,1023,No Data,No Data
03/07/2024 11:01:06.497,1,139.992,42.2708,41.0164,2.86265,52.8823,42.2708,463.006,7300.09,0.323744,11887,10944,-37,100,15.1617,1023,No Data,No Data
03/07/2024 11:01:07.491,1,140.005,42.2706,41.017,2.92864,52.8823,42.2706,462.465,7290.16,0.32352,11900,10880,-27,100,15.1637,1023,No Data,No Data
03/07/2024 11:01:08.484,1,140.004,42.2709,41.0167,2.98285,52.8823,42.2709,462.285,7285.97,0.323458,11898,11008,-75,100,15.17,1023,No Data,No Data
03/07/2024 11:01:09.477,1,139.992,42.2711,41.0168,2.99424,52.8823,42.2711,462.69,7301.11,0.323712,11898,11008,-75,100,15.1692,1023,No Data,No Data
03/07/2024 11:01:10.470,1,139.99,42.2715,41.0165,3.01723,52.8823,42.2715,462.806,7306.7,0.323639,11892,10944,-59,100,15.1709,1023,No Data,No Data
03/07/2024 11:01:11.464,1,140.023,42.2725,41.0165,2.9926,52.8823,42.2725,462.142,7289.63,0.323367,11897,10880,-31,100,15.1709,1023,No Data,No Data
03/07/2024 11:01:12.457,1,139.997,42.2721,41.0169,2.92002,52.8823,42.2721,462.146,7296.51,0.323467,11900,10880,-35,100,15.1776,1023,No Data,No Data
03/07/2024 11:01:13.450,1,139.99,42.2728,41.016,2.89183,52.8823,42.2728,462.179,7310.51,0.323503,11899,10880,-62,100,15.1816,1023,No Data,No Data
03/07/2024 11:01:14.444,1,139.992,42.2726,41.0167,2.88274,52.8823,42.2726,462.46,7325.62,0.323602,11898,10880,-75,100,15.1874,1023,No Data,No Data
03/07/2024 11:01:15.437,1,140.016,42.2735,41.0169,2.90115,52.8823,42.2735,462.036,7308.31,0.323348,11887,10880,-49,100,15.1934,1023,No Data,No Data
03/07/2024 11:01:16.430,1,139.991,42.2738,41.0168,2.97657,52.8823,42.2738,461.905,7322.54,0.323667,11900,10880,-24,100,15.1957,1023,No Data,No Data
03/07/2024 11:01:17.423,1,139.982,42.2732,41.0169,3.03184,52.8823,42.2732,462.209,7331.1,0.323782,11890,10816,-39,100,15.2009,1023,No Data,No Data
03/07/2024 11:01:18.417,1,140.008,42.2739,41.0167,3.07216,52.8823,42.2739,462.268,7335.15,0.323765,11899,10880,-60,100,15.2024,1023,No Data,No Data
03/07/2024 11:01:19.410,1,140.006,42.2738,41.0169,3.14015,52.8823,42.2738,461.955,7338.5,0.323697,11886,10816,-31,100,15.204,1023,No Data,No Data
03/07/2024 11:01:20.403,1,139.994,42.2739,41.0163,3.18264,52.8823,42.2739,461.637,7340.96,0.323427,11898,10880,-56,100,15.2074,1023,No Data,No Data
03/07/2024 11:01:21.397,1,139.996,42.2745,41.0168,3.16649,52.8823,42.2745,461.714,7343.25,0.323604,11898,10880,-76,100,15.2083,1023,No Data,No Data
03/07/2024 11:01:22.390,1,139.998,42.274,41.0167,3.15379,52.8823,42.274,461.789,7343.15,0.323574,11892,10880,-55,100,15.2113,1023,No Data,No Data
03/07/2024 11:01:23.482,1,139.993,42.2744,41.0165,3.15356,52.8823,42.2744,461.802,7346.66,0.323634,11897,10816,-37,100,15.2108,1023,No Data,No Data
03/07/2024 11:01:24.476,1,140.004,42.2749,41.0164,3.13924,52.8823,42.2749,461.918,7352.24,0.323614,11889,10816,-42,100,15.2115,1023,No Data,No Data
03/07/2024 11:01:25.469,1,140.016,42.2749,41.0159,3.12329,52.8823,42.2749,461.595,7337.73,0.323479,11885,10880,-65,100,15.2144,1023,No Data,No Data
03/07/2024 11:01:26.462,1,139.981,42.2748,41.0165,3.12492,52.8823,42.2748,462.406,7362.84,0.323806,11892,10816,-82,100,15.2177,1023,No Data,No Data
03/07/2024 11:01:27.456,1,140.009,42.2753,41.0167,3.12446,52.8823,42.2753,461.943,7348.92,0.323669,11900,11072,-54,100,15.2219,1023,No Data,No Data
03/07/2024 11:01:28.449,1,139.999,42.2763,41.0167,3.13508,52.8823,42.2763,462.171,7368.52,0.323582,11901,11072,-26,100,15.2237,1023,No Data,No Data
03/07/2024 11:01:29.442,1,140.008,42.2757,41.0169,3.12006,52.8823,42.2757,461.866,7353.5,0.323759,11901,11072,-26,100,15.2279,1023,No Data,No Data
03/07/2024 11:01:30.435,1,140,42.2764,41.0167,3.0629,52.8823,42.2764,461.747,7362.19,0.323468,11887,10944,-56,100,15.2284,1023,No Data,No Data
03/07/2024 11:01:31.429,1,140.007,42.276,41.0167,2.98122,52.8823,42.276,461.155,7354.52,0.323373,11893,10816,-70,100,15.2284,1023,No Data,No Data
03/07/2024 11:01:32.422,1,139.999,42.2764,41.0168,2.88947,52.8823,42.2764,461.212,7366.22,0.323404,11891,10944,-44,100,15.23,1023,No Data,No Data
03/07/2024 11:01:33.415,1,139.993,42.2768,41.0171,2.74047,52.8823,42.2768,461.326,7372.64,0.323656,11892,11008,-32,100,15.2328,1023,No Data,No Data
03/07/2024 11:01:34.408,1,140.001,42.2765,41.0169,2.60762,52.8823,42.2765,461.451,7384.78,0.323448,11896,10816,-51,100,15.2335,1023,No Data,No Data
03/07/2024 11:01:35.402,1,140.006,42.2767,41.017,2.52522,52.8823,42.2767,461.23,7378.83,0.323573,11894,10816,-81,100,15.2357,1023,No Data,No Data
03/07/2024 11:01:36.395,1,139.974,42.277,41.0168,2.43327,52.8823,42.277,462.093,7414.52,0.323999,11902,10944,-54,100,15.238,1023,No Data,No Data
03/07/2024 11:01:37.388,1,140.019,42.2775,41.0167,2.35603,52.8823,42.2775,461.028,7394.38,0.32344,11898,10816,-42,100,15.2417,1023,No Data,No Data
03/07/2024 11:01:38.382,1,140.012,42.2766,41.0169,2.43208,52.8823,42.2766,460.524,7367.34,0.323321,11902,10816,-32,100,15.2436,1023,No Data,No Data
03/07/2024 11:01:39.375,1,140.005,42.2776,41.0164,2.53301,52.8823,42.2776,460.482,7383.8,0.323121,11893,10816,-56,100,15.2456,1023,No Data,No Data
03/07/2024 11:01:40.368,1,139.982,42.2775,41.0171,2.60056,52.8823,42.2775,460.662,7393.63,0.323317,11892,11008,-78,100,15.2494,1023,No Data,No Data
03/07/2024 11:01:41.361,1,139.988,42.2778,41.0169,2.67568,52.8823,42.2778,461.203,7414.99,0.32368,11891,11008,-65,100,15.2493,1023,No Data,No Data
03/07/2024 11:01:42.355,1,140.015,42.2782,41.0169,2.69472,52.8823,42.2782,460.652,7402.95,0.323507,11899,11008,-47,100,15.2489,1023,No Data,No Data
03/07/2024 11:01:43.348,1,140.008,42.2786,41.0165,2.65145,52.8823,42.2786,460.054,7391.92,0.323308,11899,11008,-36,100,15.2491,1023,No Data,No Data
03/07/2024 11:01:44.341,1,139.995,42.278,41.0167,2.59018,52.8823,42.278,460.168,7399.83,0.3234,11888,11008,-55,100,15.2496,1023,No Data,No Data
03/07/2024 11:01:45.335,1,140.008,42.2785,41.0163,2.5129,52.8823,42.2785,460.262,7398.43,0.323439,11896,10880,-33,100,15.2535,1023,No Data,No Data
03/07/2024 11:01:46.526,1,139.994,42.2796,41.017,2.39144,52.8823,42.2796,460.171,7389.47,0.323426,11893,10944,-19,100,15.2552,1023,No Data,No Data
03/07/2024 11:01:47.520,1,139.988,42.279,41.0171,2.26372,52.8823,42.279,460.812,7416.93,0.323548,11902,11008,-44,100,15.2591,1023,No Data,No Data
03/07/2024 11:01:48.513,1,139.997,42.2794,41.0166,2.18405,52.892,42.2794,460.866,7401.27,0.323342,11892,11008,-86,100,15.2609,1023,No Data,No Data
03/07/2024 11:01:49.506,1,140.022,42.2797,41.0169,2.15144,52.8823,42.2797,460.386,7400.51,0.323228,11893,10944,-60,100,15.2625,1023,No Data,No Data
03/07/2024 11:01:50.500,1,139.993,42.2807,41.0168,2.15912,52.8823,42.2807,460.41,7402.29,0.323414,11903,10816,-21,100,15.2648,1023,No Data,No Data
03/07/2024 11:01:51.493,1,139.992,42.2807,41.0167,2.18309,52.8823,42.2807,460.517,7414.19,0.323618,11903,10816,-21,100,15.2673,1022,No Data,No Data
03/07/2024 11:01:52.486,1,140.003,42.2807,41.0168,2.18118,52.8823,42.2807,460.373,7420.03,0.323365,11901,10880,-55,100,15.2683,1022,No Data,No Data
03/07/2024 11:01:53.479,1,140.003,42.2813,41.0166,2.17039,52.8823,42.2813,460.305,7407.53,0.323392,11891,10880,-85,100,15.2683,1022,No Data,No Data
03/07/2024 11:01:54.473,1,139.989,42.2809,41.0165,2.18309,52.8823,42.2809,460.248,7424.16,0.323436,11892,10816,-47,100,15.2688,1022,No Data,No Data
03/07/2024 11:01:55.466,1,139.988,42.2812,41.0168,2.21519,52.8823,42.2812,460.187,7431.75,0.323548,11892,11072,-13,100,15.2705,1022,No Data,No Data
03/07/2024 11:01:56.459,1,140.004,42.2813,41.0173,2.23433,52.892,42.2813,460.126,7430.88,0.323585,11902,10880,-24,100,15.2711,1022,No Data,No Data
03/07/2024 11:01:57.453,1,140,42.2818,41.0174,2.24582,52.892,42.2818,459.791,7417.99,0.323661,11898,10880,-54,100,15.2724,1022,No Data,No Data
03/07/2024 11:01:58.446,1,139.99,42.2827,41.0167,2.26111,52.9116,42.2827,460.088,7429.6,0.32373,11899,10880,-64,100,15.2751,1022,No Data,No Data
03/07/2024 11:01:59.439,1,140.012,42.2824,41.0171,2.27043,52.8823,42.2824,459.556,7420.09,0.323413,11888,11072,-53,100,15.2771,1022,No Data,No Data
03/07/2024 11:02:00.432,1,139.998,42.2821,41.0166,2.29454,52.892,42.2821,459.82,7424.56,0.323612,11900,10880,-13,100,15.2791,1022,No Data,No Data
03/07/2024 11:02:01.426,1,139.999,42.2821,41.0168,2.31886,52.892,42.2821,459.48,7417.07,0.323335,11896,10880,-30,100,15.2808,1022,No Data,No Data
03/07/2024 11:02:02.419,1,140.005,42.2827,41.0167,2.32173,52.892,42.2827,459.217,7423.47,0.323465,11898,10816,-75,100,15.2824,1022,No Data,No Data
03/07/2024 11:02:03.412,1,140.011,42.2819,41.0168,2.31244,52.892,42.2819,458.93,7410.08,0.323405,11891,10880,-76,100,15.2835,1022,No Data,No Data
03/07/2024 11:02:04.406,1,139.997,42.2828,41.0166,2.3067,52.8823,42.2828,458.617,7405.73,0.323246,11891,10880,-41,100,15.2866,1018,No Data,No Data
03/07/2024 11:02:05.399,1,139.999,42.2828,41.0163,2.30862,52.8823,42.2828,458.666,7406.13,0.323321,11899,10880,-14,100,15.2881,1018,No Data,No Data
03/07/2024 11:02:06.491,1,140.002,42.2826,41.0166,2.31005,52.892,42.2826,459.445,7427.78,0.323618,11898,11008,-45,100,15.289,1018,No Data,No Data
03/07/2024 11:02:07.485,1,140.024,42.283,41.0169,2.28021,52.8823,42.283,458.882,7415.45,0.32321,11897,10816,-92,100,15.2905,1018,No Data,No Data
03/07/2024 11:02:08.478,1,139.979,42.2832,41.0169,2.2537,52.892,42.2832,459.287,7420.13,0.323529,11885,10816,-56,100,15.292,1018,No Data,No Data
03/07/2024 11:02:09.471,1,139.998,42.284,41.0165,2.27926,52.892,42.284,459.497,7419.57,0.323427,11899,11008,-21,100,15.2952,1018,No Data,No Data
03/07/2024 11:02:10.465,1,140,42.2841,41.017,2.30146,52.8823,42.2841,459.632,7430.58,0.323445,11899,10880,-15,100,15.2971,1018,No Data,No Data
03/07/2024 11:02:11.458,1,139.989,42.2838,41.0168,2.26206,52.892,42.2838,459.877,7429.04,0.323545,11899,10880,-15,100,15.2989,1018,No Data,No Data
03/07/2024 11:02:12.451,1,140.006,42.2838,41.0167,2.2214,52.8823,42.2838,459.498,7422.17,0.323281,11894,10880,-64,100,15.3009,1018,No Data,No Data
03/07/2024 11:02:13.444,1,140.006,42.2834,41.0167,2.19051,52.892,42.2834,459.368,7415.23,0.32309,11890,10816,-86,100,15.3026,1018,No Data,No Data
03/07/2024 11:02:14.438,1,139.999,42.2835,41.0167,2.11661,52.9213,42.2835,459.825,7424.01,0.323263,11896,10880,-42,100,15.3026,1018,No Data,No Data
03/07/2024 11:02:15.431,1,139.991,42.2835,41.0173,2.07765,52.9018,42.2835,460.077,7437.7,0.323254,11886,10880,-19,100,15.304,1018,No Data,No Data
03/07/2024 11:02:16.424,1,139.99,42.2843,41.017,2.0596,52.9702,42.2843,460.119,7429.89,0.32337,11901,10816,-44,100,15.3061,1018,No Data,No Data
03/07/2024 11:02:17.417,1,140.011,42.2842,41.0166,2.0237,52.9507,42.2842,460.183,7438.21,0.323307,11889,10816,-69,100,15.3075,1018,No Data,No Data
03/07/2024 11:02:18.411,1,140.001,42.2843,41.0164,2.02998,52.9702,42.2843,460.027,7419.17,0.323401,11896,10816,-60,100,15.3091,1018,No Data,No Data
03/07/2024 11:02:19.404,1,139.981,42.2846,41.0167,2.05672,52.9702,42.2846,460.755,7441.62,0.323552,11899,10880,-15,100,15.3106,1018,No Data,No Data
03/07/2024 11:02:20.397,1,140.008,42.2852,41.0172,2.09041,52.98,42.2852,460.689,7435.67,0.323604,11898,10880,-40,100,15.3124,1018,No Data,No Data
